"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 12, 2018","75.91","75.97","76.86","74.91","10.39M","1.88%"
"Oct 11, 2018","74.51","74.77","77.07","73.90","11.53M","-0.57%"
"Oct 10, 2018","74.94","79.66","80.04","74.77","12.98M","-6.81%"
"Oct 09, 2018","80.42","80.37","81.49","80.16","7.64M","0.24%"
"Oct 08, 2018","80.23","80.04","80.54","79.08","8.06M","0.14%"
"Oct 05, 2018","80.12","80.09","80.99","79.43","7.02M","-0.07%"
"Oct 04, 2018","80.18","82.34","82.48","80.02","9.16M","-2.81%"
"Oct 03, 2018","82.50","81.93","82.96","81.75","10.05M","-0.33%"
"Oct 02, 2018","82.77","84.34","84.55","82.50","8.45M","-2.00%"
"Oct 01, 2018","84.46","85.10","85.85","84.37","7.88M","-0.31%"
"Sep 28, 2018","84.72","84.29","85.27","84.25","7.45M","0.21%"
"Sep 27, 2018","84.54","83.77","84.92","83.73","6.08M","1.00%"
"Sep 26, 2018","83.70","82.61","84.73","81.95","16.36M","-1.29%"
"Sep 25, 2018","84.79","84.86","85.10","84.07","10.52M","0.62%"
"Sep 24, 2018","84.27","85.16","85.26","84.25","8.77M","-1.50%"
"Sep 21, 2018","85.55","86.00","86.04","85.01","13.85M","0.21%"
"Sep 20, 2018","85.37","85.09","85.87","84.93","6.62M","1.11%"
"Sep 19, 2018","84.43","85.69","85.85","84.11","8.05M","-0.97%"
"Sep 18, 2018","85.26","83.24","85.35","83.24","7.28M","2.40%"
"Sep 17, 2018","83.26","83.49","83.93","82.94","4.86M","-0.28%"
"Sep 14, 2018","83.49","83.58","83.84","83.06","4.88M","0.02%"
"Sep 13, 2018","83.47","83.21","83.90","83.12","5.38M","0.57%"
"Sep 12, 2018","83.00","82.70","83.04","82.04","5.38M","0.45%"
"Sep 11, 2018","82.63","83.20","83.58","82.55","7.17M","0.65%"
"Sep 10, 2018","82.10","81.39","82.44","81.22","6.97M","2.24%"
"Sep 07, 2018","80.30","80.01","81.16","80.01","6.63M","-0.12%"
"Sep 06, 2018","80.40","80.17","80.84","79.77","8.58M","0.60%"
"Sep 05, 2018","79.92","79.65","80.32","79.30","12.27M","0.40%"
"Sep 04, 2018","79.60","79.39","80.97","79.00","18.57M","-3.16%"
"Aug 31, 2018","82.20","81.25","82.25","81.25","5.18M","0.98%"
"Aug 30, 2018","81.40","82.58","82.76","81.01","7.12M","-1.68%"
"Aug 29, 2018","82.79","82.42","83.10","82.22","5.71M","0.25%"
"Aug 28, 2018","82.58","83.23","83.63","82.48","3.79M","-0.08%"
"Aug 27, 2018","82.65","83.04","83.45","82.23","4.01M","0.24%"
"Aug 24, 2018","82.45","82.42","82.88","82.10","3.45M","-0.55%"
"Aug 23, 2018","82.91","82.43","83.57","82.34","4.16M","0.33%"
"Aug 22, 2018","82.64","83.10","83.68","82.28","4.31M","-0.37%"
"Aug 21, 2018","82.95","82.31","83.08","82.02","6.34M","0.94%"
"Aug 20, 2018","82.18","81.52","82.42","80.95","9.35M","3.05%"
"Aug 17, 2018","79.75","80.04","80.44","79.68","9.00M","-0.37%"
"Aug 16, 2018","80.05","79.90","80.61","79.80","5.48M","0.60%"
"Aug 15, 2018","79.57","79.57","79.86","79.12","5.06M","-0.71%"
"Aug 14, 2018","80.14","80.33","80.84","79.68","6.08M","-0.01%"
"Aug 13, 2018","80.15","80.82","81.14","80.01","4.10M","-0.72%"
"Aug 10, 2018","80.73","80.82","81.28","80.29","5.04M","-0.65%"
"Aug 09, 2018","81.26","80.49","81.88","80.41","4.56M","0.94%"
"Aug 08, 2018","80.50","80.21","81.08","80.04","5.33M","-0.04%"
"Aug 07, 2018","80.53","79.73","80.63","79.27","5.42M","1.28%"
"Aug 06, 2018","79.51","78.74","79.58","78.43","4.28M","0.98%"
"Aug 03, 2018","78.74","78.73","78.98","78.44","3.76M","0.11%"
"Aug 02, 2018","78.65","77.77","79.07","77.40","5.31M","1.43%"
"Aug 01, 2018","77.54","76.50","78.06","76.50","6.88M","0.82%"
"Jul 31, 2018","76.91","76.44","77.59","76.16","8.27M","1.25%"
"Jul 30, 2018","75.96","76.88","76.96","75.43","7.28M","-1.21%"
"Jul 27, 2018","76.89","78.17","78.41","76.79","6.13M","-1.61%"
"Jul 26, 2018","78.15","77.00","78.44","76.82","6.71M","1.28%"
"Jul 25, 2018","77.16","75.24","77.18","75.06","5.61M","2.16%"
"Jul 24, 2018","75.53","76.85","77.09","75.44","6.05M","-1.38%"
"Jul 23, 2018","76.59","76.71","76.95","76.13","4.20M","-0.48%"
"Jul 20, 2018","76.96","76.31","77.08","76.16","5.25M","0.01%"
"Jul 19, 2018","76.95","75.93","77.16","75.80","4.88M","0.47%"
"Jul 18, 2018","76.59","77.43","77.62","76.32","6.10M","-1.14%"
"Jul 17, 2018","77.47","77.51","78.02","77.40","4.36M","-0.36%"
"Jul 16, 2018","77.75","77.36","78.09","77.30","4.76M","0.48%"
"Jul 13, 2018","77.38","77.20","77.61","77.14","2.96M","0.01%"
"Jul 12, 2018","77.37","77.94","78.18","77.23","4.88M","0.01%"
"Jul 11, 2018","77.36","77.13","77.64","76.83","3.66M","-0.27%"
"Jul 10, 2018","77.57","77.44","78.09","77.16","6.28M","0.38%"
"Jul 09, 2018","77.28","76.84","77.38","76.34","4.87M","1.05%"
"Jul 06, 2018","76.48","76.48","77.08","76.07","5.94M","-0.09%"
"Jul 05, 2018","76.55","76.62","77.42","76.14","6.53M","0.35%"
"Jul 03, 2018","76.28","77.41","77.89","76.10","5.79M","-2.64%"
"Jul 02, 2018","78.35","78.58","79.48","77.02","11.87M","-1.67%"
"Jun 29, 2018","79.68","78.76","81.00","78.36","31.42M","11.13%"
"Jun 28, 2018","71.70","71.45","72.12","71.35","9.12M","0.49%"
"Jun 27, 2018","71.35","72.73","72.95","71.15","7.62M","-1.67%"
"Jun 26, 2018","72.56","72.50","73.29","72.35","7.07M","0.29%"
"Jun 25, 2018","72.35","73.32","73.36","72.03","9.06M","-1.47%"
"Jun 22, 2018","73.43","73.57","74.41","73.21","9.60M","-0.69%"
"Jun 21, 2018","73.94","73.70","74.79","73.55","5.54M","-1.04%"
"Jun 20, 2018","74.72","74.20","74.91","73.97","4.42M","0.62%"
"Jun 19, 2018","74.26","74.50","74.92","73.65","7.56M","-1.79%"
"Jun 18, 2018","75.61","75.28","75.76","74.91","4.52M","-0.30%"
"Jun 15, 2018","75.84","74.71","75.85","74.50","10.98M","1.53%"
"Jun 14, 2018","74.70","74.60","75.15","74.35","4.64M","0.80%"
"Jun 13, 2018","74.11","74.27","74.90","73.99","4.70M","-0.24%"
"Jun 12, 2018","74.29","74.42","74.61","74.06","4.36M","-0.40%"
"Jun 11, 2018","74.59","75.06","75.21","74.54","4.90M","-0.41%"
"Jun 08, 2018","74.90","74.78","75.07","74.30","5.52M","0.19%"
"Jun 07, 2018","74.76","74.95","75.91","74.65","6.85M","0.01%"
"Jun 06, 2018","74.75","74.38","74.94","74.19","5.32M","0.95%"
"Jun 05, 2018","74.05","73.61","74.22","73.14","4.93M","0.30%"
"Jun 04, 2018","73.83","73.00","73.87","72.79","4.58M","1.47%"
"Jun 01, 2018","72.76","72.12","72.95","72.12","4.09M","1.34%"
"May 31, 2018","71.80","72.00","72.22","71.23","7.86M","-0.60%"
"May 30, 2018","72.23","71.46","72.29","70.94","5.80M","1.85%"
"May 29, 2018","70.92","71.52","71.61","70.43","5.86M","-1.84%"
"May 25, 2018","72.25","73.10","73.49","71.63","5.89M","0.10%"
"May 24, 2018","72.18","71.43","72.28","71.32","5.61M","1.18%"
"May 23, 2018","71.34","70.95","71.92","70.83","6.81M","0.04%"
"May 22, 2018","71.31","71.46","72.19","71.25","5.68M","-0.10%"
"May 21, 2018","71.38","71.48","71.70","70.71","5.48M","0.08%"
"May 18, 2018","71.32","70.76","71.59","70.47","5.69M","0.54%"
"May 17, 2018","70.94","71.40","71.60","70.82","6.06M","-0.56%"
"May 16, 2018","71.34","69.67","71.51","69.62","9.69M","2.65%"
"May 15, 2018","69.50","68.31","69.52","68.23","5.04M","0.96%"
"May 14, 2018","68.84","68.60","68.89","68.11","3.45M","0.60%"
"May 11, 2018","68.43","68.03","68.53","67.91","4.15M","0.75%"
"May 10, 2018","67.92","68.14","68.27","67.33","4.97M","-0.04%"
"May 09, 2018","67.95","68.42","68.47","67.00","7.96M","-0.74%"
"May 08, 2018","68.46","69.20","69.23","68.20","6.53M","-1.27%"
"May 07, 2018","69.34","68.06","69.42","68.06","5.04M","1.82%"
"May 04, 2018","68.10","66.84","68.33","66.80","5.13M","1.79%"
"May 03, 2018","66.90","67.80","67.85","66.64","6.16M","-1.99%"
"May 02, 2018","68.26","68.04","68.56","67.48","5.75M","0.23%"
"May 01, 2018","68.10","67.98","68.21","67.03","4.96M","-0.42%"
"Apr 30, 2018","68.39","69.58","69.81","68.39","6.48M","-1.68%"
"Apr 27, 2018","69.56","68.47","70.00","68.45","7.81M","2.22%"
"Apr 26, 2018","68.05","66.78","68.29","66.64","5.36M","2.07%"
"Apr 25, 2018","66.67","66.84","67.00","66.25","5.19M","-0.45%"
"Apr 24, 2018","66.97","67.31","67.51","66.72","8.18M","0.13%"
"Apr 23, 2018","66.88","66.00","67.03","65.95","6.34M","1.20%"
"Apr 20, 2018","66.09","65.75","66.11","65.45","10.40M","0.55%"
"Apr 19, 2018","65.73","66.03","66.30","64.99","8.27M","-0.71%"
"Apr 18, 2018","66.20","67.53","67.74","66.16","7.38M","-1.94%"
"Apr 17, 2018","67.51","67.37","67.67","67.28","5.61M","0.67%"
"Apr 16, 2018","67.06","67.81","67.98","67.06","6.48M","-0.28%"
"Apr 13, 2018","67.25","68.12","68.33","66.98","4.30M","-0.77%"
"Apr 12, 2018","67.77","67.07","68.00","67.07","5.15M","1.41%"
"Apr 11, 2018","66.83","66.58","67.20","66.52","5.19M","-0.25%"
"Apr 10, 2018","67.00","67.81","67.88","66.49","10.38M","-0.27%"
"Apr 09, 2018","67.18","68.39","68.55","67.15","6.50M","-0.55%"
"Apr 06, 2018","67.55","68.51","69.31","66.93","9.72M","-2.93%"
"Apr 05, 2018","69.59","68.50","69.78","68.39","9.09M","1.71%"
"Apr 04, 2018","68.42","65.97","68.50","65.93","10.28M","2.58%"
"Apr 03, 2018","66.70","64.47","66.73","64.36","8.77M","4.02%"
"Apr 02, 2018","64.12","65.97","66.05","63.21","12.38M","-3.49%"
"Mar 29, 2018","66.44","65.70","66.55","65.61","10.75M","1.53%"
"Mar 28, 2018","65.44","66.59","67.15","65.27","7.21M","-1.10%"
"Mar 27, 2018","66.17","65.89","67.64","65.43","9.45M","0.41%"
"Mar 26, 2018","65.90","65.08","66.06","64.99","10.80M","1.97%"
"Mar 23, 2018","64.63","66.70","67.22","64.46","17.34M","0.33%"
"Mar 22, 2018","64.42","65.60","66.15","64.23","12.31M","-2.91%"
"Mar 21, 2018","66.35","66.73","67.21","66.31","5.81M","-0.67%"
"Mar 20, 2018","66.80","65.94","66.87","65.93","6.91M","1.66%"
"Mar 19, 2018","65.71","65.70","66.34","65.19","7.26M","-0.30%"
"Mar 16, 2018","65.91","66.31","66.69","65.91","12.86M","-0.72%"
"Mar 15, 2018","66.39","66.49","66.61","66.13","5.26M","0.29%"
"Mar 14, 2018","66.20","66.65","66.90","65.67","6.46M","0.05%"
"Mar 13, 2018","66.17","67.30","67.69","66.13","5.17M","-0.97%"
"Mar 12, 2018","66.82","66.65","67.61","66.32","7.52M","0.78%"
"Mar 09, 2018","66.30","65.51","66.51","65.36","5.84M","1.83%"
"Mar 08, 2018","65.11","64.56","65.25","64.48","5.57M","1.46%"
"Mar 07, 2018","64.17","64.51","64.79","63.89","6.46M","-1.64%"
"Mar 06, 2018","65.24","65.21","65.36","64.63","6.55M","0.29%"
"Mar 05, 2018","65.05","65.48","65.49","64.34","8.84M","-1.27%"
"Mar 02, 2018","65.89","64.91","66.09","64.21","8.38M","-0.65%"
"Mar 01, 2018","66.32","67.24","67.67","65.67","7.32M","-1.06%"
"Feb 28, 2018","67.03","68.10","68.30","67.01","6.09M","-1.47%"
"Feb 27, 2018","68.03","70.00","70.25","68.03","6.84M","-2.33%"
"Feb 26, 2018","69.65","68.39","69.81","68.34","6.50M","2.19%"
"Feb 23, 2018","68.16","67.39","68.16","66.85","4.43M","1.53%"
"Feb 22, 2018","67.13","67.25","67.48","66.74","6.52M","0.12%"
"Feb 21, 2018","67.05","67.66","68.02","67.03","5.11M","-0.65%"
"Feb 20, 2018","67.49","67.64","67.97","67.05","4.86M","-1.19%"
"Feb 16, 2018","68.30","67.90","69.00","67.74","6.84M","0.01%"
"Feb 15, 2018","68.29","68.39","68.76","67.25","7.39M","0.49%"
"Feb 14, 2018","67.96","65.72","68.03","65.55","8.66M","3.17%"
"Feb 13, 2018","65.87","65.85","66.23","65.43","9.54M","-0.17%"
"Feb 12, 2018","65.98","65.94","66.81","65.68","9.79M","0.75%"
"Feb 09, 2018","65.49","63.76","66.05","62.84","13.73M","4.80%"
"Feb 08, 2018","62.49","65.53","65.71","62.46","14.12M","-4.78%"
"Feb 07, 2018","65.63","65.15","66.84","65.10","8.85M","0.63%"
"Feb 06, 2018","65.22","62.48","65.42","62.09","13.36M","1.29%"
"Feb 05, 2018","64.39","66.63","67.21","64.39","12.55M","-4.21%"
"Feb 02, 2018","67.22","67.22","67.79","67.00","9.35M","-0.64%"
"Feb 01, 2018","67.65","67.67","67.97","66.70","5.79M","-0.84%"
"Jan 31, 2018","68.22","67.50","68.83","67.47","11.04M","1.32%"
"Jan 30, 2018","67.33","67.50","68.31","67.16","6.35M","-0.37%"
"Jan 29, 2018","67.58","67.82","68.14","67.42","5.07M","-0.68%"
"Jan 26, 2018","68.04","68.20","68.64","67.92","6.29M","0.49%"
"Jan 25, 2018","67.71","68.13","68.64","67.45","5.71M","-0.43%"
"Jan 24, 2018","68.00","67.34","68.18","67.07","7.42M","1.28%"
"Jan 23, 2018","67.14","66.53","67.33","66.44","6.41M","1.13%"
"Jan 22, 2018","66.39","66.55","66.83","65.76","8.49M","-1.22%"
"Jan 19, 2018","67.21","65.31","67.24","65.12","12.90M","4.84%"
"Jan 18, 2018","64.11","64.00","64.21","63.54","5.66M","0.47%"
"Jan 17, 2018","63.81","63.67","64.01","63.08","7.42M","0.61%"
"Jan 16, 2018","63.42","64.78","65.36","63.37","9.12M","-1.93%"
"Jan 12, 2018","64.67","64.50","64.72","64.31","5.14M","0.59%"
"Jan 11, 2018","64.29","64.03","64.31","63.78","5.10M","0.11%"
"Jan 10, 2018","64.22","63.88","64.23","63.44","5.01M","0.20%"
"Jan 09, 2018","64.09","64.23","64.72","63.47","8.77M","-0.71%"
"Jan 08, 2018","64.55","64.15","64.71","63.98","11.91M","0.89%"
"Jan 05, 2018","63.98","63.70","64.30","63.47","11.63M","0.85%"
"Jan 04, 2018","63.44","63.40","63.55","62.55","5.78M","-0.06%"
"Jan 03, 2018","63.48","63.48","63.66","62.76","6.09M","-0.02%"
"Jan 02, 2018","63.49","62.85","63.49","62.85","6.51M","1.50%"
