"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 09, 2018","369.34","367.83","371.00","366.12","2.59M","-0.39%"
"Nov 08, 2018","370.77","369.33","373.70","365.55","2.75M","-0.34%"
"Nov 07, 2018","372.02","367.64","372.85","359.50","4.02M","1.51%"
"Nov 06, 2018","366.47","362.41","368.44","362.11","2.47M","1.24%"
"Nov 05, 2018","361.98","359.76","363.29","356.48","2.25M","1.18%"
"Nov 02, 2018","357.75","366.97","371.54","356.76","4.03M","-1.47%"
"Nov 01, 2018","363.07","357.47","364.57","353.20","3.76M","2.31%"
"Oct 31, 2018","354.86","352.51","363.40","352.51","4.18M","1.41%"
"Oct 30, 2018","349.91","330.35","351.05","329.77","5.77M","4.27%"
"Oct 29, 2018","335.59","360.55","361.71","328.63","7.46M","-6.59%"
"Oct 26, 2018","359.27","360.70","363.30","354.12","4.07M","-1.24%"
"Oct 25, 2018","363.77","357.30","364.39","354.97","4.00M","2.57%"
"Oct 24, 2018","354.65","361.59","364.60","351.69","8.44M","1.31%"
"Oct 23, 2018","350.05","349.50","353.56","342.83","4.39M","-1.67%"
"Oct 22, 2018","355.98","357.85","358.76","352.46","2.26M","-0.08%"
"Oct 19, 2018","356.26","359.80","359.87","354.20","3.49M","-0.86%"
"Oct 18, 2018","359.35","364.82","367.76","356.76","3.25M","-1.68%"
"Oct 17, 2018","365.50","368.00","368.50","362.70","2.24M","-0.75%"
"Oct 16, 2018","368.25","360.45","368.57","358.55","2.82M","2.61%"
"Oct 15, 2018","358.88","359.46","362.55","355.50","2.98M","-0.34%"
"Oct 12, 2018","360.11","366.01","367.12","352.26","5.51M","0.56%"
"Oct 11, 2018","358.11","363.44","369.85","355.10","6.27M","-2.55%"
"Oct 10, 2018","367.47","382.96","383.80","367.09","6.03M","-4.66%"
"Oct 09, 2018","385.44","384.37","386.82","381.14","2.86M","-0.09%"
"Oct 08, 2018","385.77","383.84","386.73","377.35","3.32M","-0.18%"
"Oct 05, 2018","386.47","389.00","392.39","383.03","2.90M","-0.90%"
"Oct 04, 2018","389.99","390.74","391.09","385.29","3.82M","-0.59%"
"Oct 03, 2018","392.30","388.90","394.28","386.69","4.79M","1.53%"
"Oct 02, 2018","386.37","380.85","388.62","379.77","4.62M","1.07%"
"Oct 01, 2018","382.29","375.16","383.21","375.00","4.76M","2.79%"
"Sep 28, 2018","371.90","368.63","374.22","366.22","3.60M","1.23%"
"Sep 27, 2018","367.39","368.40","368.97","364.40","2.36M","0.65%"
"Sep 26, 2018","365.03","367.50","368.56","364.32","2.37M","-0.60%"
"Sep 25, 2018","367.23","369.08","370.46","366.88","2.97M","-0.21%"
"Sep 24, 2018","367.99","371.00","371.89","367.33","2.80M","-1.14%"
"Sep 21, 2018","372.23","369.40","372.56","366.05","7.14M","1.30%"
"Sep 20, 2018","367.46","368.74","371.73","365.67","4.01M","0.61%"
"Sep 19, 2018","365.22","363.58","371.23","363.19","4.75M","0.45%"
"Sep 18, 2018","363.58","357.30","365.81","356.10","3.00M","2.14%"
"Sep 17, 2018","355.96","359.28","361.30","354.54","2.55M","-1.07%"
"Sep 14, 2018","359.80","356.44","362.26","356.10","2.84M","1.22%"
"Sep 13, 2018","355.46","356.36","360.42","354.30","3.17M","0.58%"
"Sep 12, 2018","353.41","345.00","355.04","344.61","4.00M","2.36%"
"Sep 11, 2018","345.25","339.01","346.62","337.31","2.73M","0.99%"
"Sep 10, 2018","341.86","349.49","350.75","341.68","3.07M","-2.12%"
"Sep 07, 2018","349.28","348.82","350.01","344.46","3.92M","-0.57%"
"Sep 06, 2018","351.27","347.55","353.35","346.58","3.59M","1.32%"
"Sep 05, 2018","346.68","345.77","347.25","343.16","2.96M","0.12%"
"Sep 04, 2018","346.25","341.60","346.32","339.28","2.70M","1.01%"
"Aug 31, 2018","342.79","345.05","345.85","341.58","3.46M","-1.18%"
"Aug 30, 2018","346.90","350.35","350.95","345.75","3.26M","-0.94%"
"Aug 29, 2018","350.19","352.26","352.35","349.21","1.85M","-0.29%"
"Aug 28, 2018","351.21","355.00","355.68","350.61","2.48M","-0.72%"
"Aug 27, 2018","353.74","352.11","355.00","351.01","2.28M","1.25%"
"Aug 24, 2018","349.38","348.77","350.63","348.10","1.95M","0.55%"
"Aug 23, 2018","347.48","349.15","350.28","345.46","1.83M","-0.73%"
"Aug 22, 2018","350.03","354.32","355.87","349.84","2.68M","-1.06%"
"Aug 21, 2018","353.77","351.00","354.45","349.63","2.97M","0.86%"
"Aug 20, 2018","350.74","348.60","352.61","347.10","3.02M","1.25%"
"Aug 17, 2018","346.40","346.00","348.50","341.67","3.07M","0.12%"
"Aug 16, 2018","345.98","339.06","347.72","338.30","5.87M","4.29%"
"Aug 15, 2018","331.76","336.57","337.14","328.03","3.80M","-2.18%"
"Aug 14, 2018","339.14","339.12","340.15","337.62","2.02M","0.23%"
"Aug 13, 2018","338.36","339.60","342.15","337.34","1.88M","-0.31%"
"Aug 10, 2018","339.41","341.00","341.00","336.45","2.75M","-1.25%"
"Aug 09, 2018","343.72","346.07","346.84","343.12","2.30M","-1.17%"
"Aug 08, 2018","347.78","350.50","351.62","346.25","2.33M","-0.85%"
"Aug 07, 2018","350.76","348.05","352.12","345.50","2.27M","1.21%"
"Aug 06, 2018","346.57","347.37","347.37","343.12","3.25M","-0.54%"
"Aug 03, 2018","348.44","349.50","350.99","345.67","2.29M","-0.37%"
"Aug 02, 2018","349.73","348.62","350.73","346.03","2.66M","-0.86%"
"Aug 01, 2018","352.76","354.09","357.91","350.50","2.72M","-0.99%"
"Jul 31, 2018","356.30","354.38","359.02","354.06","2.73M","1.49%"
"Jul 30, 2018","351.06","361.99","362.45","350.47","3.08M","-2.66%"
"Jul 27, 2018","360.65","361.06","364.54","359.47","2.92M","0.37%"
"Jul 26, 2018","359.32","355.38","360.20","355.27","3.19M","0.96%"
"Jul 25, 2018","355.92","351.52","356.30","345.50","7.35M","-0.66%"
"Jul 24, 2018","358.27","356.75","359.47","354.64","3.18M","1.42%"
"Jul 23, 2018","353.27","355.00","355.00","352.39","1.94M","-0.46%"
"Jul 20, 2018","354.90","353.04","356.99","353.00","1.82M","-0.12%"
"Jul 19, 2018","355.33","357.69","359.39","355.26","2.71M","-1.36%"
"Jul 18, 2018","360.23","359.00","361.86","354.26","3.09M","0.94%"
"Jul 17, 2018","356.88","357.61","359.00","355.04","2.73M","0.22%"
"Jul 16, 2018","356.10","353.97","356.34","352.35","2.89M","1.51%"
"Jul 13, 2018","350.79","347.00","351.24","346.20","2.28M","1.38%"
"Jul 12, 2018","346.03","345.28","346.60","342.74","2.03M","1.59%"
"Jul 11, 2018","340.60","341.73","344.39","339.19","3.06M","-1.89%"
"Jul 10, 2018","347.16","342.78","348.00","342.78","3.28M","1.53%"
"Jul 09, 2018","341.92","337.50","343.04","336.51","3.13M","2.18%"
"Jul 06, 2018","334.64","332.84","336.10","330.45","2.14M","0.44%"
"Jul 05, 2018","333.18","336.15","337.28","329.10","2.43M","0.08%"
"Jul 03, 2018","332.93","338.18","339.69","332.00","1.46M","-0.94%"
"Jul 02, 2018","336.08","330.69","336.32","329.32","2.82M","0.17%"
"Jun 29, 2018","335.51","337.19","340.00","335.36","3.15M","0.26%"
"Jun 28, 2018","334.65","330.00","337.54","327.29","3.35M","1.46%"
"Jun 27, 2018","329.82","334.85","341.42","329.76","4.58M","-0.45%"
"Jun 26, 2018","331.30","332.39","334.40","330.48","3.11M","0.03%"
"Jun 25, 2018","331.20","332.52","333.85","327.60","5.01M","-2.27%"
"Jun 22, 2018","338.91","340.43","340.94","336.60","3.30M","0.37%"
"Jun 21, 2018","337.66","341.15","341.15","336.20","4.05M","-1.47%"
"Jun 20, 2018","342.69","346.00","346.98","340.46","4.54M","0.46%"
"Jun 19, 2018","341.12","347.17","347.17","338.57","6.86M","-3.84%"
"Jun 18, 2018","354.74","353.19","357.64","352.37","3.36M","-0.88%"
"Jun 15, 2018","357.88","358.15","361.66","353.47","9.95M","-1.25%"
"Jun 14, 2018","362.42","366.15","367.64","358.83","4.04M","-0.39%"
"Jun 13, 2018","363.85","370.67","371.00","363.29","3.87M","-1.83%"
"Jun 12, 2018","370.62","371.24","372.73","367.99","2.44M","-0.09%"
"Jun 11, 2018","370.94","371.00","373.33","368.80","2.47M","0.39%"
"Jun 08, 2018","369.50","368.14","371.42","365.46","3.29M","0.26%"
"Jun 07, 2018","368.53","372.00","374.48","366.05","4.52M","-0.82%"
"Jun 06, 2018","371.56","362.46","371.60","360.99","4.49M","3.18%"
"Jun 05, 2018","360.10","360.50","363.37","358.85","2.57M","-0.17%"
"Jun 04, 2018","360.73","358.97","363.39","358.85","2.95M","1.12%"
"Jun 01, 2018","356.72","355.79","358.15","354.46","2.66M","1.29%"
"May 31, 2018","352.16","356.83","356.83","351.62","4.41M","-1.68%"
"May 30, 2018","358.19","355.65","358.92","354.10","2.83M","1.62%"
"May 29, 2018","352.48","357.71","360.97","350.66","4.25M","-2.11%"
"May 25, 2018","360.09","358.12","360.60","357.05","2.46M","0.30%"
"May 24, 2018","359.00","358.45","360.66","354.37","3.93M","-0.06%"
"May 23, 2018","359.21","352.28","359.60","351.62","4.50M","1.18%"
"May 22, 2018","355.02","364.00","364.85","354.52","5.39M","-2.45%"
"May 21, 2018","363.92","358.46","365.00","358.45","6.79M","3.61%"
"May 18, 2018","351.23","345.60","352.05","345.19","4.33M","2.06%"
"May 17, 2018","344.14","340.47","344.77","340.25","2.48M","0.93%"
"May 16, 2018","340.97","342.00","343.56","340.30","2.23M","-0.34%"
"May 15, 2018","342.12","343.00","343.85","340.26","3.01M","-0.72%"
"May 14, 2018","344.59","344.00","347.74","343.89","2.52M","0.62%"
"May 11, 2018","342.46","343.77","345.42","341.05","2.33M","-0.47%"
"May 10, 2018","344.07","343.99","348.57","342.41","3.92M","-0.12%"
"May 09, 2018","344.50","339.49","346.93","338.57","4.35M","1.81%"
"May 08, 2018","338.37","339.77","341.94","336.61","4.01M","-0.61%"
"May 07, 2018","340.43","335.23","342.98","335.21","4.19M","1.79%"
"May 04, 2018","334.43","328.04","335.89","328.04","3.66M","1.13%"
"May 03, 2018","330.69","322.97","332.63","319.12","6.38M","2.00%"
"May 02, 2018","324.19","329.50","330.71","323.98","3.44M","-1.62%"
"May 01, 2018","329.54","332.50","333.91","324.18","4.31M","-1.21%"
"Apr 30, 2018","333.56","341.17","342.58","333.40","3.72M","-2.15%"
"Apr 27, 2018","340.88","341.25","342.92","337.77","3.39M","-0.56%"
"Apr 26, 2018","342.79","344.01","345.65","338.33","5.27M","-0.02%"
"Apr 25, 2018","342.86","338.12","344.91","330.52","11.02M","4.19%"
"Apr 24, 2018","329.06","343.17","347.67","323.28","7.05M","-2.89%"
"Apr 23, 2018","338.84","339.55","341.26","336.00","2.77M","0.05%"
"Apr 20, 2018","338.67","340.73","341.40","335.05","3.04M","-0.58%"
"Apr 19, 2018","340.64","340.19","342.41","337.50","3.01M","-0.11%"
"Apr 18, 2018","341.00","338.33","342.40","337.18","3.12M","1.27%"
"Apr 17, 2018","336.72","334.73","339.74","333.65","3.38M","1.49%"
"Apr 16, 2018","331.77","332.34","333.22","327.62","3.90M","0.76%"
"Apr 13, 2018","329.28","338.99","339.67","326.60","4.73M","-2.43%"
"Apr 12, 2018","337.48","331.98","338.35","330.46","4.33M","3.09%"
"Apr 11, 2018","327.36","331.60","337.57","326.31","4.57M","-2.23%"
"Apr 10, 2018","334.83","331.35","336.69","329.55","5.62M","3.83%"
"Apr 09, 2018","322.48","332.25","334.88","322.05","4.93M","-1.12%"
"Apr 06, 2018","326.12","330.61","334.59","322.21","5.71M","-3.06%"
"Apr 05, 2018","336.40","330.59","338.96","330.26","6.22M","2.74%"
"Apr 04, 2018","327.44","312.30","327.81","311.88","8.24M","-1.02%"
"Apr 03, 2018","330.82","324.76","331.10","323.09","4.78M","2.60%"
"Apr 02, 2018","322.44","325.20","329.94","317.17","5.02M","-1.66%"
"Mar 29, 2018","327.88","323.38","330.48","322.00","3.65M","2.46%"
"Mar 28, 2018","320.02","321.85","323.24","311.17","5.63M","-0.34%"
"Mar 27, 2018","321.12","331.51","334.88","319.00","5.36M","-2.39%"
"Mar 26, 2018","328.97","330.48","331.94","323.59","5.39M","2.48%"
"Mar 23, 2018","321.00","320.15","331.14","318.32","7.24M","0.43%"
"Mar 22, 2018","319.61","330.11","332.68","319.01","7.28M","-5.19%"
"Mar 21, 2018","337.10","337.07","341.91","335.17","4.06M","-0.16%"
"Mar 20, 2018","337.63","331.84","339.70","331.00","6.50M","1.77%"
"Mar 19, 2018","331.76","327.45","333.33","326.78","6.33M","0.39%"
"Mar 16, 2018","330.47","329.82","330.83","325.63","9.33M","0.15%"
"Mar 15, 2018","329.98","332.30","332.92","322.91","8.77M","-0.08%"
"Mar 14, 2018","330.26","339.79","340.52","322.30","13.06M","-2.48%"
"Mar 13, 2018","338.67","345.32","347.88","337.61","5.44M","-1.60%"
"Mar 12, 2018","344.19","355.20","355.23","343.26","6.09M","-2.91%"
"Mar 09, 2018","354.52","352.65","354.89","350.23","3.54M","1.66%"
"Mar 08, 2018","348.73","349.51","352.50","343.95","4.32M","0.49%"
"Mar 07, 2018","347.04","341.52","348.41","339.50","4.58M","-0.54%"
"Mar 06, 2018","348.92","354.24","355.21","346.02","4.89M","-1.09%"
"Mar 05, 2018","352.75","338.00","354.77","336.61","8.14M","2.34%"
"Mar 02, 2018","344.67","341.82","346.09","335.30","10.02M","-1.44%"
"Mar 01, 2018","349.69","362.33","362.74","346.40","8.98M","-3.46%"
"Feb 28, 2018","362.21","366.80","371.60","362.21","5.47M","-0.67%"
"Feb 27, 2018","364.64","364.60","369.89","363.30","4.77M","0.32%"
"Feb 26, 2018","363.48","359.50","364.05","358.21","4.15M","1.91%"
"Feb 23, 2018","356.66","358.18","358.77","353.07","3.36M","0.21%"
"Feb 22, 2018","355.92","354.65","358.07","352.64","3.41M","1.01%"
"Feb 21, 2018","352.37","352.56","360.81","351.75","5.26M","-0.28%"
"Feb 20, 2018","353.35","352.00","357.79","351.40","4.30M","-0.48%"
"Feb 16, 2018","355.04","356.59","359.50","353.51","5.21M","-0.40%"
"Feb 15, 2018","356.46","348.47","356.55","348.05","5.83M","3.37%"
"Feb 14, 2018","344.85","341.34","347.43","341.17","4.34M","0.49%"
"Feb 13, 2018","343.16","340.45","347.88","340.29","4.03M","-0.19%"
"Feb 12, 2018","343.80","336.57","347.75","335.13","6.89M","3.30%"
"Feb 09, 2018","332.83","333.55","337.81","319.25","8.83M","0.96%"
"Feb 08, 2018","329.66","348.00","349.00","329.40","8.30M","-5.30%"
"Feb 07, 2018","348.12","340.52","353.59","339.87","7.95M","2.11%"
"Feb 06, 2018","340.91","320.00","341.67","317.65","11.94M","3.66%"
"Feb 05, 2018","328.88","342.67","350.00","317.39","10.51M","-5.74%"
"Feb 02, 2018","348.91","354.00","355.20","348.70","5.49M","-2.25%"
"Feb 01, 2018","356.94","352.95","361.45","352.04","6.07M","0.73%"
"Jan 31, 2018","354.37","360.50","360.97","351.62","11.41M","4.93%"
"Jan 30, 2018","337.71","339.17","339.98","334.16","4.98M","-0.91%"
"Jan 29, 2018","340.82","341.23","344.48","340.10","3.32M","-0.70%"
"Jan 26, 2018","343.22","344.33","345.98","341.25","5.24M","0.03%"
"Jan 25, 2018","343.11","336.21","343.62","335.30","4.75M","2.52%"
"Jan 24, 2018","334.69","336.20","338.99","334.14","4.21M","-0.27%"
"Jan 23, 2018","335.59","338.34","338.94","334.81","4.54M","-0.71%"
"Jan 22, 2018","338.00","335.29","341.38","332.04","6.79M","0.08%"
"Jan 19, 2018","337.73","341.67","344.00","335.75","7.26M","-0.71%"
"Jan 18, 2018","340.16","350.70","350.83","339.15","9.46M","-3.09%"
"Jan 17, 2018","351.01","337.73","352.23","336.41","9.70M","4.73%"
"Jan 16, 2018","335.16","339.90","347.73","331.33","12.31M","-0.31%"
"Jan 12, 2018","336.21","330.38","336.88","330.38","6.56M","2.47%"
"Jan 11, 2018","328.12","322.13","328.40","321.19","4.64M","2.45%"
"Jan 10, 2018","320.26","317.49","322.15","315.50","4.48M","0.57%"
"Jan 09, 2018","318.43","310.59","319.91","310.49","5.64M","2.67%"
"Jan 08, 2018","310.15","308.66","310.86","305.75","4.12M","0.42%"
"Jan 05, 2018","308.84","296.77","308.89","296.72","6.18M","4.10%"
"Jan 04, 2018","296.67","297.94","298.42","295.47","4.17M","-0.38%"
"Jan 03, 2018","297.80","295.94","298.50","295.47","3.21M","0.32%"
"Jan 02, 2018","296.84","295.75","296.99","295.40","2.98M","0.65%"
