,dates,prices
211,"May 14, 2020","$1,500"
212,"May 14, 2020","$1,777"
213,"May 14, 2020","$1,175"
214,"May 13, 2020","$1,080"
215,"May 13, 2020","$1,539"
216,"May 12, 2020","$1,542"
217,"May 12, 2020","$1,400"
218,"May 12, 2020","$1,255"
219,"May 12, 2020","$1,395"
220,"May 12, 2020","$1,600"
221,"May 12, 2020","$1,456"
222,"May 11, 2020","$1,525"
223,"May 10, 2020","$1,321"
224,"May 10, 2020","$1,650"
225,"May 10, 2020","$1,555"
226,"May 9, 2020","$1,520"
227,"May 9, 2020","$1,699"
228,"May 9, 2020","$1,140"
229,"May 9, 2020","$1,295"
230,"May 9, 2020","$1,600"
231,"May 8, 2020",$999
232,"May 7, 2020","$1,200"
233,"May 7, 2020","$1,260"
234,"May 6, 2020","$1,640"
235,"May 6, 2020","$1,100"
236,"May 6, 2020","$1,190"
237,"May 5, 2020","$1,300"
238,"May 5, 2020","$1,352"
239,"May 5, 2020","$1,500"
240,"May 5, 2020","$1,400"
241,"May 5, 2020","$1,210"
242,"May 5, 2020",$986
243,"May 5, 2020",$955
244,"May 4, 2020","$1,233"
245,"May 4, 2020","$1,300"
246,"May 4, 2020","$1,500"
247,"May 4, 2020","$1,401"
248,"May 4, 2020","$1,123"
249,"May 4, 2020","$1,478"
250,"May 4, 2020","$1,200"
251,"May 4, 2020","$1,365"
252,"May 4, 2020","$1,295"
253,"May 4, 2020","$1,400"
254,"May 4, 2020","$1,350"
255,"May 4, 2020","$1,364"
256,"May 4, 2020","$1,099"
257,"May 3, 2020","$1,300"
258,"April 30, 2020","$1,385"
259,"April 30, 2020","$1,601"
260,"April 30, 2020","$1,501"
261,"April 30, 2020",$951
262,"April 29, 2020","$1,300"
263,"April 29, 2020","$1,301"
264,"April 29, 2020","$1,336"
265,"April 29, 2020","$1,500"
266,"April 29, 2020","$1,075"
267,"April 28, 2020",$915
268,"April 28, 2020","$1,300"
269,"April 28, 2020",$999
270,"April 28, 2020","$1,485"
271,"April 28, 2020","$1,300"
272,"April 27, 2020","$1,350"
273,"April 27, 2020","$1,190"
274,"April 27, 2020","$1,274"
275,"April 27, 2020","$1,220"
276,"April 27, 2020",$915
277,"April 26, 2020","$1,200"
278,"April 25, 2020","$1,300"
279,"April 24, 2020","$1,233"
280,"April 24, 2020","$1,299"
281,"April 24, 2020","$1,186"
282,"April 23, 2020","$1,072"
283,"April 23, 2020",$975
284,"April 22, 2020","$1,290"
285,"April 22, 2020","$1,097"
286,"April 22, 2020","$1,150"
287,"April 22, 2020","$1,200"
288,"April 22, 2020","$1,360"
289,"April 21, 2020",$677
290,"April 20, 2020","$1,380"
291,"April 20, 2020","$1,300"
292,"April 20, 2020","$1,260"
293,"April 20, 2020","$1,255"
294,"April 20, 2020","$1,150"
295,"April 19, 2020","$1,000"
296,"April 18, 2020","$1,431"
297,"April 18, 2020","$1,199"
298,"April 17, 2020","$1,275"
299,"April 16, 2020","$1,115"
300,"April 16, 2020","$1,242"
301,"April 16, 2020","$1,175"
302,"April 16, 2020",$849
303,"April 15, 2020","$1,419"
304,"April 15, 2020",$976
305,"April 14, 2020","$1,252"
306,"April 14, 2020",$998
307,"April 14, 2020","$1,183"
308,"April 13, 2020","$1,100"
309,"April 13, 2020","$1,340"
310,"April 13, 2020","$1,151"
311,"April 12, 2020","$1,299"
312,"April 12, 2020","$1,100"
313,"April 11, 2020","$1,200"
314,"April 11, 2020","$1,090"
315,"April 11, 2020",$767
316,"April 9, 2020",$825
317,"April 8, 2020","$1,086"
318,"April 7, 2020",$900
319,"April 7, 2020","$1,057"
320,"April 7, 2020",$910
321,"April 5, 2020",$975
322,"April 5, 2020",$880
323,"April 4, 2020",$860
324,"April 3, 2020",$870
325,"April 3, 2020",$796
326,"April 3, 2020","$1,098"
327,"April 2, 2020",$750
328,"April 2, 2020",$547
329,"April 1, 2020","$1,150"
330,"March 31, 2020",$725
331,"March 31, 2020","$1,020"
332,"March 30, 2020","$1,000"
333,"March 29, 2020",$698
334,"March 29, 2020",$710
335,"March 28, 2020","$1,100"
336,"March 28, 2020",$990
337,"March 27, 2020",$915
338,"March 27, 2020",$906
339,"March 27, 2020",$731
340,"March 26, 2020",$900
341,"March 25, 2020","$1,639"
342,"March 25, 2020",$955
343,"March 24, 2020","$1,100"
344,"March 24, 2020","$1,050"
345,"March 24, 2020",$940
346,"March 24, 2020",$900
347,"March 23, 2020","$1,085"
348,"March 22, 2020",$900
349,"March 21, 2020","$1,099"
350,"March 21, 2020",$975
351,"March 21, 2020",$851
352,"March 20, 2020",$900
353,"March 19, 2020",$985
354,"March 18, 2020",$970
355,"March 18, 2020",$700
356,"March 18, 2020",$850
357,"March 18, 2020","$1,097"
358,"March 17, 2020","$1,001"
359,"March 17, 2020","$1,050"
360,"March 16, 2020","$1,000"
361,"March 16, 2020",$850
362,"March 15, 2020",$759
363,"March 15, 2020",$799
364,"March 15, 2020","$1,100"
365,"March 15, 2020",$850
366,"March 14, 2020","$1,050"
367,"March 13, 2020",$783
368,"March 12, 2020","$1,197"
369,"March 12, 2020",$699
370,"March 11, 2020",$840
371,"March 11, 2020","$1,200"
372,"March 11, 2020",$984
373,"March 11, 2020",$769
374,"March 11, 2020",$560
375,"March 11, 2020","$1,196"
376,"March 10, 2020","$1,300"
377,"March 10, 2020",$820
378,"March 9, 2020","$1,000"
379,"March 9, 2020","$1,092"
380,"March 9, 2020",$800
381,"March 9, 2020","$1,137"
382,"March 9, 2020","$1,100"
383,"March 8, 2020",$790
384,"March 7, 2020","$1,050"
385,"March 7, 2020","$1,028"
386,"March 6, 2020",$706
387,"March 6, 2020",$749
388,"March 6, 2020",$949
389,"March 4, 2020",$880
390,"March 2, 2020",$689
391,"March 2, 2020",$751
392,"March 2, 2020",$975
393,"March 2, 2020","$1,000"
394,"March 2, 2020",$711
395,"March 2, 2020","$1,001"
396,"March 1, 2020","$1,528"
397,"February 29, 2020","$1,095"
398,"February 28, 2020","$1,150"
399,"February 28, 2020","$1,050"
400,"February 28, 2020","$1,120"
401,"February 28, 2020",$770
402,"February 27, 2020","$1,085"
403,"February 27, 2020",$669
404,"February 27, 2020","$1,042"
405,"February 27, 2020","$1,087"
406,"February 26, 2020",$763
407,"February 25, 2020",$850
408,"February 25, 2020",$950
409,"February 25, 2020",$665
410,"February 25, 2020",$775
411,"February 23, 2020","$1,225"
412,"February 23, 2020",$610
413,"February 21, 2020","$1,150"
414,"February 21, 2020","$1,140"
415,"February 21, 2020",$780
416,"February 20, 2020","$1,150"
417,"February 20, 2020",$950
418,"February 20, 2020","$1,000"
419,"February 20, 2020",$968
420,"February 18, 2020","$1,100"
421,"February 18, 2020",$710
422,"February 18, 2020","$1,200"
423,"February 17, 2020",$900
424,"February 17, 2020",$988
425,"February 16, 2020","$1,099"
426,"February 15, 2020",$690
427,"February 15, 2020",$968
428,"February 15, 2020",$746
429,"February 15, 2020",$780
430,"February 14, 2020","$1,100"
431,"February 13, 2020",$950
432,"February 12, 2020",$950
433,"February 12, 2020","$1,200"
434,"February 11, 2020",$750
435,"February 11, 2020","$1,000"
436,"February 11, 2020","$1,000"
437,"February 11, 2020",$700
438,"February 9, 2020",$975
439,"February 8, 2020",$905
440,"February 7, 2020",$742
441,"February 7, 2020","$1,044"
442,"February 7, 2020",$741
443,"February 7, 2020",$949
444,"February 6, 2020",$690
445,"February 4, 2020","$1,175"
446,"February 4, 2020",$899
447,"February 3, 2020",$706
448,"February 2, 2020",$880
449,"February 1, 2020",$980
450,"February 1, 2020","$1,150"
451,"February 1, 2020",$650
452,"February 1, 2020",$850
453,"January 31, 2020","$1,376"
454,"January 31, 2020","$1,025"
455,"January 30, 2020",$625
456,"January 30, 2020","$1,250"
457,"January 30, 2020",$940
458,"January 29, 2020",$623
459,"January 29, 2020",$450
460,"January 28, 2020",$580
461,"January 28, 2020","$1,175"
462,"January 27, 2020",$545
463,"January 24, 2020",$625
464,"January 23, 2020",$815
465,"January 22, 2020",$666
466,"January 22, 2020",$838
467,"January 20, 2020",$620
468,"January 20, 2020",$399
469,"January 20, 2020",$660
470,"January 20, 2020",$850
471,"January 20, 2020",$677
472,"January 20, 2020","$1,096"
473,"January 20, 2020",$840
474,"January 19, 2020",$690
475,"January 19, 2020","$1,245"
476,"January 18, 2020","$1,113"
477,"January 18, 2020",$849
478,"January 16, 2020","$1,179"
479,"January 15, 2020","$1,199"
480,"January 15, 2020","$1,100"
481,"January 15, 2020",$808
482,"January 15, 2020",$800
483,"January 14, 2020",$850
484,"January 13, 2020","$1,012"
485,"January 13, 2020",$620
486,"January 12, 2020",$795
487,"January 11, 2020",$765
488,"January 11, 2020",$595
489,"January 11, 2020","$1,042"
490,"January 10, 2020",$625
491,"January 10, 2020","$1,060"
492,"January 9, 2020","$1,000"
493,"January 8, 2020",$800
494,"January 8, 2020",$607
495,"January 8, 2020","$1,076"
496,"January 7, 2020","$1,100"
497,"January 7, 2020",$932
498,"January 7, 2020",$572
499,"January 7, 2020",$797
500,"January 6, 2020",$564
501,"January 6, 2020",$799
502,"January 5, 2020",$563
503,"January 5, 2020",$930
504,"January 5, 2020",$385
505,"January 5, 2020",$970
506,"January 4, 2020",$555
507,"January 4, 2020",$799
508,"January 4, 2020",$785
509,"January 3, 2020",$990
510,"January 2, 2020",$860
511,"January 2, 2020",$797
512,"January 1, 2020",$560
513,"December 31, 2019",$892
514,"December 31, 2019",$910
515,"December 31, 2019",$700
516,"December 31, 2019",$567
517,"December 31, 2019",$650
518,"December 29, 2019",$839
519,"December 29, 2019","$1,000"
520,"December 29, 2019","$1,265"
521,"December 28, 2019",$950
522,"December 28, 2019",$788
523,"December 28, 2019",$710
524,"December 28, 2019","$1,033"
525,"December 27, 2019",$744
526,"December 27, 2019",$695
527,"December 26, 2019",$699
528,"December 24, 2019",$818
529,"December 24, 2019","$1,249"
530,"December 24, 2019",$801
531,"December 24, 2019",$900
532,"December 23, 2019",$955
533,"December 22, 2019",$700
534,"December 20, 2019",$910
535,"December 20, 2019",$585
536,"December 19, 2019",$779
537,"December 19, 2019",$805
538,"December 19, 2019",$705
539,"December 18, 2019",$700
540,"December 18, 2019",$682
541,"December 17, 2019",$660
542,"December 16, 2019",$801
543,"December 16, 2019",$860
544,"December 15, 2019",$748
545,"December 15, 2019",$700
546,"December 14, 2019",$510
547,"December 14, 2019",$700
548,"December 13, 2019",$694
549,"December 13, 2019",$675
550,"December 13, 2019",$800
551,"December 13, 2019",$795
552,"December 13, 2019",$500
553,"December 12, 2019",$722
554,"December 12, 2019",$750
555,"December 12, 2019",$601
556,"December 11, 2019",$670
557,"December 11, 2019",$685
558,"December 11, 2019",$743
559,"December 11, 2019",$398
560,"December 10, 2019","$1,050"
561,"December 10, 2019",$965
562,"December 10, 2019",$970
563,"December 10, 2019",$780
564,"December 9, 2019",$675
565,"December 9, 2019",$750
566,"December 9, 2019","$1,000"
567,"December 9, 2019",$550
568,"December 8, 2019",$727
569,"December 8, 2019",$553
570,"December 6, 2019","$1,031"
571,"December 6, 2019",$699
572,"December 6, 2019",$300
573,"December 6, 2019","$1,319"
574,"December 6, 2019",$800
575,"December 6, 2019",$780
576,"December 6, 2019",$800
577,"December 5, 2019",$926
578,"December 5, 2019",$875
579,"December 5, 2019","$1,020"
580,"December 5, 2019",$720
581,"December 4, 2019",$703
582,"December 4, 2019",$680
583,"December 4, 2019",$693
584,"December 4, 2019",$600
585,"December 4, 2019",$697
586,"December 3, 2019",$695
587,"December 3, 2019",$725
588,"December 3, 2019",$730
589,"December 3, 2019",$710
590,"December 3, 2019",$850
591,"December 2, 2019",$725
592,"December 2, 2019",$701
593,"December 2, 2019",$870
594,"December 2, 2019",$855
595,"December 2, 2019",$763
596,"December 2, 2019",$780
597,"November 30, 2019",$999
598,"November 30, 2019",$675
599,"November 29, 2019",$801
600,"November 29, 2019",$800
601,"November 29, 2019",$699
602,"November 28, 2019",$820
603,"November 28, 2019",$690
604,"November 27, 2019","$1,000"
605,"November 27, 2019",$799
606,"November 27, 2019",$779
607,"November 26, 2019",$640
608,"November 26, 2019",$680
609,"November 25, 2019",$950
610,"November 25, 2019",$734
611,"November 24, 2019",$850
612,"November 24, 2019",$720
613,"November 24, 2019",$801
614,"November 23, 2019",$685
615,"November 23, 2019",$735
616,"November 22, 2019",$802
617,"November 22, 2019",$845
618,"November 22, 2019",$780
619,"November 21, 2019",$776
620,"November 21, 2019",$715
621,"November 21, 2019",$890
622,"November 21, 2019",$680
623,"November 20, 2019",$900
624,"November 20, 2019",$900
625,"November 20, 2019",$950
626,"November 20, 2019","$1,000"
627,"November 20, 2019",$876
628,"November 19, 2019",$680
629,"November 18, 2019",$850
630,"November 18, 2019",$640
631,"November 16, 2019",$775
632,"November 15, 2019",$760
633,"November 15, 2019",$775
634,"November 14, 2019",$900
635,"November 14, 2019",$575
636,"November 14, 2019",$735
637,"November 14, 2019",$570
638,"November 14, 2019",$799
639,"November 13, 2019",$849
640,"November 13, 2019",$768
641,"November 13, 2019",$800
642,"November 12, 2019",$830
643,"November 11, 2019","$1,015"
644,"November 11, 2019",$563
645,"November 11, 2019",$990
646,"November 10, 2019",$531
647,"November 10, 2019",$880
648,"November 9, 2019",$749
649,"November 8, 2019",$665
650,"November 8, 2019",$875
651,"November 8, 2019","$1,200"
652,"November 7, 2019",$781
653,"November 7, 2019",$948
654,"November 7, 2019",$920
655,"November 7, 2019",$753
656,"November 6, 2019",$782
657,"November 6, 2019",$850
658,"November 6, 2019",$769
659,"November 6, 2019",$780
660,"November 6, 2019",$750
661,"November 5, 2019",$775
662,"November 4, 2019",$739
663,"November 4, 2019",$300
664,"November 4, 2019",$681
665,"November 3, 2019",$800
666,"November 3, 2019",$800
667,"November 2, 2019",$775
668,"November 2, 2019",$559
669,"November 1, 2019",$726
670,"November 1, 2019",$700
671,"November 1, 2019",$615
672,"November 1, 2019",$725
673,"October 31, 2019",$690
674,"October 31, 2019",$680
675,"October 31, 2019",$505
676,"October 31, 2019",$684
677,"October 30, 2019",$928
678,"October 30, 2019",$927
679,"October 30, 2019",$995
680,"October 29, 2019",$665
681,"October 27, 2019",$798
682,"October 27, 2019",$690
683,"October 26, 2019",$750
684,"October 25, 2019",$647
685,"October 25, 2019",$545
686,"October 24, 2019",$733
687,"October 24, 2019",$760
688,"October 24, 2019",$805
689,"October 23, 2019",$756
690,"October 23, 2019",$530
691,"October 23, 2019",$850
692,"October 23, 2019",$191
693,"October 23, 2019",$606
694,"October 21, 2019",$690
695,"October 21, 2019",$227
696,"October 20, 2019",$551
697,"October 18, 2019",$642
698,"October 18, 2019",$650
699,"October 18, 2019",$651
700,"October 18, 2019",$750
701,"October 17, 2019",$505
702,"October 17, 2019",$751
703,"October 17, 2019",$730
704,"October 17, 2019",$640
705,"October 17, 2019",$530
706,"October 16, 2019",$651
707,"October 15, 2019",$700
708,"October 11, 2019",$727
709,"October 11, 2019","$1,050"
710,"October 11, 2019",$650
711,"October 11, 2019",$800
712,"October 10, 2019",$966
713,"October 10, 2019",$790
714,"October 10, 2019",$849
715,"October 9, 2019",$420
716,"October 9, 2019",$835
717,"October 9, 2019",$759
718,"October 8, 2019",$990
719,"October 8, 2019",$790
720,"October 8, 2019",$750
721,"October 8, 2019",$999
722,"October 7, 2019",$841
723,"October 7, 2019",$955
724,"October 7, 2019",$988
725,"October 7, 2019",$879
726,"October 7, 2019",$829
727,"October 7, 2019",$834
728,"October 6, 2019",$750
729,"October 6, 2019",$725
730,"October 6, 2019",$675
731,"October 5, 2019",$650
732,"October 5, 2019",$675
733,"October 4, 2019",$532
734,"October 4, 2019",$515
735,"October 4, 2019",$669
736,"October 4, 2019",$745
737,"October 4, 2019",$945
738,"October 3, 2019",$820
739,"October 3, 2019",$920
740,"October 3, 2019",$839
741,"October 3, 2019",$718
742,"October 2, 2019",$924
743,"October 2, 2019",$500
744,"September 30, 2019",$755
745,"September 30, 2019",$651
746,"September 30, 2019",$708
747,"September 29, 2019",$829
748,"September 29, 2019",$779
749,"September 29, 2019",$664
750,"September 29, 2019",$950
751,"September 29, 2019",$900
752,"September 29, 2019",$949
753,"September 29, 2019",$450
754,"September 28, 2019",$900
755,"September 28, 2019",$491
756,"September 27, 2019",$705
757,"September 27, 2019",$815
758,"September 27, 2019",$678
759,"September 27, 2019",$490
760,"September 27, 2019",$800
761,"September 25, 2019",$801
762,"September 25, 2019",$665
763,"September 24, 2019",$783
764,"September 23, 2019",$775
765,"September 22, 2019",$780
766,"September 20, 2019",$780
767,"September 20, 2019",$950
768,"September 20, 2019",$945
769,"September 20, 2019",$787
770,"September 19, 2019",$700
771,"September 19, 2019",$785
772,"September 19, 2019",$349
773,"September 19, 2019",$726
774,"September 18, 2019",$782
775,"September 18, 2019",$950
776,"September 17, 2019",$756
777,"September 17, 2019",$800
778,"September 17, 2019",$667
779,"September 16, 2019",$900
780,"September 19, 2019",$700
781,"September 19, 2019",$785
782,"September 19, 2019",$349
783,"September 19, 2019",$726
784,"September 18, 2019",$782
785,"September 18, 2019",$950
786,"September 17, 2019",$756
787,"September 17, 2019",$800
788,"September 17, 2019",$667
789,"September 16, 2019",$900
790,"September 19, 2019",$700
791,"September 19, 2019",$785
792,"September 19, 2019",$349
793,"September 19, 2019",$726
794,"September 18, 2019",$782
795,"September 18, 2019",$950
796,"September 17, 2019",$756
797,"September 17, 2019",$800
798,"September 17, 2019",$667
799,"September 16, 2019",$900
800,"September 16, 2019",$740
801,"September 16, 2019",$641
802,"September 15, 2019",$671
803,"September 14, 2019",$750
804,"September 14, 2019",$675
805,"September 14, 2019",$720
806,"September 14, 2019",$824
807,"September 13, 2019",$840
808,"September 13, 2019",$765
809,"September 12, 2019",$692
810,"September 16, 2019",$740
811,"September 16, 2019",$641
812,"September 15, 2019",$671
813,"September 14, 2019",$750
814,"September 14, 2019",$675
815,"September 14, 2019",$720
816,"September 14, 2019",$824
817,"September 13, 2019",$840
818,"September 13, 2019",$765
819,"September 12, 2019",$692
820,"September 16, 2019",$740
821,"September 16, 2019",$641
822,"September 15, 2019",$671
823,"September 14, 2019",$750
824,"September 14, 2019",$675
825,"September 14, 2019",$720
826,"September 14, 2019",$824
827,"September 13, 2019",$840
828,"September 13, 2019",$765
829,"September 12, 2019",$692
830,"September 12, 2019",$770
831,"September 11, 2019",$855
832,"September 11, 2019",$927
833,"September 11, 2019",$928
834,"September 10, 2019",$650
835,"September 10, 2019",$890
836,"September 9, 2019",$695
837,"September 8, 2019",$567
838,"September 7, 2019",$880
839,"September 7, 2019",$789
840,"September 12, 2019",$770
841,"September 11, 2019",$855
842,"September 11, 2019",$927
843,"September 11, 2019",$928
844,"September 10, 2019",$650
845,"September 10, 2019",$890
846,"September 9, 2019",$695
847,"September 8, 2019",$567
848,"September 7, 2019",$880
849,"September 7, 2019",$789
850,"September 7, 2019",$789
851,"September 7, 2019",$785
852,"September 6, 2019",$750
853,"September 6, 2019",$846
854,"September 6, 2019",$693
855,"September 6, 2019",$788
856,"September 5, 2019",$840
857,"September 5, 2019",$630
858,"September 5, 2019",$565
859,"September 4, 2019",$799
860,"September 4, 2019",$850
861,"September 4, 2019",$695
862,"September 3, 2019","$1,049"
863,"September 2, 2019",$490
864,"September 2, 2019",$973
865,"September 2, 2019",$895
866,"September 1, 2019",$865
867,"September 1, 2019",$936
868,"September 1, 2019",$789
869,"September 1, 2019",$750
870,"September 1, 2019",$750
871,"August 31, 2019",$750
872,"August 31, 2019",$926
873,"August 31, 2019",$675
874,"August 31, 2019","$1,044"
875,"August 30, 2019",$500
876,"August 30, 2019",$850
877,"August 30, 2019",$750
878,"August 30, 2019",$978
879,"August 29, 2019",$700
880,"August 29, 2019",$485
881,"August 29, 2019",$999
882,"August 29, 2019",$735
883,"August 29, 2019",$750
884,"August 28, 2019",$859
885,"August 28, 2019",$845
886,"August 28, 2019",$970
887,"August 27, 2019",$734
888,"August 26, 2019",$815
889,"August 25, 2019",$665
890,"August 24, 2019","$1,275"
891,"August 23, 2019",$701
892,"August 23, 2019",$528
893,"August 22, 2019",$700
894,"August 22, 2019",$802
895,"August 22, 2019","$1,199"
896,"August 22, 2019",$930
897,"August 21, 2019",$840
898,"August 21, 2019",$680
899,"August 21, 2019",$635
900,"August 24, 2019","$1,275"
901,"August 23, 2019",$701
902,"August 23, 2019",$528
903,"August 22, 2019",$700
904,"August 22, 2019",$802
905,"August 22, 2019","$1,199"
906,"August 22, 2019",$930
907,"August 21, 2019",$840
908,"August 21, 2019",$680
909,"August 21, 2019",$635
910,"August 20, 2019",$490
911,"August 20, 2019",$735
912,"August 19, 2019",$650
913,"August 19, 2019",$985
914,"August 19, 2019",$985
