,dates,prices
2386,"May 26, 2018","$1,700"
2387,"May 25, 2018","$2,000"
2388,"May 30, 2018","$1,489"
2389,"May 30, 2018","$1,480"
2390,"May 30, 2018","$1,800"
2391,"May 30, 2018","$1,820"
2392,"May 28, 2018","$1,595"
2393,"May 27, 2018","$1,715"
2394,"May 27, 2018","$1,440"
2395,"May 26, 2018","$1,880"
2396,"May 26, 2018","$1,700"
2397,"May 25, 2018","$2,000"
2398,"May 30, 2018","$1,489"
2399,"May 30, 2018","$1,480"
2400,"May 30, 2018","$1,800"
2401,"May 30, 2018","$1,820"
2402,"May 28, 2018","$1,595"
2403,"May 27, 2018","$1,715"
2404,"May 27, 2018","$1,440"
2405,"May 26, 2018","$1,880"
2406,"May 26, 2018","$1,700"
2407,"May 25, 2018","$2,000"
2408,"May 25, 2018","$1,350"
2409,"May 25, 2018","$1,350"
2410,"May 25, 2018","$1,380"
2411,"May 25, 2018","$1,599"
2412,"May 24, 2018","$1,490"
2413,"May 23, 2018","$1,675"
2414,"May 23, 2018","$1,550"
2415,"May 23, 2018","$1,558"
2416,"May 23, 2018","$1,980"
2417,"May 23, 2018","$1,810"
2418,"May 25, 2018","$1,350"
2419,"May 25, 2018","$1,350"
2420,"May 25, 2018","$1,380"
2421,"May 25, 2018","$1,599"
2422,"May 24, 2018","$1,490"
2423,"May 23, 2018","$1,675"
2424,"May 23, 2018","$1,550"
2425,"May 23, 2018","$1,558"
2426,"May 23, 2018","$1,980"
2427,"May 23, 2018","$1,810"
2428,"May 25, 2018","$1,350"
2429,"May 25, 2018","$1,350"
2430,"May 25, 2018","$1,380"
2431,"May 25, 2018","$1,599"
2432,"May 24, 2018","$1,490"
2433,"May 23, 2018","$1,675"
2434,"May 23, 2018","$1,550"
2435,"May 23, 2018","$1,558"
2436,"May 23, 2018","$1,980"
2437,"May 23, 2018","$1,810"
2438,"May 25, 2018","$1,350"
2439,"May 25, 2018","$1,350"
2440,"May 25, 2018","$1,380"
2441,"May 25, 2018","$1,599"
2442,"May 24, 2018","$1,490"
2443,"May 23, 2018","$1,675"
2444,"May 23, 2018","$1,550"
2445,"May 23, 2018","$1,558"
2446,"May 23, 2018","$1,980"
2447,"May 23, 2018","$1,810"
2448,"May 25, 2018","$1,350"
2449,"May 25, 2018","$1,350"
2450,"May 25, 2018","$1,380"
2451,"May 25, 2018","$1,599"
2452,"May 24, 2018","$1,490"
2453,"May 23, 2018","$1,675"
2454,"May 23, 2018","$1,550"
2455,"May 23, 2018","$1,558"
2456,"May 23, 2018","$1,980"
2457,"May 23, 2018","$1,810"
2458,"May 25, 2018","$1,350"
2459,"May 25, 2018","$1,350"
2460,"May 25, 2018","$1,380"
2461,"May 25, 2018","$1,599"
2462,"May 24, 2018","$1,490"
2463,"May 23, 2018","$1,675"
2464,"May 23, 2018","$1,550"
2465,"May 23, 2018","$1,558"
2466,"May 23, 2018","$1,980"
2467,"May 23, 2018","$1,810"
2468,"May 25, 2018","$1,350"
2469,"May 25, 2018","$1,350"
2470,"May 25, 2018","$1,380"
2471,"May 25, 2018","$1,599"
2472,"May 24, 2018","$1,490"
2473,"May 23, 2018","$1,675"
2474,"May 23, 2018","$1,550"
2475,"May 23, 2018","$1,558"
2476,"May 23, 2018","$1,980"
2477,"May 23, 2018","$1,810"
2478,"May 22, 2018","$1,275"
2479,"May 22, 2018","$1,741"
2480,"May 21, 2018","$1,478"
2481,"May 19, 2018","$1,782"
2482,"May 18, 2018","$1,854"
2483,"May 17, 2018","$1,849"
2484,"May 17, 2018","$1,770"
2485,"May 16, 2018","$1,845"
2486,"May 16, 2018","$1,845"
2487,"May 16, 2018","$1,795"
2488,"May 22, 2018","$1,275"
2489,"May 22, 2018","$1,741"
2490,"May 21, 2018","$1,478"
2491,"May 19, 2018","$1,782"
2492,"May 18, 2018","$1,854"
2493,"May 17, 2018","$1,849"
2494,"May 17, 2018","$1,770"
2495,"May 16, 2018","$1,845"
2496,"May 16, 2018","$1,845"
2497,"May 16, 2018","$1,795"
2498,"May 22, 2018","$1,275"
2499,"May 22, 2018","$1,741"
2500,"May 21, 2018","$1,478"
2501,"May 19, 2018","$1,782"
2502,"May 18, 2018","$1,854"
2503,"May 17, 2018","$1,849"
2504,"May 17, 2018","$1,770"
2505,"May 16, 2018","$1,845"
2506,"May 16, 2018","$1,845"
2507,"May 16, 2018","$1,795"
2508,"May 22, 2018","$1,275"
2509,"May 22, 2018","$1,741"
2510,"May 21, 2018","$1,478"
2511,"May 19, 2018","$1,782"
2512,"May 18, 2018","$1,854"
2513,"May 17, 2018","$1,849"
2514,"May 17, 2018","$1,770"
2515,"May 16, 2018","$1,845"
2516,"May 16, 2018","$1,845"
2517,"May 16, 2018","$1,795"
2518,"May 22, 2018","$1,275"
2519,"May 22, 2018","$1,741"
2520,"May 21, 2018","$1,478"
2521,"May 19, 2018","$1,782"
2522,"May 18, 2018","$1,854"
2523,"May 17, 2018","$1,849"
2524,"May 17, 2018","$1,770"
2525,"May 16, 2018","$1,845"
2526,"May 16, 2018","$1,845"
2527,"May 16, 2018","$1,795"
2528,"May 22, 2018","$1,275"
2529,"May 22, 2018","$1,741"
2530,"May 21, 2018","$1,478"
2531,"May 19, 2018","$1,782"
2532,"May 18, 2018","$1,854"
2533,"May 17, 2018","$1,849"
2534,"May 17, 2018","$1,770"
2535,"May 16, 2018","$1,845"
2536,"May 16, 2018","$1,845"
2537,"May 16, 2018","$1,795"
2538,"May 22, 2018","$1,275"
2539,"May 22, 2018","$1,741"
2540,"May 21, 2018","$1,478"
2541,"May 19, 2018","$1,782"
2542,"May 18, 2018","$1,854"
2543,"May 17, 2018","$1,849"
2544,"May 17, 2018","$1,770"
2545,"May 16, 2018","$1,845"
2546,"May 16, 2018","$1,845"
2547,"May 16, 2018","$1,795"
2548,"May 16, 2018","$1,650"
2549,"May 15, 2018","$1,699"
2550,"May 15, 2018","$1,570"
2551,"May 15, 2018","$1,499"
2552,"May 15, 2018","$1,762"
2553,"May 15, 2018","$1,700"
2554,"May 14, 2018","$1,800"
2555,"May 14, 2018","$1,190"
2556,"May 14, 2018","$1,690"
2557,"May 13, 2018","$1,700"
2558,"May 13, 2018","$1,440"
2559,"May 13, 2018","$1,684"
2560,"May 13, 2018","$1,430"
2561,"May 12, 2018","$1,795"
2562,"May 11, 2018","$1,571"
2563,"May 11, 2018","$1,498"
2564,"May 11, 2018","$1,640"
2565,"May 11, 2018","$1,440"
2566,"May 9, 2018","$1,600"
2567,"May 9, 2018","$1,760"
2568,"May 13, 2018","$1,440"
2569,"May 13, 2018","$1,684"
2570,"May 13, 2018","$1,430"
2571,"May 12, 2018","$1,795"
2572,"May 11, 2018","$1,571"
2573,"May 11, 2018","$1,498"
2574,"May 11, 2018","$1,640"
2575,"May 11, 2018","$1,440"
2576,"May 9, 2018","$1,600"
2577,"May 9, 2018","$1,760"
2578,"May 9, 2018","$1,875"
2579,"May 9, 2018","$1,440"
2580,"May 8, 2018","$1,805"
2581,"May 8, 2018","$1,640"
2582,"May 7, 2018","$1,879"
2583,"May 7, 2018","$1,275"
2584,"May 7, 2018","$1,300"
2585,"May 6, 2018","$1,295"
2586,"May 6, 2018","$1,260"
2587,"May 6, 2018","$1,751"
2588,"May 9, 2018","$1,875"
2589,"May 9, 2018","$1,440"
2590,"May 8, 2018","$1,805"
2591,"May 8, 2018","$1,640"
2592,"May 7, 2018","$1,879"
2593,"May 7, 2018","$1,275"
2594,"May 7, 2018","$1,300"
2595,"May 6, 2018","$1,295"
2596,"May 6, 2018","$1,260"
2597,"May 6, 2018","$1,751"
2598,"May 6, 2018","$1,299"
2599,"May 6, 2018","$1,645"
2600,"May 6, 2018","$1,794"
2601,"May 4, 2018","$1,640"
2602,"May 4, 2018","$1,760"
2603,"May 4, 2018","$1,779"
2604,"May 3, 2018","$1,600"
2605,"May 3, 2018","$1,819"
2606,"May 3, 2018","$1,755"
2607,"May 1, 2018","$1,700"
2608,"May 1, 2018","$1,705"
2609,"May 1, 2018","$1,798"
2610,"April 30, 2018","$1,700"
2611,"April 30, 2018","$1,220"
2612,"April 30, 2018","$1,750"
2613,"April 30, 2018","$1,797"
2614,"April 27, 2018","$1,800"
2615,"April 26, 2018","$1,800"
2616,"April 26, 2018","$1,395"
2617,"April 25, 2018","$1,587"
2618,"May 1, 2018","$1,705"
2619,"May 1, 2018","$1,798"
2620,"April 30, 2018","$1,700"
2621,"April 30, 2018","$1,220"
2622,"April 30, 2018","$1,750"
2623,"April 30, 2018","$1,797"
2624,"April 27, 2018","$1,800"
2625,"April 26, 2018","$1,800"
2626,"April 26, 2018","$1,395"
2627,"April 25, 2018","$1,587"
2628,"May 1, 2018","$1,705"
2629,"May 1, 2018","$1,798"
2630,"April 30, 2018","$1,700"
2631,"April 30, 2018","$1,220"
2632,"April 30, 2018","$1,750"
2633,"April 30, 2018","$1,797"
2634,"April 27, 2018","$1,800"
2635,"April 26, 2018","$1,800"
2636,"April 26, 2018","$1,395"
2637,"April 25, 2018","$1,587"
2638,"April 25, 2018","$1,500"
2639,"April 25, 2018","$1,695"
2640,"April 25, 2018","$1,698"
2641,"April 25, 2018","$1,270"
2642,"April 24, 2018","$1,780"
2643,"April 24, 2018","$1,779"
2644,"April 24, 2018","$1,450"
2645,"April 23, 2018","$1,340"
2646,"April 23, 2018","$1,720"
2647,"April 22, 2018","$1,425"
2648,"April 25, 2018","$1,500"
2649,"April 25, 2018","$1,695"
2650,"April 25, 2018","$1,698"
2651,"April 25, 2018","$1,270"
2652,"April 24, 2018","$1,780"
2653,"April 24, 2018","$1,779"
2654,"April 24, 2018","$1,450"
2655,"April 23, 2018","$1,340"
2656,"April 23, 2018","$1,720"
2657,"April 22, 2018","$1,425"
2658,"April 25, 2018","$1,500"
2659,"April 25, 2018","$1,695"
2660,"April 25, 2018","$1,698"
2661,"April 25, 2018","$1,270"
2662,"April 24, 2018","$1,780"
2663,"April 24, 2018","$1,779"
2664,"April 24, 2018","$1,450"
2665,"April 23, 2018","$1,340"
2666,"April 23, 2018","$1,720"
2667,"April 22, 2018","$1,425"
2668,"April 22, 2018","$1,800"
2669,"April 22, 2018","$1,729"
2670,"April 22, 2018","$1,300"
2671,"April 22, 2018","$1,175"
2672,"April 22, 2018","$1,500"
2673,"April 22, 2018","$1,390"
2674,"April 21, 2018","$1,650"
2675,"April 20, 2018","$1,363"
2676,"April 20, 2018","$1,655"
2677,"April 20, 2018","$1,799"
2678,"April 22, 2018","$1,800"
2679,"April 22, 2018","$1,729"
2680,"April 22, 2018","$1,300"
2681,"April 22, 2018","$1,175"
2682,"April 22, 2018","$1,500"
2683,"April 22, 2018","$1,390"
2684,"April 21, 2018","$1,650"
2685,"April 20, 2018","$1,363"
2686,"April 20, 2018","$1,655"
2687,"April 20, 2018","$1,799"
2688,"April 22, 2018","$1,800"
2689,"April 22, 2018","$1,729"
2690,"April 22, 2018","$1,300"
2691,"April 22, 2018","$1,175"
2692,"April 22, 2018","$1,500"
2693,"April 22, 2018","$1,390"
2694,"April 21, 2018","$1,650"
2695,"April 20, 2018","$1,363"
2696,"April 20, 2018","$1,655"
2697,"April 20, 2018","$1,799"
2698,"April 22, 2018","$1,800"
2699,"April 22, 2018","$1,729"
2700,"April 22, 2018","$1,300"
2701,"April 22, 2018","$1,175"
2702,"April 22, 2018","$1,500"
2703,"April 22, 2018","$1,390"
2704,"April 21, 2018","$1,650"
2705,"April 20, 2018","$1,363"
2706,"April 20, 2018","$1,655"
2707,"April 20, 2018","$1,799"
2708,"April 22, 2018","$1,800"
2709,"April 22, 2018","$1,729"
2710,"April 22, 2018","$1,300"
2711,"April 22, 2018","$1,175"
2712,"April 22, 2018","$1,500"
2713,"April 22, 2018","$1,390"
2714,"April 21, 2018","$1,650"
2715,"April 20, 2018","$1,363"
2716,"April 20, 2018","$1,655"
2717,"April 20, 2018","$1,799"
2718,"April 22, 2018","$1,800"
2719,"April 22, 2018","$1,729"
2720,"April 22, 2018","$1,300"
2721,"April 22, 2018","$1,175"
2722,"April 22, 2018","$1,500"
2723,"April 22, 2018","$1,390"
2724,"April 21, 2018","$1,650"
2725,"April 20, 2018","$1,363"
2726,"April 20, 2018","$1,655"
2727,"April 20, 2018","$1,799"
2728,"April 18, 2018","$1,425"
2729,"April 18, 2018","$1,500"
2730,"April 18, 2018","$1,311"
2731,"April 18, 2018","$1,790"
2732,"April 18, 2018","$1,360"
2733,"April 18, 2018","$1,550"
2734,"April 18, 2018","$1,701"
2735,"April 18, 2018","$1,700"
2736,"April 17, 2018","$1,289"
2737,"April 17, 2018","$1,770"
2738,"April 18, 2018","$1,425"
2739,"April 18, 2018","$1,500"
2740,"April 18, 2018","$1,311"
2741,"April 18, 2018","$1,790"
2742,"April 18, 2018","$1,360"
2743,"April 18, 2018","$1,550"
2744,"April 18, 2018","$1,701"
2745,"April 18, 2018","$1,700"
2746,"April 17, 2018","$1,289"
2747,"April 17, 2018","$1,770"
2748,"April 18, 2018","$1,425"
2749,"April 18, 2018","$1,500"
2750,"April 18, 2018","$1,311"
2751,"April 18, 2018","$1,790"
2752,"April 18, 2018","$1,360"
2753,"April 18, 2018","$1,550"
2754,"April 18, 2018","$1,701"
2755,"April 18, 2018","$1,700"
2756,"April 17, 2018","$1,289"
2757,"April 17, 2018","$1,770"
2758,"April 18, 2018","$1,425"
2759,"April 18, 2018","$1,500"
2760,"April 18, 2018","$1,311"
2761,"April 18, 2018","$1,790"
2762,"April 18, 2018","$1,360"
2763,"April 18, 2018","$1,550"
2764,"April 18, 2018","$1,701"
2765,"April 18, 2018","$1,700"
2766,"April 17, 2018","$1,289"
2767,"April 17, 2018","$1,770"
2768,"April 17, 2018","$1,760"
2769,"April 15, 2018","$1,287"
2770,"April 15, 2018","$1,374"
2771,"April 15, 2018","$1,749"
2772,"April 15, 2018","$1,790"
2773,"April 15, 2018","$1,704"
2774,"April 15, 2018","$1,258"
2775,"April 14, 2018","$1,257"
2776,"April 14, 2018","$1,703"
2777,"April 14, 2018","$1,700"
2778,"April 17, 2018","$1,760"
2779,"April 15, 2018","$1,287"
2780,"April 15, 2018","$1,374"
2781,"April 15, 2018","$1,749"
2782,"April 15, 2018","$1,790"
2783,"April 15, 2018","$1,704"
2784,"April 15, 2018","$1,258"
2785,"April 14, 2018","$1,257"
2786,"April 14, 2018","$1,703"
2787,"April 14, 2018","$1,700"
2788,"April 14, 2018","$1,200"
2789,"April 14, 2018","$1,675"
2790,"April 14, 2018","$1,600"
2791,"April 13, 2018","$1,600"
2792,"April 13, 2018","$1,749"
2793,"April 13, 2018","$1,610"
2794,"April 13, 2018","$1,660"
2795,"April 12, 2018","$1,550"
2796,"April 12, 2018","$1,700"
2797,"April 12, 2018","$1,374"
2798,"April 14, 2018","$1,200"
2799,"April 14, 2018","$1,675"
2800,"April 14, 2018","$1,600"
2801,"April 13, 2018","$1,600"
2802,"April 13, 2018","$1,749"
2803,"April 13, 2018","$1,610"
2804,"April 13, 2018","$1,660"
2805,"April 12, 2018","$1,550"
2806,"April 12, 2018","$1,700"
2807,"April 12, 2018","$1,374"
2808,"April 11, 2018","$1,599"
2809,"April 11, 2018","$1,450"
2810,"April 11, 2018","$1,599"
2811,"April 11, 2018","$1,450"
2812,"April 11, 2018","$1,365"
2813,"April 10, 2018","$1,602"
2814,"April 10, 2018","$1,420"
2815,"April 10, 2018","$1,274"
2816,"April 10, 2018","$1,200"
2817,"April 10, 2018","$1,446"
2818,"April 11, 2018","$1,599"
2819,"April 11, 2018","$1,450"
2820,"April 11, 2018","$1,599"
2821,"April 11, 2018","$1,450"
2822,"April 11, 2018","$1,365"
2823,"April 10, 2018","$1,602"
2824,"April 10, 2018","$1,420"
2825,"April 10, 2018","$1,274"
2826,"April 10, 2018","$1,200"
2827,"April 10, 2018","$1,446"
2828,"April 9, 2018","$1,172"
2829,"April 9, 2018","$1,701"
2830,"April 9, 2018","$1,500"
2831,"April 9, 2018","$1,300"
2832,"April 9, 2018","$1,790"
2833,"April 8, 2018","$1,650"
2834,"April 8, 2018","$1,650"
2835,"April 7, 2018","$1,160"
2836,"April 7, 2018","$1,601"
2837,"April 7, 2018","$1,506"
2838,"April 7, 2018","$1,650"
2839,"April 7, 2018","$2,200"
2840,"April 7, 2018","$1,600"
2841,"April 7, 2018","$1,150"
2842,"April 6, 2018","$1,545"
2843,"April 5, 2018","$1,174"
2844,"April 5, 2018","$1,790"
2845,"April 5, 2018","$1,300"
2846,"April 5, 2018","$1,575"
2847,"April 5, 2018","$1,560"
2848,"April 7, 2018","$1,650"
2849,"April 7, 2018","$2,200"
2850,"April 7, 2018","$1,600"
2851,"April 7, 2018","$1,150"
2852,"April 6, 2018","$1,545"
2853,"April 5, 2018","$1,174"
2854,"April 5, 2018","$1,790"
2855,"April 5, 2018","$1,300"
2856,"April 5, 2018","$1,575"
2857,"April 5, 2018","$1,560"
2858,"April 4, 2018","$1,500"
2859,"April 4, 2018","$1,375"
2860,"April 4, 2018","$1,190"
2861,"April 4, 2018","$1,445"
2862,"April 4, 2018","$1,289"
2863,"April 3, 2018","$1,240"
2864,"April 3, 2018","$1,570"
2865,"April 3, 2018","$1,680"
2866,"April 3, 2018","$1,710"
2867,"April 3, 2018","$1,443"
2868,"April 4, 2018","$1,500"
2869,"April 4, 2018","$1,375"
2870,"April 4, 2018","$1,190"
2871,"April 4, 2018","$1,445"
2872,"April 4, 2018","$1,289"
2873,"April 3, 2018","$1,240"
2874,"April 3, 2018","$1,570"
2875,"April 3, 2018","$1,680"
2876,"April 3, 2018","$1,710"
2877,"April 3, 2018","$1,443"
2878,"April 4, 2018","$1,500"
2879,"April 4, 2018","$1,375"
2880,"April 4, 2018","$1,190"
2881,"April 4, 2018","$1,445"
2882,"April 4, 2018","$1,289"
2883,"April 3, 2018","$1,240"
2884,"April 3, 2018","$1,570"
2885,"April 3, 2018","$1,680"
2886,"April 3, 2018","$1,710"
2887,"April 3, 2018","$1,443"
2888,"April 4, 2018","$1,500"
2889,"April 4, 2018","$1,375"
2890,"April 4, 2018","$1,190"
2891,"April 4, 2018","$1,445"
2892,"April 4, 2018","$1,289"
2893,"April 3, 2018","$1,240"
2894,"April 3, 2018","$1,570"
2895,"April 3, 2018","$1,680"
2896,"April 3, 2018","$1,710"
2897,"April 3, 2018","$1,443"
2898,"April 4, 2018","$1,500"
2899,"April 4, 2018","$1,375"
2900,"April 4, 2018","$1,190"
2901,"April 4, 2018","$1,445"
2902,"April 4, 2018","$1,289"
2903,"April 3, 2018","$1,240"
2904,"April 3, 2018","$1,570"
2905,"April 3, 2018","$1,680"
2906,"April 3, 2018","$1,710"
2907,"April 3, 2018","$1,443"
2908,"April 2, 2018","$1,203"
2909,"April 2, 2018","$1,166"
2910,"April 1, 2018","$1,495"
2911,"April 1, 2018","$1,430"
2912,"April 1, 2018","$1,185"
2913,"April 1, 2018","$1,679"
2914,"April 1, 2018","$1,675"
2915,"April 1, 2018","$1,580"
2916,"March 31, 2018","$1,500"
2917,"March 30, 2018","$1,280"
2918,"April 2, 2018","$1,203"
2919,"April 2, 2018","$1,166"
2920,"April 1, 2018","$1,495"
2921,"April 1, 2018","$1,430"
2922,"April 1, 2018","$1,185"
2923,"April 1, 2018","$1,679"
2924,"April 1, 2018","$1,675"
2925,"April 1, 2018","$1,580"
2926,"March 31, 2018","$1,500"
2927,"March 30, 2018","$1,280"
2928,"April 2, 2018","$1,203"
2929,"April 2, 2018","$1,166"
2930,"April 1, 2018","$1,495"
2931,"April 1, 2018","$1,430"
2932,"April 1, 2018","$1,185"
2933,"April 1, 2018","$1,679"
2934,"April 1, 2018","$1,675"
2935,"April 1, 2018","$1,580"
2936,"March 31, 2018","$1,500"
2937,"March 30, 2018","$1,280"
2938,"April 2, 2018","$1,203"
2939,"April 2, 2018","$1,166"
2940,"April 1, 2018","$1,495"
2941,"April 1, 2018","$1,430"
2942,"April 1, 2018","$1,185"
2943,"April 1, 2018","$1,679"
2944,"April 1, 2018","$1,675"
2945,"April 1, 2018","$1,580"
2946,"March 31, 2018","$1,500"
2947,"March 30, 2018","$1,280"
2948,"April 2, 2018","$1,203"
2949,"April 2, 2018","$1,166"
2950,"April 1, 2018","$1,495"
2951,"April 1, 2018","$1,430"
2952,"April 1, 2018","$1,185"
2953,"April 1, 2018","$1,679"
2954,"April 1, 2018","$1,675"
2955,"April 1, 2018","$1,580"
2956,"March 31, 2018","$1,500"
2957,"March 30, 2018","$1,280"
2958,"April 2, 2018","$1,203"
2959,"April 2, 2018","$1,166"
2960,"April 1, 2018","$1,495"
2961,"April 1, 2018","$1,430"
2962,"April 1, 2018","$1,185"
2963,"April 1, 2018","$1,679"
2964,"April 1, 2018","$1,675"
2965,"April 1, 2018","$1,580"
2966,"March 31, 2018","$1,500"
2967,"March 30, 2018","$1,280"
2968,"April 2, 2018","$1,203"
2969,"April 2, 2018","$1,166"
2970,"April 1, 2018","$1,495"
2971,"April 1, 2018","$1,430"
2972,"April 1, 2018","$1,185"
2973,"April 1, 2018","$1,679"
2974,"April 1, 2018","$1,675"
2975,"April 1, 2018","$1,580"
2976,"March 31, 2018","$1,500"
2977,"March 30, 2018","$1,280"
2978,"March 30, 2018","$1,650"
2979,"March 30, 2018","$1,625"
2980,"March 29, 2018","$1,690"
2981,"March 29, 2018","$1,600"
2982,"March 29, 2018","$1,198"
2983,"March 28, 2018","$1,550"
2984,"March 28, 2018","$1,415"
2985,"March 27, 2018","$1,550"
2986,"March 26, 2018","$1,300"
2987,"March 26, 2018","$1,625"
2988,"March 26, 2018","$1,358"
2989,"March 26, 2018","$1,275"
2990,"March 26, 2018","$1,600"
2991,"March 26, 2018","$1,137"
2992,"March 25, 2018","$1,363"
2993,"March 25, 2018","$1,750"
2994,"March 24, 2018","$1,435"
2995,"March 24, 2018","$1,575"
2996,"March 24, 2018","$1,371"
2997,"March 23, 2018","$1,570"
2998,"March 23, 2018","$1,600"
2999,"March 23, 2018","$1,150"
3000,"March 22, 2018","$1,600"
3001,"March 22, 2018","$1,584"
3002,"March 22, 2018","$1,550"
3003,"March 22, 2018","$1,150"
3004,"March 21, 2018","$1,354"
3005,"March 21, 2018","$1,570"
3006,"March 21, 2018","$1,353"
3007,"March 21, 2018","$1,450"
3008,"March 21, 2018","$1,126"
3009,"March 20, 2018","$1,439"
3010,"March 19, 2018","$1,690"
3011,"March 19, 2018","$1,380"
3012,"March 19, 2018","$1,475"
3013,"March 19, 2018","$1,126"
3014,"March 18, 2018","$1,610"
3015,"March 18, 2018","$1,495"
3016,"March 18, 2018","$1,435"
3017,"March 18, 2018","$1,482"
3018,"March 17, 2018","$1,275"
3019,"March 17, 2018","$1,700"
3020,"March 17, 2018","$1,450"
3021,"March 16, 2018","$1,268"
3022,"March 16, 2018","$1,725"
3023,"March 16, 2018","$1,680"
3024,"March 15, 2018","$1,211"
3025,"March 15, 2018","$1,457"
3026,"March 15, 2018","$1,775"
3027,"March 14, 2018","$1,216"
3028,"March 17, 2018","$1,275"
3029,"March 17, 2018","$1,700"
3030,"March 17, 2018","$1,450"
3031,"March 16, 2018","$1,268"
3032,"March 16, 2018","$1,725"
3033,"March 16, 2018","$1,680"
3034,"March 15, 2018","$1,211"
3035,"March 15, 2018","$1,457"
3036,"March 15, 2018","$1,775"
