,time,type,rate,votes
7982,83 min,movie,3.8,167
7983,158 min,movie,7.5,"6,232"
7984,,,,
7985,,,,
7986,102 min,movie,6.5,"4,212"
7987,84 min,movie,6.1,"104,694"
7988,,,,
7989,,,,
7990,104 min,movie,5.8,"2,667"
7991,94 min,movie,6.1,"42,399"
7992,105 min,movie,5.6,"7,466"
7993,118 min,movie,7.8,"21,059"
7994,,,,
7995,50 min,movie,7.5,22
7996,89 min,movie,5.9,324
7997,146 min,movie,7.8,"1,711"
7998,105 min,movie,8.0,"75,103"
7999,97 min,movie,6.1,"2,436"
8000,,,,
8001,149 min,movie,7.0,"4,686"
8002,163 min,movie,6.1,"1,250"
8003,,,,
8004,,,,
8005,94 min,movie,7.3,780
8006,,,,
8007,95 min,movie,8.1,963
8008,94 min,movie,5.4,430
8009,88 min,movie,4.8,314
8010,,,,
8011,82 min,movie,6.4,"3,767"
8012,89 min,movie,4.5,"5,110"
8013,,,,
8014,95 min,movie,5.9,"12,297"
8015,,,,
8016,159 min,movie,7.4,"287,581"
8017,,,,
8018,,,,
8019,122 min,movie,7.3,"25,580"
8020,96 min,movie,6.8,"35,126"
8021,180 min,movie,7.2,515
8022,,,,
8023,,,,
8024,117 min,movie,7.8,"4,521"
8025,,,,
8026,,,,
8027,123 min,movie,7.1,"7,801"
8028,,,,
8029,,,,
8030,96 min,movie,4.9,642
8031,,,,
8032,,,,
8033,72 min,movie,5.8,"4,609"
8034,102 min,movie,7.1,"3,323"
8035,,,,
8036,,,,
8037,103 min,movie,6.6,"11,362"
8038,,,,
8039,,,,
8040,,,,
8041,,,,
8042,,,,
8043,106 min,movie,6.9,"4,913"
8044,,,,
8045,139 min,movie,7.4,"64,531"
8046,97 min,movie,7.5,"48,733"
8047,60 min,movie,5.6,78
8048,45 min,movie,7.4,273
8049,105 min,movie,6.1,"55,224"
8050,180 min,series,6.6,"5,504"
8051,103 min,movie,6.7,"36,667"
8052,90 min,movie,3.9,160
8053,30 min,series,8.2,775
8054,112 min,movie,7.5,"9,089"
8055,,,,
8056,,,,
8057,,,,
8058,,,,
8059,,,,
8060,24 min,series,7.8,"1,238"
8061,,,,
8062,,,,
8063,74 min,movie,6.8,"1,898"
8064,105 min,movie,7.3,"6,518"
8065,113 min,movie,6.6,"5,918"
8066,,,,
8067,,,,
8068,,,,
8069,,,,
8070,,,,
8071,,,,
8072,,,,
8073,,,,
8074,,,,
8075,83 min,movie,7.2,"1,352"
8076,51 min,movie,N/A,N/A
8077,114 min,movie,6.9,"15,463"
8078,124 min,movie,5.9,"9,073"
8079,123 min,movie,7.6,"283,930"
8080,,,,
8081,,,,
8082,25 min,series,7.4,340
8083,,,,
8084,,,,
8085,,,,
8086,87 min,movie,5.1,"54,518"
8087,,,,
8088,,,,
8089,98 min,movie,7.6,"4,591"
8090,98 min,movie,7.7,"10,086"
8091,,,,
8092,,,,
8093,,,,
8094,95 min,movie,5.3,"1,240"
8095,103 min,movie,7.3,902
8096,136 min,movie,7.2,"3,210"
8097,,,,
8098,114 min,movie,7.2,"7,851"
8099,101 min,movie,6.2,"122,996"
8100,,,,
8101,101 min,movie,4.7,"9,329"
8102,,,,
8103,,,,
8104,90 min,movie,4.3,306
8105,72 min,movie,5.4,"14,354"
8106,88 min,movie,4.5,"3,673"
8107,,,,
8108,N/A,movie,5.5,13
8109,85 min,movie,2.3,"1,654"
8110,104 min,movie,6.4,"2,324"
8111,,,,
8112,106 min,movie,8.0,"8,668"
8113,,,,
8114,116 min,movie,5.9,"1,709"
8115,,,,
8116,,,,
8117,95 min,movie,8.1,"73,076"
8118,,,,
8119,70 min,movie,7.4,19
8120,102 min,movie,5.7,"1,065"
8121,,,,
8122,118 min,movie,6.4,"1,359"
8123,91 min,movie,3.7,"18,607"
8124,N/A,movie,N/A,N/A
8125,24 min,series,6.1,164
8126,104 min,movie,6.8,"4,074"
8127,200 min,movie,7.4,168
8128,,,,
8129,108 min,movie,7.0,"2,307"
8130,,,,
8131,113 min,movie,7.8,"92,663"
8132,,,,
8133,,,,
8134,78 min,movie,7.0,403
8135,105 min,movie,6.7,"1,021"
8136,,,,
8137,,,,
8138,N/A,movie,N/A,N/A
8139,,,,
8140,,,,
8141,,,,
8142,,,,
8143,94 min,movie,7.5,"8,956"
8144,N/A,movie,6.3,20
8145,126 min,movie,3.2,323
8146,77 min,movie,5.9,"3,092"
8147,60 min,series,5.0,218
8148,97 min,movie,6.4,"12,762"
8149,106 min,movie,6.9,"16,596"
8150,,,,
8151,,,,
8152,92 min,movie,5.5,"2,455"
8153,74 min,movie,2.6,421
8154,91 min,movie,6.4,598
8155,350 min,series,8.4,231
8156,,,,
8157,59 min,movie,N/A,N/A
8158,97 min,movie,6.2,"3,704"
8159,93 min,movie,8.0,"244,583"
8160,94 min,movie,4.0,"35,865"
8161,,,,
8162,120 min,movie,6.7,"4,736"
8163,109 min,movie,7.1,"13,924"
8164,102 min,movie,3.4,"1,195"
8165,,,,
8166,77 min,movie,5.6,"4,969"
8167,,,,
8168,137 min,movie,7.4,"6,056"
8169,142 min,movie,6.7,837
8170,80 min,movie,6.0,"2,225"
8171,115 min,movie,6.5,"11,437"
8172,180 min,movie,7.9,"1,731"
8173,,,,
8174,108 min,movie,6.9,"33,340"
8175,,,,
8176,124 min,movie,6.2,"1,572"
8177,129 min,movie,7.0,"23,153"
8178,93 min,movie,6.9,"46,862"
8179,,,,
8180,98 min,movie,5.4,"5,174"
8181,114 min,movie,5.9,"58,312"
8182,,,,
8183,,,,
8184,,,,
8185,24 min,series,6.0,600
8186,,,,
8187,,,,
8188,107 min,movie,7.3,833
8189,118 min,movie,6.6,"24,874"
8190,109 min,movie,6.4,"5,538"
8191,93 min,movie,8.2,"4,797"
8192,95 min,movie,6.5,"4,376"
8193,,,,
8194,85 min,movie,7.1,68
8195,82 min,movie,3.3,265
8196,,,,
8197,,,,
8198,17 min,movie,N/A,N/A
8199,82 min,movie,7.7,"44,963"
8200,95 min,movie,5.4,"1,035"
8201,98 min,movie,3.0,727
8202,102 min,movie,5.3,317
8203,,,,
8204,149 min,movie,8.3,"221,765"
8205,,,,
8206,130 min,movie,6.9,"5,438"
8207,,,,
8208,89 min,movie,6.4,779
8209,50 min,movie,8.0,773
8210,,,,
8211,,,,
8212,,,,
8213,,,,
8214,,,,
8215,81 min,movie,5.4,"35,112"
8216,8 min,movie,6.2,12
8217,75 min,movie,5.9,"1,855"
8218,,,,
8219,124 min,movie,6.7,"5,369"
8220,,,,
8221,113 min,movie,6.0,"2,042"
8222,,,,
8223,,,,
8224,,,,
8225,98 min,movie,6.8,886
8226,,,,
8227,,,,
8228,30 min,series,6.7,475
8229,,,,
8230,101 min,movie,5.6,"6,968"
8231,106 min,movie,6.9,424
8232,117 min,movie,6.9,"65,784"
8233,88 min,movie,6.5,"4,726"
8234,197 min,movie,4.0,"4,003"
8235,,,,
8236,97 min,movie,6.5,672
8237,,,,
8238,104 min,movie,6.4,"4,410"
8239,115 min,movie,5.8,"16,467"
8240,,,,
8241,,,,
8242,N/A,movie,8.1,16
8243,100 min,movie,5.2,"9,041"
8244,90 min,movie,6.2,"2,032"
8245,117 min,movie,6.2,"5,916"
8246,157 min,movie,6.8,"7,688"
8247,112 min,movie,5.9,"1,668"
8248,,,,
8249,,,,
8250,89 min,movie,4.6,"7,590"
8251,,,,
8252,,,,
8253,95 min,movie,5.9,142
8254,100 min,movie,6.2,"4,736"
8255,117 min,movie,N/A,N/A
8256,81 min,movie,8.4,59
8257,88 min,movie,5.7,162
8258,,,,
8259,101 min,movie,4.6,"21,438"
8260,,,,
8261,116 min,movie,7.3,"4,349"
8262,107 min,movie,6.4,"1,311"
8263,,,,
8264,119 min,movie,6.9,806
8265,89 min,movie,7.8,524
8266,108 min,movie,5.2,"2,219"
8267,110 min,movie,7.7,"5,269"
8268,,,,
8269,,,,
8270,87 min,movie,5.7,"1,359"
8271,,,,
8272,,,,
8273,90 min,movie,4.2,227
8274,,,,
8275,,,,
8276,,,,
8277,89 min,movie,6.9,"79,822"
8278,105 min,movie,5.1,87
8279,,,,
8280,,,,
8281,55 min,series,7.0,6
8282,,,,
8283,,,,
8284,72 min,movie,5.0,845
8285,,,,
8286,,,,
8287,89 min,movie,4.9,"24,645"
8288,,,,
8289,,,,
8290,135 min,movie,7.2,"2,066"
8291,97 min,movie,5.2,394
8292,,,,
8293,150 min,movie,7.2,"14,673"
8294,125 min,movie,6.4,"3,897"
8295,117 min,movie,7.0,"73,391"
8296,,,,
8297,109 min,movie,7.4,"3,989"
8298,,,,
8299,,,,
8300,186 min,movie,7.9,"5,037"
8301,88 min,movie,5.0,"40,276"
8302,,,,
8303,119 min,movie,7.3,"21,219"
8304,N/A,movie,N/A,N/A
8305,105 min,movie,6.2,301
8306,,,,
8307,75 min,movie,6.9,91
8308,73 min,movie,6.6,"6,454"
8309,,,,
8310,,,,
8311,128 min,movie,6.0,"3,711"
8312,88 min,movie,4.3,"7,242"
8313,74 min,movie,7.6,"31,065"
8314,,,,
8315,,,,
8316,91 min,movie,5.8,"17,569"
8317,107 min,movie,7.3,"85,018"
8318,80 min,movie,7.0,"4,369"
8319,112 min,movie,6.4,391
8320,105 min,movie,7.3,"6,329"
8321,,,,
8322,89 min,movie,3.4,"1,122"
8323,92 min,movie,3.6,311
8324,,,,
8325,88 min,movie,6.3,"32,270"
8326,,,,
8327,133 min,movie,8.7,"875,648"
8328,105 min,movie,6.8,"53,363"
8329,,,,
8330,,,,
8331,91 min,movie,7.2,"28,337"
8332,,,,
8333,91 min,movie,5.9,"135,901"
8334,135 min,movie,6.7,"90,677"
8335,,,,
8336,,,,
8337,119 min,movie,6.9,"18,759"
8338,210 min,movie,8.5,207
8339,120 min,movie,6.8,"30,984"
8340,,,,
8341,93 min,movie,5.9,"1,072"
8342,N/A,movie,N/A,N/A
8343,,,,
8344,139 min,movie,6.7,"22,616"
8345,127 min,movie,7.7,518
8346,111 min,movie,7.0,"3,868"
8347,,,,
8348,N/A,movie,7.1,29
8349,105 min,movie,5.6,"6,438"
8350,140 min,movie,N/A,N/A
8351,282 min,series,7.9,476
8352,,,,
8353,120 min,movie,6.5,75
8354,,,,
8355,,,,
8356,,,,
8357,135 min,movie,7.6,"69,405"
8358,95 min,movie,5.4,316
8359,,,,
8360,,,,
8361,76 min,movie,6.7,"3,682"
8362,128 min,movie,7.1,572
8363,96 min,movie,5.0,"9,157"
8364,,,,
8365,,,,
8366,85 min,movie,N/A,N/A
8367,,,,
8368,300 min,series,7.2,"1,872"
8369,,,,
8370,111 min,movie,7.2,"74,893"
8371,,,,
8372,88 min,movie,5.0,"38,887"
8373,,,,
8374,92 min,movie,5.0,243
8375,80 min,movie,4.3,280
8376,106 min,movie,7.3,"374,663"
8377,116 min,movie,7.0,"7,279"
8378,,,,
8379,131 min,movie,7.6,"233,128"
8380,53 min,movie,6.1,15
8381,,,,
8382,91 min,movie,8.0,"24,729"
8383,88 min,movie,4.7,801
8384,125 min,movie,6.0,"42,735"
8385,,,,
8386,108 min,movie,7.7,368
8387,145 min,movie,7.6,"487,668"
8388,127 min,movie,6.5,"15,744"
8389,99 min,movie,7.4,"18,126"
8390,,,,
8391,60 min,movie,7.9,32
8392,,,,
8393,115 min,movie,6.5,"53,883"
8394,,,,
8395,,,,
8396,,,,
8397,99 min,movie,5.6,"2,211"
8398,70 min,movie,8.2,86
8399,,,,
8400,,,,
8401,,,,
8402,90 min,movie,7.0,437
8403,,,,
8404,186 min,series,7.0,"5,876"
8405,30 min,series,6.0,30
8406,,,,
8407,87 min,movie,6.0,"3,428"
8408,,,,
8409,81 min,movie,5.3,"6,216"
8410,82 min,movie,7.0,653
8411,75 min,movie,7.0,273
8412,,,,
8413,100 min,movie,6.9,"70,164"
8414,,,,
8415,,,,
8416,,,,
8417,92 min,movie,5.8,"1,176"
8418,89 min,movie,5.2,"4,410"
8419,,,,
8420,,,,
8421,,,,
8422,,,,
8423,,,,
8424,,,,
8425,95 min,movie,4.8,"3,376"
8426,,,,
8427,100 min,movie,6.4,"2,076"
8428,115 min,movie,6.9,"5,197"
8429,93 min,movie,6.3,"60,373"
8430,,,,
8431,,,,
8432,112 min,movie,7.4,"27,478"
8433,73 min,movie,7.4,"1,666"
8434,100 min,movie,4.6,"1,397"
8435,82 min,movie,5.5,589
8436,,,,
8437,99 min,movie,6.0,"50,366"
8438,,,,
8439,98 min,movie,3.1,"2,242"
8440,,,,
8441,90 min,movie,8.0,68
8442,,,,
8443,,,,
8444,,,,
8445,52 min,movie,5.8,179
8446,91 min,movie,6.3,637
8447,,,,
8448,4 min,movie,7.3,7
8449,107 min,movie,7.3,673
8450,,,,
8451,,,,
8452,80 min,movie,6.8,"2,010"
8453,103 min,movie,6.2,"6,203"
8454,108 min,movie,7.5,"3,856"
8455,N/A,movie,4.4,11
8456,,,,
8457,81 min,movie,4.7,149
8458,,,,
8459,,,,
8460,,,,
8461,,,,
8462,100 min,movie,7.4,"2,236"
8463,122 min,movie,6.6,"20,671"
8464,,,,
8465,,,,
8466,,,,
8467,115 min,movie,6.1,"100,425"
8468,,,,
8469,90 min,movie,7.5,"15,710"
8470,,,,
8471,200 min,movie,5.1,"1,215"
8472,104 min,movie,6.2,293
8473,103 min,movie,7.6,"11,711"
8474,,,,
8475,122 min,movie,5.5,"1,935"
8476,105 min,movie,4.1,"5,374"
8477,,,,
8478,N/A,movie,6.3,158
8479,102 min,movie,6.1,357
8480,,,,
8481,122 min,movie,7.6,"1,734"
8482,,,,
8483,95 min,movie,5.5,"59,273"
8484,147 min,movie,8.6,203
8485,,,,
8486,,,,
8487,88 min,movie,3.8,240
8488,N/A,movie,6.0,9
8489,,,,
8490,,,,
8491,91 min,movie,3.8,378
8492,126 min,movie,6.9,"5,579"
8493,125 min,movie,7.0,"7,564"
8494,,,,
8495,,,,
8496,,,,
8497,91 min,movie,6.9,"4,821"
8498,83 min,movie,6.1,"13,335"
8499,104 min,movie,5.1,"2,368"
8500,,,,
8501,168 min,movie,7.1,435
8502,67 min,movie,7.2,637
8503,,,,
8504,115 min,movie,5.9,"3,444"
8505,115 min,movie,6.7,"8,239"
8506,,,,
8507,117 min,movie,6.7,"38,971"
8508,,,,
8509,,,,
8510,,,,
8511,115 min,movie,7.4,"9,315"
8512,128 min,movie,6.4,"181,717"
8513,92 min,movie,4.5,959
8514,87 min,movie,5.1,565
8515,84 min,movie,7.3,"36,495"
8516,,,,
8517,90 min,movie,8.3,777
8518,98 min,movie,5.2,"15,822"
8519,,,,
8520,80 min,movie,4.5,"1,022"
8521,104 min,movie,6.6,"2,739"
8522,116 min,movie,8.0,"9,699"
8523,25 min,movie,4.9,32
8524,107 min,movie,8.1,"22,238"
8525,93 min,movie,4.3,"10,892"
8526,158 min,movie,7.5,"43,746"
8527,47 min,movie,8.2,6
8528,N/A,movie,7.2,8
8529,93 min,movie,5.1,277
8530,104 min,movie,6.4,"9,702"
8531,114 min,movie,7.5,"41,097"
8532,,,,
8533,94 min,movie,6.6,282
8534,180 min,movie,6.7,"2,971"
8535,,,,
8536,115 min,movie,7.2,"5,365"
8537,98 min,movie,3.4,"1,456"
8538,N/A,series,7.2,"1,382"
8539,,,,
8540,,,,
8541,118 min,movie,7.4,"9,180"
8542,,,,
8543,84 min,movie,3.8,"8,597"
8544,92 min,movie,4.8,"22,918"
8545,84 min,movie,7.5,"16,962"
8546,,,,
8547,106 min,movie,7.5,"11,316"
8548,96 min,movie,5.7,249
8549,100 min,movie,6.6,"24,212"
8550,,,,
8551,56 min,movie,6.7,78
8552,123 min,movie,7.2,"13,254"
8553,,,,
8554,,,,
8555,99 min,movie,3.0,"8,050"
8556,,,,
8557,,,,
8558,98 min,movie,6.9,492
8559,,,,
8560,93 min,movie,7.5,394
8561,216 min,movie,7.2,"1,051"
8562,94 min,movie,6.3,"1,442"
8563,,,,
8564,,,,
8565,84 min,movie,5.2,355
8566,,,,
8567,94 min,movie,5.6,"1,882"
8568,93 min,movie,6.4,"13,107"
8569,93 min,movie,7.1,"21,375"
8570,90 min,movie,8.1,46
8571,,,,
8572,134 min,movie,7.6,"15,106"
8573,,,,
8574,,,,
8575,82 min,movie,4.6,375
8576,,,,
8577,92 min,movie,6.1,"1,070"
8578,109 min,movie,6.3,"2,600"
8579,90 min,movie,5.8,287
8580,,,,
8581,88 min,movie,8.2,"8,980"
8582,,,,
8583,,,,
8584,94 min,movie,7.1,"32,278"
8585,88 min,movie,6.9,"183,396"
8586,108 min,movie,7.6,"27,070"
8587,75 min,movie,7.8,16
8588,172 min,movie,7.2,833
8589,100 min,movie,5.9,"7,811"
8590,90 min,movie,5.2,"3,630"
8591,,,,
8592,90 min,movie,6.9,298
8593,90 min,movie,5.3,506
8594,,,,
8595,92 min,movie,6.6,"3,534"
8596,30 min,series,5.5,13
8597,,,,
8598,,,,
8599,31 min,movie,8.4,7
8600,,,,
8601,,,,
8602,,,,
8603,109 min,movie,6.9,"16,174"
8604,80 min,movie,6.9,"2,721"
8605,86 min,movie,7.0,"6,757"
8606,,,,
8607,,,,
8608,79 min,movie,6.7,"5,734"
8609,140 min,movie,8.4,"3,289"
8610,,,,
8611,,,,
8612,4 min,movie,N/A,N/A
8613,141 min,movie,8.0,"53,070"
8614,120 min,movie,5.7,695
8615,,,,
8616,114 min,movie,8.1,247
8617,,,,
8618,,,,
8619,91 min,movie,7.0,"47,818"
8620,72 min,movie,6.6,35
8621,123 min,movie,6.9,"18,230"
8622,,,,
8623,107 min,movie,5.5,"8,207"
8624,,,,
8625,,,,
8626,161 min,movie,7.4,"3,851"
8627,,,,
8628,149 min,series,5.0,125
8629,101 min,movie,6.4,"2,124"
8630,92 min,movie,5.9,"13,361"
8631,,,,
8632,,,,
8633,,,,
8634,91 min,movie,7.8,"21,847"
8635,104 min,movie,5.5,"13,531"
8636,117 min,movie,5.5,"126,081"
8637,,,,
8638,180 min,series,6.0,"4,609"
8639,,,,
8640,,,,
8641,97 min,movie,5.9,"31,187"
8642,89 min,movie,5.5,179
8643,97 min,movie,5.7,"35,198"
8644,141 min,movie,8.1,"778,267"
8645,93 min,movie,4.1,"3,532"
8646,60 min,movie,8.2,43
8647,,,,
8648,92 min,movie,4.5,203
8649,158 min,movie,5.1,998
8650,,,,
8651,103 min,movie,6.7,"141,598"
8652,107 min,movie,7.2,"28,295"
8653,86 min,movie,7.1,"3,563"
8654,,,,
8655,90 min,movie,6.3,43
8656,105 min,movie,6.6,"4,102"
8657,,,,
8658,,,,
8659,76 min,movie,7.3,"1,869"
8660,74 min,movie,7.6,332
8661,,,,
8662,,,,
8663,95 min,movie,4.9,376
8664,,,,
8665,100 min,movie,6.7,343
8666,125 min,movie,8.4,"192,264"
8667,,,,
8668,,,,
8669,133 min,movie,6.4,"48,796"
8670,,,,
8671,106 min,movie,6.6,"1,515"
8672,108 min,movie,5.9,839
8673,,,,
8674,,,,
8675,75 min,movie,8.1,"1,402"
8676,,,,
8677,125 min,movie,8.3,"152,809"
8678,,,,
8679,108 min,movie,6.2,"9,882"
8680,,,,
8681,106 min,movie,7.6,"3,007"
8682,130 min,movie,7.0,"99,952"
8683,25 min,movie,8.2,"15,399"
8684,95 min,movie,6.8,744
8685,99 min,movie,7.4,"9,391"
8686,,,,
8687,142 min,movie,6.5,"613,768"
8688,,,,
8689,92 min,movie,5.6,"2,395"
8690,41 min,movie,6.6,28
8691,,,,
8692,,,,
8693,,,,
8694,161 min,movie,6.4,347
8695,,,,
8696,100 min,movie,5.1,"1,574"
8697,95 min,movie,6.4,606
8698,170 min,series,5.4,"1,661"
8699,110 min,movie,6.7,"27,132"
8700,106 min,movie,7.1,"6,484"
8701,94 min,movie,6.3,"1,588"
8702,,,,
8703,,,,
8704,,,,
8705,115 min,movie,6.2,"2,642"
8706,,,,
8707,169 min,movie,9.1,302
8708,72 min,movie,7.2,"6,445"
8709,98 min,movie,5.9,"2,899"
8710,81 min,movie,3.3,"1,169"
8711,,,,
8712,94 min,movie,7.1,"8,518"
8713,,,,
8714,120 min,movie,4.2,269
8715,,,,
8716,,,,
8717,115 min,movie,7.4,"112,945"
8718,105 min,movie,6.2,801
8719,,,,
8720,,,,
8721,100 min,movie,5.9,474
8722,94 min,movie,7.2,"30,114"
8723,,,,
8724,N/A,movie,6.8,55
8725,91 min,movie,6.1,913
8726,,,,
8727,101 min,movie,6.5,"1,080"
8728,95 min,movie,6.1,"18,897"
8729,89 min,movie,4.9,"2,592"
8730,,,,
8731,,,,
8732,105 min,movie,6.9,"1,032"
8733,30 min,series,6.5,"7,573"
8734,89 min,movie,3.6,80
8735,75 min,movie,6.2,491
8736,,,,
8737,,,,
8738,,,,
8739,75 min,movie,6.0,121
8740,,,,
