,time,type,rate,votes
2642,104 min,movie,5.1,380
2643,7 min,movie,5.0,11
2644,155 min,movie,7.8,"5,251"
2645,92 min,movie,6.1,"2,908"
2646,120 min,movie,4.1,569
2647,64 min,movie,N/A,N/A
2648,23 min,movie,7.6,"1,432"
2649,,,,
2650,83 min,movie,5.9,"4,021"
2651,46 min,movie,7.1,"5,778"
2652,108 min,movie,7.3,"2,153"
2653,,,,
2654,,,,
2655,100 min,movie,6.3,"1,119"
2656,89 min,movie,5.0,"4,327"
2657,105 min,movie,6.8,"1,311"
2658,93 min,movie,4.0,"2,165"
2659,81 min,movie,7.3,289
2660,95 min,movie,7.6,"185,228"
2661,97 min,movie,5.6,382
2662,140 min,movie,7.4,"6,605"
2663,98 min,movie,6.3,887
2664,107 min,movie,6.2,480
2665,,,,
2666,152 min,movie,5.9,"2,256"
2667,95 min,movie,5.9,"1,559"
2668,93 min,movie,4.8,"6,442"
2669,90 min,movie,9.0,170
2670,,,,
2671,,,,
2672,100 min,movie,4.0,62
2673,219 min,movie,6.8,"12,995"
2674,100 min,movie,7.0,"5,637"
2675,99 min,movie,6.2,"77,199"
2676,,,,
2677,84 min,movie,7.5,"14,390"
2678,,,,
2679,92 min,movie,6.6,"3,122"
2680,,,,
2681,104 min,movie,N/A,N/A
2682,,,,
2683,,,,
2684,94 min,movie,6.9,"6,462"
2685,111 min,movie,5.7,"2,590"
2686,96 min,movie,6.2,667
2687,206 min,series,7.6,"2,468"
2688,60 min,series,8.7,"6,016"
2689,,,,
2690,78 min,movie,7.3,"170,029"
2691,,,,
2692,544 min,series,7.0,"2,014"
2693,93 min,movie,4.7,"1,097"
2694,,,,
2695,,,,
2696,102 min,movie,7.1,"1,666"
2697,,,,
2698,95 min,movie,6.3,"11,109"
2699,137 min,movie,6.5,"32,237"
2700,180 min,movie,8.7,882
2701,90 min,movie,7.7,"20,281"
2702,,,,
2703,,,,
2704,152 min,movie,8.3,"1,396"
2705,93 min,movie,6.3,"51,596"
2706,,,,
2707,91 min,movie,7.1,"4,359"
2708,,,,
2709,94 min,movie,3.5,"2,374"
2710,,,,
2711,82 min,movie,6.5,"22,883"
2712,,,,
2713,65 min,movie,4.2,"7,721"
2714,64 min,movie,3.9,"1,356"
2715,92 min,movie,5.3,"1,724"
2716,,,,
2717,98 min,movie,6.2,440
2718,,,,
2719,,,,
2720,94 min,movie,5.1,475
2721,88 min,movie,5.9,617
2722,237 min,movie,6.2,699
2723,,,,
2724,,,,
2725,,,,
2726,240 min,series,8.1,249
2727,,,,
2728,,,,
2729,,,,
2730,128 min,movie,5.8,448
2731,104 min,movie,5.3,"29,105"
2732,177 min,movie,7.2,"4,414"
2733,,,,
2734,122 min,movie,6.8,"143,148"
2735,,,,
2736,,,,
2737,75 min,movie,4.7,"3,277"
2738,100 min,movie,5.2,"3,622"
2739,,,,
2740,,,,
2741,207 min,movie,5.4,"1,731"
2742,,,,
2743,150 min,movie,8.5,"691,300"
2744,89 min,movie,6.6,245
2745,44 min,movie,N/A,N/A
2746,91 min,movie,5.4,"1,442"
2747,,,,
2748,,,,
2749,86 min,movie,6.2,"2,284"
2750,,,,
2751,,,,
2752,94 min,movie,7.3,"1,398"
2753,93 min,movie,6.8,710
2754,50 min,series,9.1,"3,678"
2755,121 min,movie,7.1,"16,264"
2756,30 min,series,8.2,975
2757,96 min,movie,6.6,"26,663"
2758,,,,
2759,,,,
2760,,,,
2761,62 min,movie,6.3,98
2762,,,,
2763,112 min,movie,5.7,"2,769"
2764,,,,
2765,,,,
2766,135 min,movie,5.1,981
2767,177 min,movie,7.5,"4,067"
2768,111 min,movie,6.6,"1,946"
2769,110 min,movie,8.0,508
2770,,,,
2771,90 min,movie,7.2,"57,248"
2772,93 min,movie,6.4,"1,298"
2773,89 min,movie,5.9,"2,503"
2774,51 min,movie,6.2,32
2775,85 min,movie,5.8,"24,771"
2776,,,,
2777,100 min,movie,6.3,60
2778,,,,
2779,,,,
2780,100 min,movie,7.6,"181,887"
2781,N/A,series,4.4,53
2782,178 min,movie,8.3,"927,898"
2783,96 min,movie,6.9,"89,166"
2784,132 min,movie,6.6,"3,705"
2785,95 min,movie,4.3,618
2786,118 min,movie,6.7,"1,483"
2787,,,,
2788,N/A,movie,8.0,20
2789,96 min,movie,5.9,"1,481"
2790,90 min,movie,2.7,545
2791,73 min,movie,5.7,"2,772"
2792,133 min,movie,8.2,"1,050"
2793,,,,
2794,82 min,movie,7.1,"8,859"
2795,,,,
2796,,,,
2797,90 min,movie,N/A,N/A
2798,91 min,movie,6.0,"4,208"
2799,,,,
2800,90 min,movie,6.9,"101,039"
2801,89 min,movie,4.0,"7,061"
2802,,,,
2803,327 min,series,8.9,"71,868"
2804,87 min,movie,6.3,"17,463"
2805,,,,
2806,90 min,movie,4.8,"1,903"
2807,,,,
2808,95 min,movie,6.7,"2,919"
2809,105 min,movie,5.5,"15,804"
2810,89 min,movie,5.9,210
2811,,,,
2812,48 min,movie,6.7,"11,646"
2813,106 min,movie,7.4,"53,460"
2814,88 min,movie,6.5,"1,740"
2815,100 min,movie,5.0,590
2816,,,,
2817,8 min,movie,8.3,44
2818,,,,
2819,100 min,movie,5.1,"1,640"
2820,N/A,movie,N/A,N/A
2821,111 min,movie,6.5,829
2822,,,,
2823,99 min,movie,6.3,"11,693"
2824,,,,
2825,,,,
2826,100 min,movie,5.7,"1,388"
2827,,,,
2828,95 min,movie,4.4,"1,016"
2829,,,,
2830,96 min,movie,6.4,72
2831,100 min,movie,6.8,"7,302"
2832,93 min,movie,6.3,"1,036"
2833,,,,
2834,102 min,movie,6.1,"5,131"
2835,43 min,movie,8.1,33
2836,,,,
2837,,,,
2838,,,,
2839,,,,
2840,99 min,movie,4.7,197
2841,116 min,movie,6.5,"9,117"
2842,105 min,movie,4.5,997
2843,97 min,movie,5.8,"21,019"
2844,89 min,movie,4.7,125
2845,91 min,movie,6.4,694
2846,,,,
2847,107 min,movie,7.3,"1,766"
2848,134 min,movie,8.0,"72,630"
2849,,,,
2850,,,,
2851,113 min,movie,7.6,"162,728"
2852,,,,
2853,103 min,movie,5.5,"4,729"
2854,93 min,movie,6.3,"137,074"
2855,102 min,movie,7.1,"3,886"
2856,106 min,movie,6.8,"3,495"
2857,112 min,movie,7.6,"13,816"
2858,,,,
2859,,,,
2860,93 min,movie,5.2,"1,208"
2861,,,,
2862,118 min,movie,8.6,"1,205,175"
2863,,,,
2864,,,,
2865,3 h 48 min,movie,N/A,N/A
2866,126 min,movie,6.3,"34,557"
2867,90 min,movie,6.6,694
2868,93 min,movie,5.5,"3,108"
2869,85 min,movie,6.0,512
2870,,,,
2871,71 min,movie,4.1,66
2872,56 min,movie,7.3,357
2873,88 min,movie,6.5,"15,807"
2874,97 min,movie,6.9,"207,873"
2875,90 min,movie,4.9,44
2876,100 min,movie,6.1,"22,844"
2877,,,,
2878,,,,
2879,115 min,movie,8.8,16
2880,119 min,movie,6.9,"7,775"
2881,,,,
2882,121 min,movie,6.8,"14,224"
2883,98 min,movie,5.4,"3,264"
2884,106 min,movie,6.5,"2,941"
2885,103 min,movie,6.6,"1,850"
2886,,,,
2887,125 min,movie,8.7,"1,085"
2888,100 min,movie,5.7,508
2889,80 min,movie,7.2,"3,528"
2890,,,,
2891,,,,
2892,30 min,series,6.3,"2,041"
2893,,,,
2894,175 min,movie,8.8,"1,446"
2895,,,,
2896,131 min,movie,7.4,"11,514"
2897,106 min,movie,6.4,"88,685"
2898,128 min,movie,6.2,867
2899,105 min,movie,7.9,"4,231"
2900,116 min,movie,7.0,"22,596"
2901,,,,
2902,65 min,movie,7.9,55
2903,115 min,movie,7.5,"5,195"
2904,,,,
2905,94 min,movie,7.1,"17,652"
2906,,,,
2907,,,,
2908,,,,
2909,111 min,movie,6.1,504
2910,102 min,movie,7.0,884
2911,92 min,movie,5.2,825
2912,,,,
2913,106 min,movie,7.7,"194,167"
2914,,,,
2915,240 min,series,7.0,578
2916,110 min,movie,7.0,"19,878"
2917,,,,
2918,88 min,movie,4.7,790
2919,98 min,movie,7.0,817
2920,110 min,movie,6.2,"13,014"
2921,,,,
2922,103 min,movie,7.2,"83,648"
2923,88 min,movie,4.6,711
2924,100 min,movie,4.4,"1,007"
2925,103 min,movie,6.2,682
2926,,,,
2927,,,,
2928,,,,
2929,100 min,movie,5.0,"1,186"
2930,72 min,movie,6.6,739
2931,104 min,movie,5.2,"1,468"
2932,,,,
2933,,,,
2934,,,,
2935,84 min,movie,6.5,"2,777"
2936,,,,
2937,85 min,movie,6.1,"14,336"
2938,,,,
2939,125 min,movie,4.9,"3,813"
2940,97 min,movie,6.8,"90,364"
2941,104 min,movie,7.6,"3,390"
2942,,,,
2943,,,,
2944,170 min,movie,8.3,"23,167"
2945,122 min,movie,6.1,"14,614"
2946,,,,
2947,,,,
2948,101 min,movie,4.7,"1,465"
2949,105 min,movie,5.6,"3,003"
2950,,,,
2951,101 min,movie,6.3,"2,062"
2952,127 min,movie,5.6,"1,473"
2953,102 min,movie,7.1,"46,435"
2954,92 min,movie,7.4,"8,363"
2955,118 min,movie,7.6,"31,023"
2956,84 min,movie,4.8,611
2957,,,,
2958,119 min,movie,7.1,"1,442"
2959,,,,
2960,104 min,movie,6.2,"96,604"
2961,95 min,movie,5.2,"8,576"
2962,90 min,movie,6.8,"9,141"
2963,85 min,movie,7.5,"7,622"
2964,107 min,movie,7.4,"3,619"
2965,96 min,movie,8.2,"153,581"
2966,158 min,movie,6.2,"7,103"
2967,94 min,movie,6.7,"25,726"
2968,98 min,movie,6.4,769
2969,109 min,movie,6.3,222
2970,,,,
2971,120 min,movie,6.3,135
2972,,,,
2973,60 min,movie,6.0,666
2974,90 min,movie,4.9,"7,662"
2975,,,,
2976,,,,
2977,85 min,movie,5.3,"1,231"
2978,,,,
2979,,,,
2980,88 min,movie,6.9,"5,319"
2981,,,,
2982,,,,
2983,75 min,movie,7.1,21
2984,,,,
2985,,,,
2986,95 min,movie,7.5,"34,488"
2987,,,,
2988,97 min,movie,5.8,"6,237"
2989,87 min,movie,7.1,"24,216"
2990,,,,
2991,,,,
2992,104 min,movie,6.7,"98,315"
2993,96 min,movie,6.6,577
2994,,,,
2995,110 min,movie,6.1,202
2996,25 min,movie,6.0,5
2997,100 min,movie,6.9,"1,644"
2998,,,,
2999,91 min,movie,3.2,488
3000,97 min,movie,5.6,"5,994"
3001,86 min,movie,7.2,50
3002,146 min,movie,6.3,"4,114"
3003,,,,
3004,,,,
3005,,,,
3006,53 min,movie,5.3,283
3007,50 min,movie,6.0,26
3008,,,,
3009,121 min,movie,6.6,"4,942"
3010,,,,
3011,88 min,movie,4.4,298
3012,,,,
3013,88 min,movie,7.0,"49,444"
3014,,,,
3015,95 min,movie,6.2,"30,367"
3016,168 min,movie,8.8,128
3017,117 min,movie,6.7,"54,843"
3018,,,,
3019,,,,
3020,,,,
3021,90 min,movie,2.0,"35,323"
3022,,,,
3023,,,,
3024,97 min,movie,6.5,"2,603"
3025,106 min,movie,7.0,"1,067"
3026,107 min,movie,6.9,"3,790"
3027,,,,
3028,N/A,movie,7.4,53
3029,,,,
3030,183 min,series,6.9,"8,183"
3031,,,,
3032,,,,
3033,,,,
3034,,,,
3035,109 min,movie,6.3,"4,091"
3036,,,,
3037,,,,
3038,106 min,movie,7.2,"3,012"
3039,,,,
3040,30 min,series,6.9,"1,145"
3041,,,,
3042,97 min,movie,5.6,717
3043,109 min,movie,6.1,"14,031"
3044,115 min,movie,7.3,"4,462"
3045,104 min,movie,5.6,"4,051"
3046,,,,
3047,114 min,movie,6.8,"20,963"
3048,120 min,movie,6.1,"5,818"
3049,89 min,movie,5.2,"3,922"
3050,,,,
3051,,,,
3052,,,,
3053,,,,
3054,108 min,movie,7.4,"13,829"
3055,,,,
3056,,,,
3057,,,,
3058,112 min,movie,7.6,"112,195"
3059,103 min,movie,5.9,"1,148"
3060,90 min,movie,7.4,5
3061,N/A,movie,8.3,55
3062,96 min,movie,7.8,"1,209"
3063,97 min,movie,6.0,"18,952"
3064,95 min,movie,5.0,83
3065,85 min,movie,6.0,917
3066,99 min,movie,6.2,865
3067,,,,
3068,30 min,series,6.6,199
3069,64 min,movie,6.1,26
3070,81 min,movie,6.7,520
3071,118 min,movie,7.1,"21,008"
3072,87 min,movie,7.0,"2,632"
3073,,,,
3074,,,,
3075,,,,
3076,103 min,movie,5.2,"1,587"
3077,100 min,movie,4.9,"10,344"
3078,,,,
3079,,,,
3080,103 min,movie,6.6,"2,763"
3081,,,,
3082,107 min,movie,7.0,"5,078"
3083,97 min,movie,6.5,151
3084,125 min,movie,6.6,"21,325"
3085,90 min,movie,5.3,"95,102"
3086,118 min,movie,5.9,"11,031"
3087,180 min,movie,4.5,926
3088,,,,
3089,,,,
3090,89 min,movie,5.1,"37,178"
3091,75 min,movie,6.3,454
3092,83 min,movie,4.5,"1,927"
3093,98 min,movie,5.9,"30,648"
3094,94 min,movie,4.6,653
3095,120 min,movie,7.3,"20,437"
3096,,,,
3097,,,,
3098,104 min,movie,5.4,"21,281"
3099,,,,
3100,50 min,movie,7.7,204
3101,95 min,movie,4.5,"1,779"
3102,,,,
3103,80 min,movie,4.7,396
3104,89 min,movie,3.9,472
3105,90 min,movie,6.0,"1,487"
3106,127 min,movie,7.0,"187,720"
3107,,,,
3108,105 min,movie,7.1,157
3109,71 min,movie,5.0,"7,944"
3110,90 min,movie,6.9,68
3111,106 min,movie,6.0,"1,541"
3112,,,,
3113,108 min,movie,5.9,"77,599"
3114,,,,
3115,210 min,movie,7.4,"42,387"
3116,105 min,movie,7.3,"5,299"
3117,,,,
3118,135 min,movie,5.1,91
3119,,,,
3120,118 min,movie,8.2,"24,042"
3121,,,,
3122,,,,
3123,98 min,movie,4.3,763
3124,98 min,movie,7.0,"5,909"
3125,,,,
3126,86 min,movie,5.9,"1,480"
3127,106 min,movie,4.3,"8,048"
3128,115 min,movie,7.0,"40,775"
3129,90 min,movie,6.3,"1,969"
3130,,,,
3131,157 min,movie,6.8,"1,195"
3132,97 min,movie,5.2,"2,615"
3133,,,,
3134,107 min,movie,6.7,"2,312"
3135,118 min,movie,6.7,"27,689"
3136,,,,
3137,421 min,movie,7.3,"3,976"
3138,113 min,movie,5.9,"160,853"
3139,95 min,movie,7.6,"4,390"
3140,82 min,movie,2.3,"1,066"
3141,,,,
3142,27 min,movie,5.6,5
3143,173 min,series,6.0,"3,132"
3144,,,,
3145,114 min,movie,6.8,"2,482"
3146,100 min,movie,6.1,"1,613"
3147,,,,
3148,162 min,movie,7.4,"172,225"
3149,120 min,movie,7.2,865
3150,,,,
3151,96 min,movie,6.9,"191,199"
3152,,,,
3153,197 min,movie,8.0,"67,032"
3154,,,,
3155,50 min,series,7.8,"3,669"
3156,117 min,movie,6.1,"1,441"
3157,108 min,movie,8.2,"7,611"
3158,,,,
3159,97 min,movie,6.7,"21,933"
3160,100 min,movie,6.2,"13,853"
3161,83 min,movie,5.3,"144,669"
3162,96 min,movie,6.2,"2,056"
3163,60 min,series,8.6,"11,393"
3164,106 min,movie,7.4,"4,271"
3165,110 min,movie,7.4,"62,032"
3166,,,,
3167,,,,
3168,,,,
3169,,,,
3170,116 min,movie,7.4,"4,134"
3171,,,,
3172,,,,
3173,75 min,series,8.5,894
3174,85 min,movie,5.2,"12,232"
3175,,,,
3176,101 min,movie,7.3,"7,450"
3177,,,,
3178,,,,
3179,,,,
3180,,,,
3181,76 min,movie,7.8,"22,149"
3182,109 min,movie,6.9,"33,014"
3183,,,,
3184,91 min,movie,7.0,"4,647"
3185,,,,
3186,,,,
3187,,,,
3188,103 min,movie,6.1,"10,374"
3189,94 min,movie,4.0,375
3190,140 min,movie,6.8,"12,711"
3191,81 min,movie,3.7,318
3192,110 min,movie,5.6,"36,645"
3193,,,,
3194,,,,
3195,,,,
3196,84 min,movie,5.1,"3,821"
3197,120 min,movie,5.9,"81,387"
3198,99 min,movie,6.9,"124,742"
3199,89 min,movie,3.7,469
3200,111 min,movie,7.5,"10,030"
3201,,,,
3202,80 min,movie,6.1,894
3203,,,,
3204,89 min,movie,4.3,796
3205,104 min,movie,5.6,"1,147"
3206,,,,
3207,,,,
3208,,,,
3209,98 min,movie,6.7,910
3210,101 min,movie,5.4,"31,532"
3211,,,,
3212,87 min,movie,8.5,737
3213,78 min,movie,4.2,75
3214,,,,
3215,93 min,movie,6.9,970
3216,119 min,movie,7.2,"14,316"
3217,104 min,movie,5.8,"4,410"
3218,135 min,movie,6.7,"20,730"
3219,,,,
3220,,,,
3221,,,,
3222,96 min,movie,6.2,"14,998"
3223,,,,
3224,152 min,movie,8.0,"55,217"
3225,96 min,movie,6.6,"67,019"
3226,102 min,movie,7.9,"52,776"
3227,119 min,movie,6.6,"1,884"
3228,100 min,movie,5.6,"3,128"
3229,250 min,series,6.6,"5,345"
3230,,,,
3231,94 min,movie,6.6,"1,037"
3232,96 min,movie,6.8,"39,646"
3233,,,,
3234,,,,
3235,,,,
3236,,,,
3237,,,,
3238,,,,
3239,,,,
3240,91 min,movie,7.3,"7,332"
3241,75 min,movie,4.6,9
3242,97 min,movie,6.4,"1,645"
3243,94 min,movie,6.8,534
3244,,,,
3245,144 min,movie,7.2,"8,904"
3246,88 min,movie,4.4,390
3247,,,,
3248,75 min,movie,6.3,"3,448"
3249,90 min,movie,5.2,501
3250,,,,
3251,,,,
3252,110 min,movie,6.3,547
3253,,,,
3254,103 min,movie,5.3,"202,310"
3255,,,,
3256,102 min,movie,6.7,"40,454"
3257,,,,
3258,88 min,movie,4.5,"1,850"
3259,,,,
3260,110 min,movie,7.7,"5,383"
3261,,,,
3262,,,,
3263,,,,
3264,113 min,movie,6.0,"2,641"
3265,110 min,movie,6.9,"24,308"
3266,,,,
3267,106 min,movie,7.2,"33,520"
3268,95 min,movie,6.5,"30,090"
3269,178 min,movie,7.8,"50,468"
3270,106 min,movie,6.7,432
3271,86 min,movie,7.0,959
3272,127 min,movie,6.2,"2,788"
3273,,,,
3274,82 min,movie,6.7,"56,364"
3275,,,,
3276,157 min,movie,7.4,"11,941"
3277,,,,
3278,,,,
3279,75 min,movie,6.9,761
3280,,,,
3281,,,,
3282,127 min,movie,7.5,"174,024"
3283,,,,
3284,,,,
3285,90 min,movie,6.9,"42,322"
3286,,,,
3287,,,,
3288,,,,
3289,98 min,movie,6.9,617
3290,202 min,movie,9.0,"1,072,495"
3291,78 min,movie,7.4,752
3292,85 min,movie,6.9,980
3293,,,,
3294,,,,
3295,96 min,movie,5.5,"9,653"
3296,N/A,movie,N/A,N/A
3297,,,,
3298,54 min,movie,4.7,301
3299,,,,
3300,,,,
3301,135 min,movie,7.9,"13,702"
3302,93 min,movie,6.7,"1,201"
3303,,,,
3304,91 min,movie,6.4,"4,920"
3305,100 min,movie,6.1,"2,548"
3306,99 min,movie,6.2,"6,998"
3307,,,,
3308,91 min,movie,7.1,56
3309,124 min,movie,6.8,"51,784"
3310,93 min,movie,6.6,"15,836"
3311,87 min,movie,4.2,811
3312,116 min,movie,6.1,"52,129"
3313,,,,
3314,98 min,movie,6.0,"4,778"
3315,100 min,movie,8.0,"144,401"
3316,,,,
3317,110 min,movie,6.7,"1,493"
3318,96 min,movie,7.9,165
3319,77 min,movie,4.9,"1,780"
3320,101 min,movie,7.0,"166,585"
3321,100 min,movie,5.5,"12,007"
3322,,,,
3323,,,,
3324,,,,
3325,99 min,movie,5.3,"2,318"
3326,107 min,movie,5.7,"46,491"
3327,,,,
3328,,,,
3329,94 min,movie,8.5,190
3330,300 min,series,7.8,53
3331,82 min,movie,7.0,"32,848"
3332,,,,
3333,108 min,movie,6.5,"235,251"
3334,,,,
3335,,,,
3336,95 min,movie,6.2,"5,325"
3337,120 min,movie,3.4,"1,007"
3338,60 min,movie,8.2,96
3339,,,,
3340,97 min,movie,6.1,469
3341,,,,
3342,143 min,movie,7.8,"35,655"
3343,,,,
3344,89 min,movie,5.6,"3,648"
3345,,,,
3346,,,,
3347,94 min,movie,5.4,"42,136"
3348,,,,
3349,,,,
3350,104 min,movie,5.8,"36,470"
3351,,,,
3352,,,,
3353,,,,
3354,,,,
3355,112 min,movie,7.4,"51,771"
3356,116 min,movie,6.1,862
3357,,,,
3358,,,,
3359,,,,
3360,,,,
3361,N/A,movie,3.0,41
3362,,,,
3363,86 min,movie,2.1,874
3364,128 min,movie,6.5,"113,795"
3365,,,,
3366,,,,
3367,115 min,movie,6.9,"7,482"
3368,125 min,movie,6.8,"100,083"
3369,93 min,movie,7.2,"5,263"
3370,100 min,movie,5.9,399
3371,60 min,movie,7.0,40
3372,,,,
3373,160 min,movie,7.8,"3,952"
3374,,,,
3375,104 min,movie,6.7,"5,812"
3376,116 min,movie,7.1,"12,132"
3377,,,,
3378,77 min,movie,6.7,106
3379,145 min,movie,7.2,"64,927"
3380,,,,
3381,,,,
3382,84 min,movie,7.5,"4,717"
3383,,,,
3384,300 min,series,7.7,"2,798"
3385,113 min,movie,7.6,"363,892"
3386,100 min,movie,4.8,513
3387,197 min,movie,7.8,"13,170"
3388,86 min,movie,5.4,"1,937"
3389,84 min,movie,7.8,"6,483"
3390,,,,
3391,86 min,movie,6.4,"1,003"
3392,91 min,movie,5.8,"1,453"
3393,90 min,movie,6.2,"7,471"
3394,,,,
3395,,,,
3396,70 min,movie,7.4,130
3397,94 min,movie,5.5,"12,724"
3398,88 min,movie,6.1,"2,270"
3399,,,,
3400,,,,
3401,90 min,movie,7.3,"4,099"
3402,,,,
3403,208 min,movie,6.7,"8,326"
3404,,,,
3405,,,,
3406,95 min,movie,7.1,247
3407,,,,
3408,101 min,movie,6.6,"9,545"
3409,,,,
3410,,,,
3411,90 min,movie,6.0,488
3412,,,,
3413,90 min,movie,7.7,"4,674"
3414,81 min,movie,6.7,"160,918"
3415,135 min,movie,4.8,779
3416,106 min,movie,5.4,"35,462"
3417,92 min,movie,7.4,"1,565"
3418,107 min,movie,5.6,"46,622"
3419,,,,
3420,119 min,movie,6.8,"13,334"
3421,122 min,movie,7.4,"3,813"
3422,,,,
3423,158 min,movie,7.7,"49,280"
3424,92 min,movie,4.4,"2,674"
3425,,,,
3426,299 min,movie,7.4,681
3427,88 min,movie,6.2,"332,078"
3428,,,,
3429,116 min,movie,7.2,"1,383"
3430,48 min,movie,7.5,6
3431,60 min,movie,8.6,252
3432,118 min,movie,6.7,"1,999"
3433,102 min,movie,6.3,"42,905"
3434,119 min,movie,6.4,"73,030"
3435,,,,
3436,104 min,movie,5.1,"1,217"
3437,361 min,series,7.2,"30,624"
3438,,,,
3439,87 min,movie,7.4,11
3440,87 min,movie,6.2,"3,906"
3441,95 min,movie,5.6,"34,653"
3442,,,,
3443,102 min,movie,5.6,"3,748"
3444,,,,
3445,,,,
3446,,,,
3447,,,,
3448,95 min,movie,5.5,355
3449,88 min,movie,6.0,"3,273"
3450,,,,
3451,134 min,movie,7.2,"20,003"
3452,,,,
3453,75 min,movie,6.8,"15,896"
3454,,,,
3455,95 min,movie,5.2,"2,170"
3456,,,,
3457,,,,
3458,,,,
3459,,,,
3460,82 min,movie,3.8,"1,234"
3461,,,,
3462,,,,
3463,97 min,movie,7.3,"283,945"
3464,97 min,movie,6.0,"1,754"
3465,,,,
3466,88 min,movie,5.5,"104,558"
3467,90 min,movie,5.6,"1,036"
3468,N/A,movie,8.4,103
3469,92 min,movie,8.0,"78,095"
3470,120 min,movie,7.2,"5,689"
3471,,,,
3472,,,,
3473,120 min,movie,6.8,585
3474,106 min,movie,7.0,275
3475,132 min,movie,7.8,"5,080"
3476,,,,
3477,,,,
3478,115 min,movie,6.7,"26,777"
3479,95 min,movie,4.1,285
3480,97 min,movie,6.6,"7,132"
3481,101 min,movie,7.0,"35,351"
3482,,,,
3483,,,,
3484,98 min,movie,6.4,610
3485,,,,
3486,88 min,movie,7.5,697
3487,,,,
3488,87 min,movie,2.8,206
3489,110 min,movie,7.0,"55,917"
3490,91 min,movie,6.2,"5,499"
3491,60 min,movie,7.8,8
3492,,,,
3493,,,,
3494,102 min,movie,6.8,"2,899"
3495,76 min,movie,7.8,"40,571"
3496,108 min,movie,6.2,"50,640"
3497,60 min,series,5.9,276
3498,,,,
3499,,,,
3500,,,,
3501,,,,
3502,,,,
3503,,,,
3504,88 min,movie,6.0,"8,380"
3505,87 min,movie,4.6,"44,948"
3506,117 min,movie,7.3,"31,776"
3507,96 min,movie,5.5,"1,065"
3508,,,,
3509,,,,
3510,101 min,movie,7.2,"38,311"
3511,,,,
3512,,,,
3513,94 min,movie,7.6,"8,536"
3514,,,,
3515,132 min,movie,6.5,"16,030"
3516,110 min,movie,4.7,260
3517,374 min,series,8.5,452
3518,,,,
3519,84 min,movie,5.9,207
3520,102 min,movie,6.6,533
3521,,,,
3522,108 min,movie,6.1,"23,698"
3523,,,,
3524,,,,
3525,100 min,movie,5.4,"13,298"
3526,92 min,movie,6.5,"70,744"
3527,,,,
3528,,,,
3529,,,,
3530,,,,
3531,30 min,series,7.0,"1,151"
3532,90 min,movie,6.1,"7,265"
3533,,,,
3534,130 min,movie,7.4,"17,301"
3535,,,,
3536,,,,
3537,,,,
3538,123 min,movie,7.0,"22,279"
3539,,,,
3540,,,,
3541,,,,
3542,90 min,movie,7.5,"21,907"
3543,178 min,series,3.9,"1,775"
3544,105 min,movie,7.7,"30,216"
3545,,,,
3546,30 min,series,7.1,"2,265"
3547,,,,
3548,,,,
3549,,,,
3550,60 min,movie,6.3,82
3551,128 min,movie,6.4,"21,340"
3552,,,,
3553,,,,
