,time,type,rate,votes
11664,98 min,movie,6.3,"1,728"
11665,9 min,movie,N/A,N/A
11666,96 min,movie,6.2,"3,222"
11667,,,,
11668,80 min,movie,6.5,"1,446"
11669,,,,
11670,,,,
11671,,,,
11672,92 min,movie,5.6,"1,954"
11673,118 min,movie,5.8,"32,224"
11674,130 min,movie,7.7,"97,701"
11675,,,,
11676,108 min,movie,6.0,"1,886"
11677,99 min,movie,6.5,"172,259"
11678,101 min,movie,6.5,"7,818"
11679,108 min,movie,5.6,"12,589"
11680,97 min,movie,7.9,155
11681,106 min,movie,6.7,"2,875"
11682,,,,
11683,131 min,movie,5.2,"26,056"
11684,,,,
11685,,,,
11686,90 min,movie,1.5,"1,208"
11687,102 min,movie,3.9,"63,275"
11688,107 min,movie,7.3,"7,319"
11689,95 min,movie,6.3,"4,395"
11690,84 min,movie,3.9,"7,954"
11691,89 min,movie,7.2,441
11692,,,,
11693,86 min,movie,7.0,"1,053"
11694,,,,
11695,,,,
11696,102 min,movie,7.3,"143,129"
11697,125 min,movie,6.7,"3,819"
11698,,,,
11699,,,,
11700,90 min,movie,6.0,43
11701,150 min,movie,7.4,"243,252"
11702,92 min,movie,6.9,"19,105"
11703,,,,
11704,,,,
11705,,,,
11706,53 min,movie,7.4,10
11707,,,,
11708,101 min,movie,5.1,690
11709,154 min,movie,7.9,"2,809"
11710,,,,
11711,95 min,movie,5.8,94
11712,90 min,movie,6.4,593
11713,N/A,movie,7.3,7
11714,98 min,movie,8.1,"114,839"
11715,,,,
11716,75 min,movie,6.7,"10,424"
11717,92 min,movie,6.2,"40,208"
11718,,,,
11719,,,,
11720,105 min,movie,6.2,"6,012"
11721,45 min,series,7.3,58
11722,123 min,movie,6.6,"14,333"
11723,97 min,movie,4.5,280
11724,112 min,movie,6.6,"12,441"
11725,,,,
11726,,,,
11727,,,,
11728,,,,
11729,114 min,movie,6.6,464
11730,86 min,movie,8.0,97
11731,83 min,movie,6.0,395
11732,87 min,movie,5.1,"3,968"
11733,,,,
11734,104 min,movie,6.9,"1,408"
11735,107 min,movie,6.4,"3,447"
11736,,,,
11737,,,,
11738,N/A,movie,7.4,15
11739,110 min,movie,6.4,"11,172"
11740,135 min,movie,6.7,"20,730"
11741,,,,
11742,,,,
11743,93 min,movie,6.9,888
11744,,,,
11745,97 min,movie,4.7,"84,813"
11746,,,,
11747,,,,
11748,,,,
11749,78 min,movie,2.0,157
11750,96 min,movie,6.5,"4,457"
11751,92 min,movie,7.4,"73,817"
11752,120 min,movie,7.1,"48,449"
11753,,,,
11754,111 min,movie,7.6,"41,076"
11755,,,,
11756,91 min,movie,7.3,159
11757,89 min,movie,5.5,667
11758,,,,
11759,117 min,movie,6.8,"2,133"
11760,125 min,movie,8.6,"20,210"
11761,,,,
11762,,,,
11763,,,,
11764,105 min,movie,5.7,901
11765,96 min,movie,6.7,"10,710"
11766,,,,
11767,116 min,movie,4.5,"2,952"
11768,,,,
11769,104 min,movie,7.3,446
11770,96 min,movie,7.6,"11,260"
11771,134 min,movie,5.5,"86,234"
11772,,,,
11773,,,,
11774,,,,
11775,123 min,movie,5.5,"6,570"
11776,40 min,movie,5.8,101
11777,120 min,movie,7.1,636
11778,145 min,movie,5.0,22
11779,98 min,movie,7.0,"9,454"
11780,,,,
11781,118 min,movie,7.6,"428,694"
11782,,,,
11783,129 min,movie,7.3,"1,400"
11784,135 min,movie,7.5,11
11785,265 min,series,7.3,"1,988"
11786,,,,
11787,10 min,movie,4.2,50
11788,92 min,movie,2.7,311
11789,112 min,movie,6.5,"26,454"
11790,90 min,movie,4.3,332
11791,173 min,movie,7.2,"1,074"
11792,,,,
11793,62 min,movie,6.5,52
11794,,,,
11795,116 min,movie,6.2,"3,195"
11796,,,,
11797,,,,
11798,90 min,movie,3.1,"4,752"
11799,100 min,movie,7.2,306
11800,,,,
11801,,,,
11802,111 min,movie,8.0,"21,251"
11803,132 min,movie,5.4,"1,697"
11804,144 min,movie,6.4,"22,620"
11805,88 min,movie,4.9,"17,384"
11806,,,,
11807,,,,
11808,,,,
11809,67 min,movie,7.8,12
11810,,,,
11811,125 min,movie,5.6,"17,983"
11812,132 min,movie,8.1,"611,463"
11813,10 min,movie,N/A,N/A
11814,98 min,movie,7.6,"1,113"
11815,,,,
11816,,,,
11817,95 min,movie,6.3,"3,350"
11818,126 min,movie,7.3,"6,683"
11819,96 min,movie,5.1,969
11820,100 min,movie,6.3,"10,054"
11821,,,,
11822,95 min,movie,5.7,"5,089"
11823,,,,
11824,375 min,series,7.5,"2,083"
11825,68 min,movie,8.3,"104,490"
11826,92 min,movie,5.9,"9,077"
11827,94 min,movie,5.7,"1,039"
11828,,,,
11829,79 min,movie,6.7,"57,814"
11830,,,,
11831,,,,
11832,87 min,movie,7.0,"2,602"
11833,86 min,movie,6.4,"3,083"
11834,97 min,movie,6.8,166
11835,97 min,movie,6.5,458
11836,30 min,series,8.5,514
11837,102 min,movie,6.0,"45,155"
11838,106 min,movie,7.3,"1,521"
11839,60 min,movie,N/A,N/A
11840,107 min,movie,7.5,"30,580"
11841,115 min,movie,7.1,33
11842,149 min,movie,4.3,"2,206"
11843,,,,
11844,106 min,movie,7.0,"15,827"
11845,100 min,movie,7.2,"7,250"
11846,130 min,movie,6.7,"21,924"
11847,97 min,movie,7.5,911
11848,115 min,movie,5.8,"9,687"
11849,110 min,movie,7.8,"6,943"
11850,85 min,movie,3.4,"36,096"
11851,128 min,movie,7.2,"4,997"
11852,102 min,movie,5.2,"17,379"
11853,,,,
11854,121 min,movie,7.7,"11,744"
11855,111 min,movie,7.4,"10,624"
11856,168 min,movie,7.5,425
11857,,,,
11858,,,,
11859,111 min,movie,7.6,"114,029"
11860,,,,
11861,,,,
11862,,,,
11863,104 min,movie,5.5,"23,705"
11864,30 min,series,8.4,81
11865,97 min,movie,7.0,"16,143"
11866,,,,
11867,,,,
11868,,,,
11869,84 min,movie,5.4,138
11870,102 min,movie,7.7,48
11871,180 min,movie,6.9,"1,725"
11872,,,,
11873,106 min,movie,6.8,920
11874,125 min,movie,6.4,115
11875,120 min,movie,7.0,"47,799"
11876,,,,
11877,98 min,movie,5.6,"3,220"
11878,,,,
11879,,,,
11880,90 min,movie,7.6,"4,478"
11881,96 min,movie,6.2,"11,804"
11882,113 min,movie,7.7,"56,086"
11883,,,,
11884,,,,
11885,,,,
11886,98 min,movie,6.7,"54,679"
11887,80 min,movie,7.3,"17,681"
11888,128 min,movie,7.2,"88,786"
11889,114 min,movie,6.2,"4,418"
11890,113 min,movie,6.4,"6,504"
11891,83 min,movie,7.4,"8,210"
11892,100 min,movie,6.7,"3,286"
11893,90 min,movie,7.3,"2,363"
11894,,,,
11895,,,,
11896,,,,
11897,87 min,movie,4.0,"1,305"
11898,107 min,movie,7.3,"7,129"
11899,120 min,movie,8.0,"8,806"
11900,91 min,movie,7.1,"2,937"
11901,,,,
11902,94 min,movie,7.1,523
11903,,,,
11904,128 min,movie,7.7,"83,994"
11905,90 min,movie,4.4,200
11906,110 min,movie,6.9,"1,213"
11907,124 min,movie,7.8,"46,201"
11908,,,,
11909,97 min,movie,6.0,"15,581"
11910,84 min,movie,4.1,"26,418"
11911,125 min,movie,7.6,"23,085"
11912,140 min,movie,7.3,"26,182"
11913,128 min,movie,7.1,"5,728"
11914,,,,
11915,,,,
11916,,,,
11917,,,,
11918,98 min,movie,6.6,"6,467"
