,time,type,rate,votes
4672,93 min,movie,6.9,"1,399"
4673,74 min,movie,4.5,"2,514"
4674,82 min,movie,4.7,"3,044"
4675,,,,
4676,121 min,movie,6.1,"3,383"
4677,97 min,movie,4.3,"15,452"
4678,89 min,movie,5.7,"16,268"
4679,167 min,movie,6.8,"14,047"
4680,82 min,movie,7.1,"4,815"
4681,101 min,movie,7.0,"1,545"
4682,,,,
4683,135 min,movie,6.2,"53,892"
4684,,,,
4685,82 min,movie,5.7,"52,707"
4686,96 min,movie,5.8,"26,344"
4687,94 min,movie,2.3,"3,386"
4688,,,,
4689,102 min,movie,7.2,"3,221"
4690,128 min,movie,6.8,"7,596"
4691,,,,
4692,117 min,movie,6.8,"5,761"
4693,85 min,movie,4.6,"8,355"
4694,,,,
4695,111 min,movie,6.7,"7,065"
4696,,,,
4697,,,,
4698,129 min,movie,6.6,"361,596"
4699,,,,
4700,71 min,movie,5.7,"2,244"
4701,88 min,movie,4.7,"3,684"
4702,,,,
4703,100 min,movie,6.9,175
4704,104 min,movie,7.2,"5,409"
4705,112 min,movie,6.9,"50,190"
4706,,,,
4707,,,,
4708,,,,
4709,,,,
4710,99 min,movie,7.2,321
4711,,,,
4712,,,,
4713,72 min,movie,7.0,695
4714,50 min,series,6.9,112
4715,118 min,movie,6.6,"5,435"
4716,104 min,movie,6.6,"1,034"
4717,96 min,movie,5.3,"3,213"
4718,,,,
4719,,,,
4720,83 min,movie,8.4,891
4721,110 min,movie,8.0,"33,702"
4722,79 min,movie,7.2,"4,528"
4723,,,,
4724,192 min,movie,6.4,522
4725,,,,
4726,90 min,movie,5.8,515
4727,,,,
4728,,,,
4729,123 min,movie,6.6,736
4730,251 min,movie,5.6,"2,145"
4731,,,,
4732,,,,
4733,103 min,movie,7.8,"1,244"
4734,66 min,movie,7.8,19
4735,130 min,movie,6.0,"2,689"
4736,125 min,movie,7.2,"51,568"
4737,,,,
4738,,,,
4739,104 min,movie,6.3,"23,483"
4740,94 min,movie,6.0,"48,976"
4741,,,,
4742,,,,
4743,72 min,movie,7.5,211
4744,,,,
4745,105 min,movie,5.6,"34,089"
4746,104 min,movie,6.5,929
4747,96 min,movie,6.9,"4,969"
4748,,,,
4749,,,,
4750,,,,
4751,86 min,movie,6.7,"47,075"
4752,140 min,movie,8.0,"98,083"
4753,N/A,series,3.0,13
4754,113 min,movie,5.4,"1,601"
4755,,,,
4756,126 min,movie,6.4,558
4757,,,,
4758,,,,
4759,97 min,movie,6.4,"3,100"
4760,92 min,movie,5.9,211
4761,95 min,movie,6.3,"31,809"
4762,175 min,movie,5.4,"1,348"
4763,99 min,movie,4.7,712
4764,88 min,movie,7.2,"1,482"
4765,,,,
4766,87 min,movie,7.2,"12,797"
4767,97 min,movie,6.6,"5,025"
4768,,,,
4769,,,,
4770,119 min,movie,7.8,"18,228"
4771,83 min,movie,4.8,583
4772,,,,
4773,81 min,movie,7.4,"1,992"
4774,115 min,movie,6.5,"10,435"
4775,120 min,movie,7.5,"5,497"
4776,,,,
4777,87 min,movie,7.2,"78,840"
4778,99 min,movie,6.6,"43,989"
4779,105 min,movie,5.1,"5,598"
4780,,,,
4781,87 min,movie,5.8,"64,577"
4782,100 min,movie,4.7,"2,825"
4783,,,,
4784,,,,
4785,104 min,movie,7.1,"1,618"
4786,,,,
4787,,,,
4788,,,,
4789,,,,
4790,102 min,movie,6.7,"3,978"
4791,88 min,movie,7.4,"124,261"
4792,,,,
4793,106 min,movie,7.0,"3,978"
4794,,,,
4795,,,,
4796,,,,
4797,,,,
4798,,,,
4799,106 min,movie,5.9,"10,927"
4800,109 min,movie,6.6,952
4801,86 min,movie,5.0,"29,490"
4802,66 min,movie,7.1,"3,993"
4803,118 min,movie,7.0,"5,808"
4804,176 min,movie,6.7,"6,763"
4805,119 min,movie,7.9,"198,263"
4806,,,,
4807,,,,
4808,,,,
4809,92 min,movie,6.6,211
4810,90 min,movie,6.7,"3,279"
4811,167 min,movie,7.8,"1,854"
4812,,,,
4813,,,,
4814,150 min,series,7.5,320
4815,95 min,movie,7.4,"31,713"
4816,102 min,movie,6.4,"17,727"
4817,93 min,movie,5.2,"8,639"
4818,,,,
4819,,,,
4820,112 min,movie,7.0,"12,361"
4821,,,,
4822,,,,
4823,,,,
4824,,,,
4825,,,,
4826,103 min,movie,5.5,"1,910"
4827,14 min,movie,8.0,"1,034"
4828,92 min,movie,5.1,313
4829,99 min,movie,7.9,"494,273"
4830,,,,
4831,96 min,movie,7.1,"113,568"
4832,93 min,movie,4.1,642
4833,116 min,movie,5.6,"58,855"
4834,,,,
4835,120 min,series,6.4,257
4836,,,,
4837,,,,
4838,,,,
4839,98 min,movie,5.8,454
4840,85 min,movie,6.1,"3,748"
4841,96 min,movie,5.6,"107,028"
4842,,,,
4843,,,,
4844,,,,
4845,128 min,movie,6.6,"5,501"
4846,,,,
4847,122 min,movie,7.8,"116,118"
4848,,,,
4849,126 min,movie,6.8,"16,014"
4850,,,,
4851,,,,
4852,125 min,movie,6.8,"47,878"
4853,60 min,movie,7.9,30
4854,105 min,movie,7.9,245
4855,,,,
4856,96 min,movie,6.2,872
4857,99 min,movie,8.5,"2,411"
4858,92 min,movie,6.0,"1,271"
4859,40 min,series,6.9,167
4860,148 min,movie,5.0,173
4861,,,,
4862,126 min,movie,7.1,"50,494"
4863,,,,
4864,,,,
4865,,,,
4866,,,,
4867,113 min,movie,6.0,"68,643"
4868,,,,
4869,,,,
4870,104 min,movie,6.2,"31,866"
4871,81 min,movie,6.8,947
4872,120 min,movie,6.5,667
4873,,,,
4874,133 min,movie,7.2,"25,621"
4875,100 min,movie,7.2,538
4876,93 min,movie,6.0,"42,803"
4877,N/A,movie,8.0,11
4878,,,,
4879,90 min,movie,6.2,495
4880,,,,
4881,119 min,movie,8.0,"17,601"
4882,,,,
4883,129 min,movie,6.3,"113,857"
4884,,,,
4885,,,,
4886,96 min,movie,6.5,"5,134"
4887,90 min,movie,6.3,"28,273"
4888,93 min,movie,5.4,"5,967"
4889,86 min,movie,6.1,"2,349"
4890,104 min,movie,6.6,"4,533"
4891,94 min,movie,5.3,507
4892,,,,
4893,90 min,movie,5.0,294
4894,,,,
4895,91 min,movie,5.0,468
4896,178 min,movie,6.4,779
4897,74 min,movie,6.9,363
4898,136 min,movie,7.2,"5,760"
4899,,,,
4900,,,,
4901,177 min,movie,5.4,"1,467"
4902,109 min,movie,6.8,"18,237"
4903,178 min,movie,6.7,859
4904,104 min,movie,7.4,"37,047"
4905,87 min,movie,5.2,42
4906,84 min,movie,5.9,"120,933"
4907,100 min,movie,6.6,213
4908,,,,
4909,130 min,movie,7.2,"8,451"
4910,,,,
4911,80 min,movie,3.6,563
4912,123 min,movie,7.7,"14,775"
4913,107 min,movie,5.7,"3,561"
4914,101 min,movie,5.5,"46,270"
4915,30 min,series,7.7,745
4916,123 min,movie,6.8,"1,755"
4917,94 min,movie,3.1,"1,160"
4918,,,,
4919,,,,
4920,,,,
4921,,,,
4922,,,,
4923,90 min,movie,5.7,"9,669"
4924,,,,
4925,126 min,movie,7.3,"4,286"
4926,115 min,movie,6.7,"3,036"
4927,94 min,movie,6.7,"2,952"
4928,,,,
4929,,,,
4930,,,,
4931,104 min,movie,3.4,"106,750"
4932,116 min,movie,6.2,"60,075"
4933,115 min,movie,8.7,"13,617"
4934,,,,
4935,,,,
4936,103 min,movie,4.9,"6,263"
4937,,,,
4938,N/A,movie,N/A,N/A
4939,,,,
4940,192 min,movie,7.3,"10,205"
4941,152 min,movie,4.7,876
4942,,,,
4943,128 min,movie,5.9,"10,111"
4944,,,,
4945,,,,
4946,N/A,movie,6.8,80
4947,,,,
4948,86 min,movie,6.3,"5,219"
4949,93 min,movie,5.6,"51,784"
4950,,,,
4951,127 min,movie,7.1,"87,839"
4952,,,,
4953,115 min,movie,6.1,"2,551"
4954,,,,
4955,112 min,movie,7.2,"1,515"
4956,108 min,movie,7.8,"454,691"
4957,N/A,movie,5.8,300
4958,,,,
4959,,,,
4960,,,,
4961,91 min,movie,5.9,412
4962,34 min,movie,7.5,202
4963,,,,
4964,90 min,movie,4.4,"4,359"
4965,110 min,movie,7.9,"7,559"
4966,130 min,movie,6.4,"9,961"
4967,153 min,movie,4.9,"1,408"
4968,53 min,movie,6.2,19
4969,50 min,series,8.0,296
4970,111 min,movie,6.8,"15,491"
4971,238 min,movie,7.6,"6,339"
4972,119 min,movie,6.3,"100,026"
4973,,,,
4974,92 min,movie,6.1,"4,295"
4975,,,,
4976,98 min,movie,6.0,"2,438"
4977,91 min,movie,6.7,"37,336"
4978,,,,
4979,,,,
4980,97 min,movie,6.8,"3,360"
4981,109 min,movie,6.5,"8,585"
4982,100 min,movie,6.7,478
4983,137 min,movie,8.7,68
4984,190 min,movie,8.0,812
4985,100 min,movie,5.0,"6,104"
4986,,,,
4987,,,,
4988,78 min,movie,7.6,636
4989,245 min,movie,9.1,262
4990,,,,
4991,83 min,movie,6.4,"2,741"
4992,,,,
4993,,,,
4994,93 min,movie,6.2,296
4995,93 min,movie,3.5,"37,691"
4996,118 min,movie,6.5,"253,760"
4997,,,,
4998,139 min,movie,6.7,"2,272"
4999,108 min,movie,6.1,"2,086"
5000,109 min,movie,4.8,"7,233"
5001,103 min,movie,6.2,"3,721"
5002,,,,
5003,N/A,movie,N/A,N/A
5004,141 min,movie,7.5,"12,078"
5005,100 min,movie,4.6,"20,810"
5006,,,,
5007,,,,
5008,104 min,movie,7.3,"3,510"
5009,,,,
5010,101 min,movie,6.7,"14,733"
5011,94 min,movie,5.5,187
5012,,,,
5013,,,,
5014,,,,
5015,155 min,movie,7.3,"8,362"
5016,123 min,movie,6.9,"13,223"
5017,110 min,movie,5.9,"1,142"
5018,24 min,series,7.9,"5,016"
5019,94 min,movie,7.0,"1,740"
5020,87 min,movie,6.2,"142,579"
5021,,,,
5022,,,,
5023,,,,
5024,,,,
5025,,,,
5026,86 min,movie,7.9,346
5027,123 min,movie,7.0,"7,655"
5028,105 min,movie,6.1,"2,868"
5029,135 min,movie,6.4,"1,550"
5030,,,,
5031,,,,
5032,133 min,movie,6.5,978
5033,95 min,movie,5.8,"16,824"
5034,,,,
5035,93 min,movie,5.9,"30,810"
5036,85 min,movie,4.7,"2,150"
5037,141 min,movie,5.4,520
5038,97 min,movie,5.2,580
5039,98 min,movie,4.1,"2,134"
5040,,,,
5041,104 min,movie,6.6,"10,392"
5042,105 min,movie,6.0,"6,286"
5043,,,,
5044,144 min,series,7.6,"1,314"
5045,97 min,movie,5.5,"1,244"
5046,154 min,movie,8.6,601
5047,86 min,movie,5.4,"7,069"
5048,,,,
5049,96 min,movie,6.9,558
5050,118 min,movie,8.0,"121,354"
5051,,,,
5052,190 min,series,7.3,623
5053,,,,
5054,110 min,movie,7.1,"373,365"
5055,114 min,movie,6.0,"23,697"
5056,102 min,movie,6.1,"27,700"
5057,,,,
5058,189 min,movie,8.2,"78,151"
5059,109 min,movie,6.6,"25,872"
5060,,,,
5061,92 min,movie,6.4,"4,543"
5062,,,,
5063,,,,
5064,,,,
5065,,,,
5066,95 min,movie,6.4,"5,152"
5067,,,,
5068,,,,
5069,99 min,movie,6.3,"47,353"
5070,,,,
5071,104 min,movie,6.2,"41,242"
5072,84 min,movie,6.7,"14,318"
5073,,,,
5074,123 min,movie,6.7,"6,734"
5075,105 min,movie,7.5,"47,332"
5076,70 min,movie,5.1,"7,500"
5077,97 min,movie,5.0,449
5078,23 min,movie,8.0,"8,031"
5079,92 min,movie,6.2,"1,066"
5080,,,,
5081,N/A,movie,7.3,29
5082,106 min,movie,7.4,"3,733"
5083,70 min,movie,7.1,"2,375"
5084,99 min,movie,7.2,"118,982"
5085,140 min,movie,7.3,"64,594"
5086,91 min,movie,6.2,353
5087,121 min,movie,6.1,"60,213"
5088,,,,
5089,,,,
5090,103 min,movie,5.8,"4,469"
5091,,,,
5092,,,,
5093,79 min,movie,6.0,"4,666"
5094,51 min,movie,7.8,"7,453"
5095,93 min,movie,6.6,"2,709"
5096,,,,
5097,112 min,movie,6.6,"7,161"
5098,N/A,movie,4.1,517
5099,185 min,movie,7.6,"36,250"
5100,139 min,movie,7.3,6
5101,90 min,movie,6.2,44
5102,,,,
5103,,,,
5104,132 min,movie,6.5,"31,781"
5105,100 min,movie,6.5,"13,072"
5106,100 min,movie,4.7,"4,419"
5107,,,,
5108,78 min,movie,3.4,68
5109,95 min,movie,7.0,"7,446"
5110,,,,
5111,108 min,movie,7.4,"4,983"
5112,130 min,movie,6.6,"114,473"
5113,104 min,movie,6.6,"13,438"
5114,,,,
5115,,,,
5116,95 min,movie,6.6,"1,687"
5117,115 min,movie,7.5,"4,982"
5118,102 min,movie,6.7,"16,636"
5119,95 min,movie,5.6,682
5120,95 min,movie,6.8,"1,706"
5121,88 min,movie,5.3,"37,655"
5122,,,,
5123,83 min,movie,5.4,442
5124,74 min,movie,6.3,"4,194"
5125,,,,
5126,,,,
5127,109 min,movie,6.9,"1,528"
5128,,,,
5129,91 min,movie,6.4,"1,832"
5130,77 min,movie,3.9,"9,384"
5131,89 min,movie,3.3,"1,964"
5132,,,,
5133,110 min,movie,7.3,"1,104"
5134,,,,
5135,,,,
5136,9 min,movie,7.4,16
5137,161 min,movie,7.2,"68,481"
5138,,,,
5139,106 min,movie,6.3,"4,790"
5140,122 min,movie,7.1,"20,564"
5141,102 min,movie,6.1,"13,565"
5142,,,,
5143,97 min,movie,N/A,N/A
5144,60 min,movie,5.5,16
5145,200 min,movie,8.2,112
5146,,,,
5147,,,,
5148,112 min,movie,6.9,"2,549"
5149,74 min,movie,7.2,"42,723"
5150,,,,
5151,117 min,movie,7.1,"32,487"
5152,,,,
5153,,,,
5154,121 min,movie,7.0,"292,596"
5155,,,,
5156,106 min,movie,7.0,"1,706"
5157,95 min,movie,3.4,"2,731"
5158,,,,
5159,87 min,movie,2.6,499
5160,96 min,movie,7.2,"3,277"
5161,,,,
5162,97 min,movie,7.0,"22,686"
5163,91 min,movie,6.2,549
5164,,,,
5165,,,,
5166,,,,
5167,,,,
5168,112 min,movie,8.4,95
5169,120 min,movie,7.6,"101,494"
5170,98 min,movie,4.9,"7,507"
5171,80 min,movie,2.4,829
5172,19 min,movie,5.7,74
5173,,,,
5174,76 min,movie,7.3,"5,753"
5175,76 min,movie,5.8,503
5176,93 min,movie,5.7,"5,461"
5177,100 min,movie,7.4,496
5178,,,,
5179,94 min,movie,5.8,"6,532"
5180,114 min,movie,6.0,"2,335"
5181,113 min,movie,6.8,"45,040"
5182,,,,
5183,120 min,movie,5.6,46
5184,,,,
5185,88 min,movie,5.1,"1,397"
5186,99 min,movie,6.9,"3,200"
5187,151 min,movie,7.4,"17,996"
5188,51 min,movie,N/A,N/A
5189,,,,
5190,129 min,movie,6.7,"13,553"
5191,124 min,movie,5.9,"56,902"
5192,88 min,movie,7.6,113
5193,,,,
5194,100 min,movie,6.7,"1,304"
5195,82 min,movie,4.1,75
5196,,,,
5197,,,,
5198,,,,
5199,77 min,movie,4.4,"16,405"
5200,,,,
5201,,,,
5202,,,,
5203,88 min,movie,4.5,"1,706"
5204,,,,
5205,,,,
5206,,,,
5207,,,,
5208,,,,
5209,,,,
5210,71 min,movie,7.9,779
5211,90 min,movie,6.8,257
5212,,,,
5213,,,,
5214,96 min,movie,7.2,"15,695"
5215,116 min,movie,7.0,"4,163"
5216,,,,
5217,98 min,movie,7.2,"5,878"
5218,,,,
5219,89 min,movie,5.1,456
5220,96 min,movie,5.7,"12,872"
5221,99 min,movie,5.8,"3,861"
5222,,,,
5223,127 min,movie,7.3,"156,317"
5224,,,,
5225,292 min,series,8.6,"1,486"
5226,93 min,movie,7.7,"162,735"
5227,102 min,movie,5.6,"21,764"
5228,88 min,movie,7.1,125
5229,,,,
5230,79 min,movie,6.9,"1,311"
5231,,,,
5232,,,,
5233,,,,
5234,,,,
5235,99 min,movie,5.6,"15,562"
5236,101 min,movie,6.1,"21,088"
5237,106 min,movie,6.8,"41,915"
5238,50 min,movie,5.7,137
5239,113 min,movie,6.4,"156,916"
5240,90 min,movie,7.0,316
5241,,,,
5242,95 min,movie,5.2,"1,033"
5243,115 min,movie,6.1,"64,735"
5244,131 min,movie,7.3,"6,585"
5245,108 min,movie,7.5,"85,193"
5246,88 min,movie,4.3,189
5247,82 min,movie,7.6,18
5248,120 min,movie,4.9,436
5249,151 min,movie,6.5,"2,536"
5250,91 min,movie,6.4,"48,599"
5251,,,,
5252,,,,
5253,95 min,movie,6.1,"40,374"
5254,84 min,movie,5.2,"12,119"
5255,116 min,movie,5.5,"17,468"
5256,96 min,movie,6.0,"2,363"
5257,,,,
5258,,,,
5259,,,,
5260,99 min,movie,7.1,"1,388"
5261,55 min,movie,6.4,82
5262,,,,
5263,111 min,movie,7.3,"3,665"
5264,,,,
5265,91 min,movie,5.3,"1,881"
5266,,,,
5267,124 min,movie,6.9,"2,077"
5268,,,,
5269,87 min,movie,7.6,327
5270,,,,
5271,99 min,movie,3.9,"4,242"
5272,78 min,movie,6.3,"6,859"
5273,90 min,movie,8.2,27
5274,99 min,movie,5.2,162
5275,90 min,movie,4.6,"1,907"
5276,95 min,movie,4.9,92
5277,115 min,movie,6.3,"7,903"
5278,127 min,movie,7.1,"1,805"
5279,,,,
5280,,,,
5281,,,,
5282,,,,
5283,,,,
5284,,,,
5285,82 min,movie,6.7,"6,561"
5286,13 min,movie,7.3,6
5287,111 min,movie,7.8,"98,462"
5288,,,,
5289,,,,
5290,,,,
5291,,,,
5292,,,,
5293,117 min,movie,6.9,"98,431"
5294,,,,
5295,,,,
5296,114 min,movie,6.2,"5,461"
5297,,,,
5298,257 min,series,7.4,"19,166"
5299,72 min,movie,7.5,"9,139"
5300,107 min,movie,7.5,"5,156"
5301,,,,
5302,,,,
5303,,,,
5304,50 min,series,7.7,"1,425"
5305,110 min,movie,6.6,"14,680"
5306,,,,
5307,,,,
5308,103 min,movie,6.6,"7,166"
5309,,,,
5310,,,,
5311,,,,
5312,62 min,movie,6.8,"1,759"
5313,108 min,movie,5.4,756
5314,,,,
5315,,,,
5316,109 min,movie,7.2,"2,345"
5317,109 min,movie,6.2,"179,496"
5318,97 min,movie,7.1,"73,459"
5319,,,,
5320,118 min,movie,6.8,"20,782"
5321,86 min,movie,1.9,181
5322,110 min,movie,7.3,132
5323,,,,
5324,,,,
5325,95 min,movie,7.3,"2,545"
5326,,,,
5327,105 min,movie,5.9,"38,921"
5328,91 min,movie,5.2,"5,390"
5329,,,,
5330,100 min,movie,7.8,"11,632"
5331,23 min,series,6.8,65
5332,,,,
5333,88 min,movie,5.4,"33,787"
5334,,,,
5335,,,,
5336,110 min,movie,6.5,"1,289"
5337,,,,
5338,95 min,movie,7.5,"19,458"
5339,,,,
5340,91 min,movie,4.1,"1,490"
5341,158 min,movie,7.3,"4,300"
5342,107 min,movie,5.4,"6,334"
5343,N/A,movie,6.4,5
5344,104 min,movie,6.0,"2,326"
5345,90 min,movie,6.0,"160,823"
5346,90 min,movie,3.8,339
5347,90 min,movie,6.5,427
5348,100 min,movie,6.9,978
5349,,,,
5350,105 min,movie,7.7,"7,757"
5351,130 min,movie,6.6,"10,367"
5352,101 min,movie,7.4,"2,514"
5353,79 min,movie,7.1,"2,178"
5354,,,,
5355,111 min,movie,7.3,"8,115"
5356,,,,
5357,,,,
5358,30 min,series,7.1,"2,324"
5359,,,,
5360,193 min,movie,7.8,"53,943"
5361,91 min,movie,6.0,"3,162"
5362,,,,
5363,104 min,movie,6.8,"145,398"
5364,60 min,series,8.5,37
5365,,,,
5366,92 min,movie,4.3,"8,462"
5367,91 min,movie,5.4,"18,161"
5368,,,,
5369,,,,
5370,,,,
5371,135 min,movie,7.4,"10,170"
5372,91 min,movie,7.1,182
5373,,,,
5374,,,,
5375,108 min,movie,6.4,936
5376,60 min,movie,7.0,"1,228"
5377,,,,
5378,80 min,movie,7.7,666
5379,,,,
