,accuracy,latitude,longitude,date,main_activity,month,day,time,hour,weekday_weekend,morning_afternoon,total_time
201,15,41.5509206,2.1151657,2019-06-19 16:54:54,IN_VEHICLE,6,19,0 days 16:54:54.000000000,16,weekday,pm,0.0
202,17,41.5488812,2.1160328,2019-06-20 05:37:52,IN_VEHICLE,6,20,0 days 05:37:52.000000000,5,weekday,am,20.0
203,1399,41.447247,2.1884758,2019-06-20 05:58:20,IN_VEHICLE,6,20,0 days 05:58:20.000000000,5,weekday,am,4.0
204,15,41.4377171,2.1851555,2019-06-20 06:02:26,IN_VEHICLE,6,20,0 days 06:02:26.000000000,6,weekday,am,34.0
205,110,41.4054261,2.1919354,2019-06-20 06:36:35,IN_VEHICLE,6,20,0 days 06:36:35.000000000,6,weekday,am,48.0
206,53,41.4112886,2.1961142,2019-06-20 07:25:13,IN_VEHICLE,6,20,0 days 07:25:13.000000000,7,weekday,am,29.0
207,32,41.5448198,2.1155637,2019-06-20 07:54:19,IN_VEHICLE,6,20,0 days 07:54:19.000000000,7,weekday,am,30.0
208,14,41.5452299,2.1135162,2019-06-20 08:24:25,IN_VEHICLE,6,20,0 days 08:24:25.000000000,8,weekday,am,26.0
209,68,41.5126506,2.1053656,2019-06-21 08:51:17,IN_VEHICLE,6,21,0 days 08:51:17.000000000,8,weekday,am,22.0
210,1100,41.5163223,2.1031484,2019-06-21 09:13:58,IN_VEHICLE,6,21,0 days 09:13:58.000000000,9,weekday,am,8.0
