Date,Open,High,Low,Close
2015-04-28,158.92,159.86,158.63,159.64
2015-04-29,159.64,161.62,159.4,161.04
2015-04-30,161.04,163.52,160.57,162.88
2015-05-01,162.88,164.68,162.79,164.01
2015-05-04,163.83,164.03,162.96,163.24
2015-05-05,163.24,163.63,162.18,163.33
2015-05-06,163.34,165.34,163.29,165.1
2015-05-07,165.09,165.79,162.72,162.98
2015-05-08,162.96,163.36,161.86,162.22
2015-05-11,162.16,162.23,160.55,160.85
2015-05-12,160.85,162.27,160.7,161.31
2015-05-13,161.29,162.91,160.79,162.55
2015-05-14,162.55,163.47,162.47,163.13
2015-05-15,163.14,164.17,162.52,163.99
2015-05-18,163.96,164.07,162.49,162.72
2015-05-19,162.71,162.84,160.84,161.24
2015-05-20,161.24,161.3,160.23,160.47
2015-05-21,160.47,161.13,159.91,160
2015-05-22,160,161.35,159.48,159.69
2015-05-25,159.29,159.6,158.88,159.28
2015-05-26,159.28,159.36,158.35,158.5
2015-05-27,158.5,159.28,158.12,159.1
2015-05-28,159.1,160.25,159,160.1
2015-05-29,160.08,160.87,159.79,160.55
2015-06-01,160.56,160.6,159.64,160.31
2015-06-02,160.33,163.31,160.21,162.67
2015-06-03,162.67,164.6,162.29,164.45
2015-06-04,164.45,165.53,163.67,163.71
2015-06-05,163.71,164.69,162.4,162.77
2015-06-08,162.63,164.83,162.49,164.55
2015-06-09,164.54,165.26,163.87,164.29
2015-06-10,164.29,165.12,163.34,164.02
2015-06-11,163.99,164.24,162.76,162.97
2015-06-12,163,163.3,161.89,162.87
2015-06-15,162.3,163.29,162.15,163.09
2015-06-16,163.09,163.59,161.93,162.32
2015-06-17,162.32,162.91,161.75,162.64
2015-06-18,162.64,163.68,162.53,162.72
2015-06-19,162.72,163.07,161.89,162.32
2015-06-22,162.7,163.57,162.08,162.65
2015-06-23,162.66,162.74,160.55,160.89
2015-06-24,160.89,161.72,160.75,161.52
2015-06-25,161.52,161.76,160.92,161.29
2015-06-26,161.3,161.41,160.36,160.85
2015-06-29,158.4,162.09,157.9,161.48
2015-06-30,161.464,161.517,160.065,160.411
2015-07-01,160.42,161.12,159.79,159.88
2015-07-02,159.88,160.68,159.67,160.33
2015-07-03,160.33,160.7,160.18,160.64
2015-07-06,159.21,160.51,158.97,159.82
2015-07-07,159.82,160.37,158.78,159.75
2015-07-08,159.76,161.44,159.52,161.07
2015-07-09,161.06,161.63,160.11,160.75
2015-07-10,160.75,162.3,160.75,161.58
2015-07-13,161.39,162.15,159.71,159.89
2015-07-14,159.9,160.4,159.04,159.13
2015-07-15,159.13,159.63,158.18,158.36
2015-07-16,158.36,158.61,157.41,157.61
2015-07-17,157.61,157.95,157.01,157.18
2015-07-20,157.05,157.66,156.94,157.15
2015-07-21,157.16,159.06,157.04,158.73
2015-07-22,158.71,158.89,157.59,158.33
2015-07-23,158.33,160.05,158.2,159.61
2015-07-24,159.61,159.79,158.96,159.58
2015-07-27,159.56,161.31,159.4,160.9
2015-07-28,160.89,160.94,159.89,160.24
2015-07-29,160.24,160.52,159.1,159.21
2015-07-30,159.21,159.34,158.27,158.61
2015-07-31,158.61,160.66,158.49,159.15
2015-08-03,159.1,159.25,158.8,158.94
2015-08-04,158.94,159.36,158.15,158.28
2015-08-05,158.28,158.42,157.61,158.34
2015-08-06,158.35,159.23,158.08,159.12
2015-08-07,159.13,160.04,158.5,159.74
2015-08-10,159.75,160.4,159.44,160.12
2015-08-11,160.12,161.18,159.48,160.68
2015-08-12,160.68,162.32,160.53,161.84
2015-08-13,161.85,162.17,160.91,161.85
2015-08-14,161.86,162.18,160.94,161.01
2015-08-17,161.07,161.27,160.37,160.94
2015-08-18,160.94,161.08,159.64,159.8
2015-08-19,159.8,160.94,159.7,160.84
2015-08-20,160.83,162.45,160.76,162.26
2015-08-21,162.26,163.91,162.17,163.84
2015-08-24,163.98,167.3,163.97,165.86
2015-08-25,165.86,166.14,164.04,165.49
2015-08-26,165.48,165.98,163.78,164.06
2015-08-27,164.06,164.55,163.14,163.67
2015-08-28,163.68,164.55,162.63,162.85
2015-08-31,162.71,163.85,162.67,163.49
2015-09-01,163.49,164.93,163.46,164.81
2015-09-02,164.81,164.81,163.74,163.86
2015-09-03,163.85,164.35,162.35,162.57
2015-09-04,162.59,163.45,162.26,163.16
2015-09-07,163.32,163.52,162.77,163.09
2015-09-08,163.08,163.57,162.36,163.1
2015-09-09,163.1,163.56,162.35,163.48
2015-09-10,163.48,164.11,162.75,163.93
2015-09-11,163.93,165.06,163.76,164.86
2015-09-14,164.83,165.13,164.26,164.49
2015-09-15,164.49,164.65,164.03,164.3
2015-09-16,164.3,164.65,163.16,163.82
2015-09-17,163.82,165.26,163.69,165.03
2015-09-18,165.03,165.16,163.31,163.46
2015-09-21,163.54,163.94,162.26,162.31
2015-09-22,162.31,162.59,161.87,162.13
2015-09-23,162.13,163.94,161.94,163.68
2015-09-24,163.68,164.91,163.38,163.66
2015-09-25,163.66,164.48,162.95,164.3
2015-09-28,164.03,164.94,163.53,164.78
2015-09-29,164.78,165.23,164.19,164.98
2015-09-30,164.969,165.139,163.723,164.04
2015-10-01,164.04,164.38,163.52,164.25
2015-10-02,164.25,165.43,163.66,164.21
2015-10-05,164.41,165.26,164,164.18
2015-10-06,164.18,164.96,163.95,164.81
2015-10-07,164.81,164.95,163.75,163.96
2015-10-08,163.96,164.79,163.92,164.33
2015-10-09,164.32,165.92,164.08,165.6
2015-10-12,165.63,165.94,165.39,165.43
2015-10-13,165.43,166.59,165.32,166.19
2015-10-14,166.19,166.53,165.64,166.13
2015-10-15,166.13,166.3,164.56,164.75
2015-10-16,164.75,165.06,164.34,164.7
2015-10-19,164.7,165.02,163.83,164.21
2015-10-20,164.21,164.89,164.07,164.63
2015-10-21,164.63,165.1,164.46,164.71
2015-10-22,164.72,164.8,161.41,161.75
2015-10-23,161.74,162.09,160.68,160.92
2015-10-26,161.04,161.46,160.75,161.45
2015-10-27,161.45,161.61,161.06,161.29
2015-10-28,161.29,162.06,159.77,160.1
2015-10-29,160.09,160.73,159.74,160.61
2015-10-30,160.612,161.412,160.061,160.213
2015-11-02,160.46,160.8,159.96,160.45
2015-11-03,160.45,160.56,159.56,159.77
2015-11-04,159.77,159.85,158.42,158.62
2015-11-05,158.62,159.93,158.26,159.83
2015-11-06,159.83,160.32,158.35,158.97
2015-11-09,158.8,159.39,158.54,158.75
2015-11-10,158.75,158.95,157.72,158.26
2015-11-11,158.25,158.64,157.68,158.21
2015-11-12,158.21,159.11,157.49,158.83
2015-11-13,158.82,158.91,157.67,158.05
2015-11-16,157.83,158.33,157.17,157.34
2015-11-17,157.34,157.44,156.58,156.78
2015-11-18,156.77,157.33,156.54,157.01
2015-11-19,157.01,157.78,156.82,157.55
2015-11-20,157.56,157.62,156.75,156.88
2015-11-23,156.88,157.14,156.44,157.06
2015-11-24,157.06,157.79,156.78,157.36
2015-11-25,157.36,157.86,156.37,156.88
2015-11-26,156.88,157.1,156.69,156.76
2015-11-27,156.76,157.23,156.64,157.02
2015-11-30,156.993,157.059,156.462,156.6
2015-12-01,156.598,157.396,156.448,157.262
2015-12-02,157.262,157.928,156.794,157.69
2015-12-03,157.688,161.622,156.652,160.983
2015-12-04,160.99,161.34,160.12,160.48
2015-12-07,160.52,160.65,159.67,160.24
2015-12-08,160.24,161.46,160.22,161.19
2015-12-09,161.2,162.03,161.03,161.82
2015-12-10,161.813,161.865,160.649,160.875
2015-12-11,160.874,161.607,160.795,161.059
2015-12-14,161.01,162.31,160.74,161.52
2015-12-15,161.53,162.41,160.87,161.44
2015-12-16,161.437,162.136,161.18,161.242
2015-12-17,161.233,161.332,160.574,160.858
2015-12-18,160.858,161.154,160.205,161.088
2015-12-21,161.059,162.196,160.951,161.873
2015-12-22,161.875,163.246,161.743,162.729
2015-12-23,162.728,162.758,161.351,161.815
2015-12-24,161.817,162.539,161.771,162.099
2015-12-28,162.258,162.845,162.204,162.686
2015-12-29,162.69,163.079,162.178,162.369
2015-12-30,162.37,162.606,161.961,162.389
2015-12-31,162.389,162.492,161.666,161.931
2016-01-04,162.031,162.809,161.032,161.467
2016-01-05,161.457,161.575,160.177,160.607
2016-01-06,160.604,161.383,160.241,161.116
2016-01-07,161.1,163.281,161.074,162.997
2016-01-08,163.005,163.621,161.918,163.553
2016-01-11,163.93,164.183,162.388,162.669
2016-01-12,162.668,163.522,162.415,163.181
2016-01-13,163.18,163.833,162.435,163.743
2016-01-14,163.774,164.773,163.252,163.527
2016-01-15,163.523,165.88,163.403,165.157
2016-01-18,165.003,165.244,164.242,164.824
2016-01-19,164.82,165.877,164.162,165.722
2016-01-20,165.722,166.464,164.995,165.185
2016-01-21,165.179,166.027,164.08,164.786
2016-01-22,164.779,164.898,163.214,163.591
2016-01-25,163.59,164.546,163.509,164.504
2016-01-26,164.506,165.029,163.762,164.179
2016-01-27,164.187,165.549,163.99,165.343
2016-01-28,165.344,165.594,164.727,165.222
2016-01-29,165.232,165.841,164.566,164.724
2016-02-01,164.788,165.272,164.374,164.51
2016-02-02,164.51,165.367,164.458,164.895
2016-02-03,164.89,166.2,164.167,165.832
2016-02-04,165.829,167.644,165.723,167.367
2016-02-05,167.368,167.856,166.66,167.097
2016-02-08,166.96,168.054,166.698,167.947
2016-02-09,167.945,169.29,167.314,168.8
2016-02-10,168.8,169.021,167.032,168.022
2016-02-11,168.015,169.966,167.942,168.725
2016-02-12,168.735,168.923,167.551,167.832
2016-02-15,167.687,167.707,166.633,167.179
2016-02-16,167.191,168.092,166.819,167.581
2016-02-17,167.582,168.377,167.261,167.592
2016-02-18,167.594,167.946,166.347,166.929
2016-02-19,166.927,167.333,166.547,166.907
2016-02-22,167.107,167.68,166.599,166.817
2016-02-23,166.817,167.381,166.232,167.257
2016-02-24,167.258,167.981,167.124,167.77
2016-02-25,167.77,168.188,167.512,167.802
2016-02-26,167.806,168.312,167.01,167.347
2016-02-29,167.02,167.371,165.577,165.927
2016-03-01,165.923,166.01,165.266,165.762
2016-03-02,165.738,166.114,164.422,164.926
2016-03-03,164.926,165.823,164.768,165.521
2016-03-04,165.527,166.539,165.369,166.056
2016-03-07,165.971,166.057,165.606,165.958
2016-03-08,165.958,166.842,165.893,166.04
2016-03-09,166.04,166.399,165.214,165.999
2016-03-10,166,168.542,164.155,168.128
2016-03-11,168.125,168.56,166.718,167.228
2016-03-14,167.404,167.512,166.647,167.033
2016-03-15,167.033,168.049,166.965,167.867
2016-03-16,167.859,168.948,167.662,168.763
2016-03-17,168.764,169.682,168.391,168.548
2016-03-18,168.548,168.699,167.763,167.918
2016-03-21,168.043,168.534,167.961,168.202
2016-03-22,168.201,169.002,167.862,168.855
2016-03-23,168.861,169.149,168.592,169.005
2016-03-24,169.008,169.282,168.467,168.799
2016-03-28,168.807,168.851,168.402,168.498
2016-03-29,168.5,169.069,168.191,168.903
2016-03-30,168.897,169.623,168.745,169.532
2016-03-31,169.529,170.646,169.407,170.291
2016-04-01,170.291,171.442,170.179,171.128
2016-04-04,171.246,171.317,170.53,170.834
2016-04-05,170.833,171.452,170.368,171.226
2016-04-06,171.227,171.96,170.858,171.57
2016-04-07,171.569,172.203,170.706,171.433
2016-04-08,171.437,171.654,170.93,171.341
2016-04-11,171.435,171.641,170.491,170.708
2016-04-12,170.691,171.257,170.173,170.306
2016-04-13,170.303,170.352,169.171,169.342
2016-04-14,169.34,169.747,169.236,169.437
2016-04-15,169.438,169.884,169.193,169.4
2016-04-18,169.503,169.948,169.194,169.318
2016-04-19,169.312,169.606,169.029,169.259
2016-04-20,169.256,169.677,168.747,168.978
2016-04-21,168.974,169.66,168.651,168.839
2016-04-22,168.851,168.976,167.703,167.755
2016-04-25,167.472,168.121,167.464,167.874
2016-04-26,167.857,167.947,167.426,167.736
2016-04-27,167.736,168.568,167.581,168.377
2016-04-28,168.38,168.443,167.476,167.811
2016-04-29,167.811,169.009,167.587,168.844
2016-05-02,169.121,169.72,168.789,169.625
2016-05-03,169.625,170.345,169.508,170.064
2016-05-04,170.064,170.543,169.846,170.171
2016-05-05,170.169,170.206,169.015,169.181
2016-05-06,169.19,169.822,169.069,169.532
2016-05-09,169.532,169.966,169.135,169.558
2016-05-10,169.557,169.74,169.28,169.342
2016-05-11,169.347,170.135,169.277,169.978
2016-05-12,169.992,170.072,169.15,169.32
2016-05-13,169.324,169.356,168.573,168.828
2016-05-16,168.807,169.19,168.702,168.714
2016-05-17,168.717,168.925,168.168,168.408
2016-05-18,168.4,168.484,166.379,166.43
2016-05-19,166.432,166.693,165.9,166.118
2016-05-20,166.128,167.126,166.127,167.103
2016-05-23,167.07,167.253,166.522,167.02
2016-05-24,167.022,167.05,165.011,165.179
2016-05-25,165.165,165.489,164.546,164.932
2016-05-26,164.935,165.705,164.894,165.627
2016-05-27,165.623,165.7,164.889,164.898
2016-05-30,164.953,165.465,164.753,165.226
2016-05-31,165.237,166.143,164.852,165.939
2016-06-01,165.939,167.128,165.639,166.961
2016-06-02,166.96,167.219,166.156,166.377
2016-06-03,166.39,168.303,166.145,168.291
2016-06-06,168.649,169.208,168.502,168.771
2016-06-07,168.77,168.827,167.739,168.138
2016-06-08,168.134,168.853,168.043,168.755
2016-06-09,168.785,169.033,167.66,167.973
2016-06-10,167.979,168.655,167.599,168.211
2016-06-13,168.28,169.291,168.223,168.939
2016-06-14,168.93,169.23,168.084,168.337
2016-06-15,168.339,169.151,167.938,168.601
2016-06-16,168.611,169.096,167.218,167.834
2016-06-17,167.828,168.157,167.439,167.539
2016-06-20,167.701,167.742,165.95,166.135
2016-06-21,166.135,166.738,165.199,165.429
2016-06-22,165.431,166.219,165.159,165.76
2016-06-23,165.76,166.678,165.606,166.262
2016-06-24,166.259,170.383,165.606,169.179
2016-06-27,169.848,171.513,169.217,170.939
2016-06-28,170.944,171.5,170.514,171.266
2016-06-29,171.266,171.345,170.213,171.192
2016-06-30,171.194,172.185,170.463,171.978
2016-07-01,171.971,172.684,171.379,172.354
2016-07-04,172.387,172.722,171.889,172.562
2016-07-05,172.551,174.206,172.352,173.09
2016-07-06,173.105,174.38,173.081,174.167
2016-07-07,174.166,174.46,173.005,173.7
2016-07-08,173.706,173.911,172.845,173.328
2016-07-11,173.318,173.942,172.987,173.432
2016-07-12,173.432,173.521,171.855,172.005
2016-07-13,172.003,173.262,171.374,173.202
2016-07-14,173.206,173.442,171.299,172.208
2016-07-15,172.207,172.716,171.587,172.331
2016-07-18,172.11,172.314,171.68,172.271
2016-07-19,172.266,172.696,171.968,172.52
2016-07-20,172.513,172.567,171.483,171.587
2016-07-21,171.579,172.428,171.348,171.799
2016-07-22,171.799,172.607,171.385,171.825
2016-07-25,171.627,171.963,171.386,171.811
2016-07-26,171.811,172.373,171.547,171.596
2016-07-27,171.596,172.406,171.516,172.174
2016-07-28,172.174,173.29,172.089,172.802
2016-07-29,172.803,173.611,172.28,173.224
2016-08-01,173.254,173.687,172.946,173.444
2016-08-02,173.444,173.826,172.831,172.879
2016-08-03,172.875,173.123,172.02,172.142
2016-08-04,172.128,173.504,171.726,173.283
2016-08-05,173.283,173.424,172.798,173.09
2016-08-08,173.064,173.545,172.99,173.406
2016-08-09,173.407,174.272,173.299,174.108
2016-08-10,174.106,174.912,173.838,174.888
2016-08-11,174.887,175.168,174.531,174.736
2016-08-12,174.728,175.435,174.56,175.32
2016-08-15,175.331,176.183,175.028,175.859
2016-08-16,175.864,176.685,175.678,175.791
2016-08-17,175.793,176.191,175.661,175.999
2016-08-18,175.998,176.361,175.423,175.999
2016-08-19,175.997,176.576,175.628,176.267
2016-08-22,176.312,176.312,175.622,175.821
2016-08-23,175.82,176.046,175.092,175.142
2016-08-24,175.141,175.316,173.964,174.352
2016-08-25,174.338,175.132,174.234,174.996
2016-08-26,174.995,175.216,174.172,174.313
2016-08-29,174.332,174.678,174.299,174.399
2016-08-30,174.392,174.554,173.847,174.142
2016-08-31,174.143,174.279,173.594,173.982
2016-09-01,173.98,174.052,172.825,173.535
2016-09-02,173.539,173.921,172.809,172.913
2016-09-05,172.852,173.099,172.369,172.578
2016-09-06,172.581,173.124,172.179,173.014
2016-09-07,173.022,173.539,172.787,173.444
2016-09-08,173.444,174.717,173.366,174.222
2016-09-09,174.221,174.432,173.694,173.905
2016-09-12,174.025,174.33,173.349,173.433
2016-09-13,173.435,174.795,173.332,174.358
2016-09-14,174.36,175.015,174.217,174.389
2016-09-15,174.38,174.956,174.065,174.244
2016-09-16,174.244,174.765,174.067,174.691
2016-09-19,174.702,174.844,174.186,174.766
2016-09-20,174.765,175.437,174.626,174.739
2016-09-21,174.743,174.871,174.291,174.698
2016-09-22,174.698,175.325,174.571,174.651
2016-09-23,174.655,176.113,174.578,175.9
2016-09-26,175.854,176.659,175.678,176.052
2016-09-27,176.054,176.265,175.039,175.207
2016-09-28,175.217,175.562,174.762,175.246
2016-09-29,175.264,176.061,175.061,175.665
2016-09-30,175.661,176.027,174.878,176.026
2016-10-03,176.267,176.966,176.154,176.647
2016-10-04,176.644,177.811,176.356,177.674
2016-10-05,177.667,178.222,177.439,177.614
2016-10-06,177.603,178.188,177.408,177.828
2016-10-07,177.819,184.076,177.729,179.837
2016-10-10,179.807,180.168,179.458,179.642
2016-10-11,179.662,180.543,179.209,180.4
2016-10-12,180.383,180.383,178.469,179.097
2016-10-13,179.114,179.529,178.916,179.284
2016-10-14,179.291,179.43,178.506,178.706
2016-10-17,178.696,179.341,178.504,178.987
2016-10-18,178.98,179.055,177.568,177.675
2016-10-19,177.694,178.105,177.225,177.66
2016-10-20,177.66,179.178,177.243,177.279
2016-10-21,177.285,177.362,176.488,176.776
2016-10-24,176.796,177.14,176.625,176.767
2016-10-25,176.768,177.667,176.706,177.311
2016-10-26,177.309,177.762,177.103,177.191
2016-10-27,177.193,178.189,177.061,177.755
2016-10-28,177.753,178.822,177.625,178.78
2016-10-31,178.67,178.748,178.097,178.259
2016-11-01,178.275,179.493,178.116,179.302
2016-11-02,179.302,179.629,178.813,179.35
2016-11-03,179.351,179.453,177.284,178.108
2016-11-04,178.107,178.226,177.555,178.155
2016-11-07,177.862,178.422,177.712,177.879
2016-11-08,177.894,178.235,177.521,177.767
2016-11-09,177.765,180.304,175.663,176.012
2016-11-10,176.027,176.448,174.475,174.663
2016-11-11,174.568,174.937,173.18,173.656
2016-11-14,173.701,173.703,172.757,173.045
2016-11-15,173.044,174.733,172.797,173.274
2016-11-16,173.287,173.643,172.555,172.936
2016-11-17,172.94,173.324,172.023,172.169
2016-11-18,172.172,173.062,171.649,172.253
2016-11-21,172.203,173.258,171.41,171.816
2016-11-22,171.819,172.414,171.549,172.311
2016-11-23,172.311,172.755,170.991,171.351
2016-11-24,171.322,171.686,170.965,171.339
2016-11-25,171.341,172.414,171.198,171.769
2016-11-28,171.782,172.734,171.7,172.264
2016-11-29,172.251,172.521,171.349,172.342
2016-11-30,172.346,173.166,171.25,171.656
2016-12-01,171.656,172.101,170.654,171.954
2016-12-02,171.959,172.25,170.923,170.971
2016-12-05,169.548,172.916,169.108,172.426
2016-12-06,172.426,172.662,171.786,172.221
2016-12-07,172.245,173.589,172.215,173.176
2016-12-08,173.178,174.518,171.179,171.4
2016-12-09,171.399,171.745,170.251,170.7
2016-12-12,170.399,171.501,170.162,171.121
2016-12-13,171.122,171.528,170.404,171.101
2016-12-14,171.102,171.548,170.247,170.779
2016-12-15,170.751,170.762,169.479,170.161
2016-12-16,170.158,170.839,169.757,169.995
2016-12-19,170.031,170.795,169.723,169.905
2016-12-20,169.905,170.273,169.628,169.999
2016-12-21,170.004,170.875,170.004,170.664
2016-12-22,170.652,171.835,170.614,171.295
2016-12-23,171.296,171.933,171.262,171.593
2016-12-27,171.636,172.033,171.381,171.807
2016-12-28,171.806,171.986,170.915,171.485
2016-12-29,171.483,172.51,171.342,172.289
2016-12-30,172.282,174.396,172.064,172.299
2017-01-02,172.01,172.197,171.576,171.769
2017-01-03,171.771,172.022,170.577,171.26
2017-01-04,171.26,172.031,171.051,171.785
2017-01-05,171.782,172.87,171.747,172.57
2017-01-06,172.575,173.132,172.387,172.772
2017-01-09,172.996,174.364,172.839,174.267
2017-01-10,174.27,175.211,173.736,173.841
2017-01-11,173.807,174.186,173.117,173.947
2017-01-12,173.945,175.013,173.87,174.658
2017-01-13,174.638,175.359,174.338,174.79
2017-01-16,175.685,175.963,174.849,175.453
2017-01-17,175.453,175.868,173.814,173.961
2017-01-18,173.936,174.652,173.823,174.092
2017-01-19,174.095,174.277,173.278,174.034
2017-01-20,174.026,174.448,173.883,174.299
2017-01-23,174.241,174.584,173.597,173.812
2017-01-24,173.8,174.415,173.416,173.465
2017-01-25,173.467,173.587,172.69,172.873
2017-01-26,172.871,173.111,172.048,172.233
2017-01-27,172.263,173.163,172.167,172.858
2017-01-30,172.995,173.298,171.972,173.153
2017-01-31,173.147,174.241,172.879,173.814
2017-02-01,173.808,173.976,172.631,172.887
2017-02-02,172.896,174.342,172.814,173.708
2017-02-03,173.672,174.361,173.483,174.329
2017-02-06,174.418,174.425,173.371,173.792
2017-02-07,173.786,173.802,172.496,172.536
2017-02-08,172.535,172.717,171.94,172.452
2017-02-09,172.445,172.653,172.056,172.376
2017-02-10,172.379,172.605,172.025,172.202
2017-02-13,172.132,172.283,171.282,171.333
2017-02-14,171.324,172.288,171.285,171.514
2017-02-15,171.514,172.073,171.223,171.841
2017-02-16,171.834,172.741,171.811,172.651
2017-02-17,172.66,172.969,172.043,172.221
2017-02-20,172.386,172.417,171.912,171.952
2017-02-21,171.955,171.969,170.735,170.761
2017-02-22,170.762,171.474,170.047,171.203
2017-02-23,171.195,171.482,170.566,170.717
2017-02-24,170.71,171.44,170.656,171.083
2017-02-27,171.11,172.075,171.081,171.734
2017-02-28,171.733,172.228,171.567,171.982
2017-03-01,171.98,172.521,171.49,172.369
2017-03-02,172.369,172.457,171.888,172.026
2017-03-03,172.03,173.521,171.958,173.497
2017-03-06,173.462,173.986,173.143,173.396
2017-03-07,173.393,173.835,173.315,173.43
2017-03-08,173.433,173.815,173.333,173.407
2017-03-09,173.401,174.457,173.252,174.177
2017-03-10,174.152,175.86,174.1,175.722
2017-03-13,175.728,175.937,174.712,174.861
2017-03-14,174.861,175.534,174.51,174.62
2017-03-15,174.62,175.382,174.016,175.224
2017-03-16,175.223,175.521,174.37,175.326
2017-03-17,175.326,175.563,174.356,174.412
2017-03-20,174.527,174.928,174.489,174.606
2017-03-21,174.606,175.471,174.418,174.748
2017-03-22,174.743,175.037,174.255,174.413
2017-03-23,174.414,174.435,173.759,173.882
2017-03-24,173.882,174.58,173.82,174.501
2017-03-27,174.824,174.936,174.399,174.724
2017-03-28,174.724,175.021,174.248,174.834
2017-03-29,174.831,175.466,173.754,174.27
2017-03-30,174.27,174.307,172.683,172.837
2017-03-31,172.818,173.248,172.07,172.082
2017-04-03,171.91,172.539,171.854,172.367
2017-04-04,172.358,172.86,172.092,172.814
2017-04-05,172.822,172.979,172.207,172.268
2017-04-06,172.28,172.675,171.711,172.097
2017-04-07,172.1,172.563,171.953,172.177
2017-04-10,171.954,172.054,171.603,171.782
2017-04-11,171.757,172.07,171.152,171.201
2017-04-12,171.203,171.776,171.03,171.619
2017-04-13,171.651,171.701,171.053,171.133
2017-04-14,171.152,171.296,170.837,170.847
2017-04-17,170.777,171.261,170.702,171.155
2017-04-18,171.157,171.643,169.865,170.279
2017-04-19,170.281,170.632,170.116,170.488
2017-04-20,170.477,171.283,170.368,170.438
2017-04-21,170.399,170.701,170.036,170.207
2017-04-24,173.248,173.269,172.329,172.987
2017-04-25,172.996,174.139,172.904,173.827
2017-04-26,173.829,174.188,172.821,173.392
2017-04-27,173.382,173.541,172.298,172.487
2017-04-28,172.486,173.317,172.214,172.466
2017-05-01,172.624,173.199,172.594,173.117
2017-05-02,173.119,173.591,172.682,173.206
2017-05-03,173.202,173.495,172.957,173.123
2017-05-04,173.126,174.191,173.088,174.128
2017-05-05,174.142,174.274,173.616,173.938
2017-05-08,174.264,174.27,173.195,173.327
