Date,Open,High,Low,Close,Volume,OpenInt
2018-09-25,93.82,93.96,93.59,93.711,14890,52751
2018-09-26,93.76,94,93.52,93.773,21193,52950
2018-09-27,93.89,94.62,93.81,94.524,27475,54020
2018-09-28,94.63,94.985,94.55,94.737,23567,51409
2018-10-01,94.71,95,94.605,94.929,14982,52820
2018-10-02,94.92,95.39,94.895,95.14,26722,53364
2018-10-03,95.115,95.745,94.885,95.406,21612,54186
2018-10-04,95.715,95.78,95.19,95.412,25348,53700
2018-10-05,95.41,95.625,95.175,95.305,23144,55432
2018-10-08,95.3,95.705,95.26,95.436,12206,56115
2018-10-09,95.425,95.84,95.31,95.346,21828,58150
2018-10-10,95.305,95.47,95.05,95.177,20299,59356
2018-10-11,95.12,95.125,94.665,94.706,29494,55243
2018-10-12,94.715,95.055,94.64,94.911,16594,54804
2018-10-15,95.005,95.06,94.635,94.754,13845,55140
2018-10-16,94.765,94.9,94.47,94.748,15824,54917
2018-10-17,94.795,95.375,94.77,95.297,25285,56551
2018-10-18,95.365,95.735,95.21,95.638,23643,57244
2018-10-19,95.695,95.83,95.275,95.443,26688,57297
2018-10-22,95.385,95.84,95.205,95.749,16970,58013
2018-10-23,95.775,95.92,95.545,95.713,22979,59274
2018-10-24,95.71,96.305,95.665,96.182,28618,57619
2018-10-25,96.12,96.5,95.975,96.455,28551,60487
2018-10-26,96.35,96.62,96.05,96.128,28776,59120
2018-10-29,96.225,96.475,96.115,96.35,24492,59447
2018-10-30,96.44,96.805,96.395,96.791,16695,60318
2018-10-31,96.78,96.98,96.655,96.901,22955,60533
2018-11-01,96.885,96.91,96,96.081,30118,59546
2018-11-02,96.13,96.405,95.795,96.343,31780,58390
2018-11-05,96.275,96.51,96.045,96.083,16985,58344
2018-11-06,96.115,96.255,95.95,96.117,14240,57888
2018-11-07,95.765,96.285,95.485,95.807,34366,58226
2018-11-08,95.995,96.58,95.895,96.55,18066,58180
2018-11-09,96.475,96.85,96.455,96.734,16188,58058
2018-11-12,96.875,97.53,96.8,97.382,21465,58658
2018-11-13,97.43,97.505,96.91,97.144,24430,58329
2018-11-14,96.91,97.26,96.585,96.659,38030,57360
2018-11-15,96.83,97.245,96.625,96.791,36391,57609
2018-11-16,96.89,96.92,96.26,96.333,24155,57581
2018-11-19,96.275,96.435,95.985,96.066,15970,57328
2018-11-20,96.095,96.77,95.93,96.716,19552,57264
2018-11-21,96.725,96.755,96.36,96.585,23740,57106
2018-11-22,96.595,96.615,96.205,96.585,10456,57413
2018-11-23,96.4,96.865,96.295,96.825,13905,57459
2018-11-26,96.805,97.005,96.56,96.979,11460,57421
2018-11-27,96.93,97.41,96.88,97.28,19563,57063
2018-11-28,97.31,97.455,96.58,96.681,30365,58282
2018-11-29,96.78,96.93,96.545,96.699,19555,56748
2018-11-30,96.705,97.24,96.635,97.196,18360,57635
2018-12-03,97.055,97.085,96.64,96.969,16498,56599
2018-12-04,96.89,97.07,96.3,96.902,26888,56729
2018-12-05,96.94,97.155,96.755,97.01,12921,57495
2018-12-06,96.94,97.175,96.495,96.764,26285,58157
2018-12-07,96.755,96.89,96.465,96.476,22360,58518
2018-12-10,96.7,97.21,96.325,97.183,55766,60850
2018-12-11,97.14,97.52,96.83,97.358,44087,64006
2018-12-12,97.36,97.47,96.855,97.018,55509,68632
2018-12-13,97.075,97.29,96.86,97.056,45682,72781
2018-12-14,97.09,97.705,97.09,97.43,34199,73305
2018-12-17,96.89,96.94,96.505,96.55,12715,51538
2018-12-18,96.605,96.645,96.155,96.57,13590,50790
2018-12-19,96.39,96.565,95.995,96.484,20186,50214
2018-12-20,96.455,96.515,95.63,95.728,31603,50792
2018-12-21,95.875,96.56,95.73,96.455,20341,49894
2018-12-24,96.44,96.44,95.87,96.007,13963,50245
2018-12-26,96.1,96.65,96.02,96.568,15724,49757
2018-12-27,96.46,96.495,95.935,96.001,20679,50667
2018-12-28,96.02,96.05,95.74,95.965,14193,50833
2018-12-31,95.965,96.07,95.585,95.735,16681,52699
2019-01-02,95.69,96.56,95.375,96.423,32338,52606
2019-01-03,96.35,96.37,95.775,95.878,31689,56256
2019-01-04,95.795,96.2,95.615,95.75,29093,58583
2019-01-07,95.705,95.73,95.195,95.228,23484,62544
2019-01-08,95.285,95.615,95.28,95.479,17259,60955
2019-01-09,95.395,95.515,94.635,94.79,29158,64313
2019-01-10,94.73,95.215,94.635,95.12,22401,64932
2019-01-11,95.07,95.365,94.78,95.266,21276,64556
2019-01-14,95.225,95.325,95.08,95.207,16380,63522
2019-01-15,95.155,95.895,95.07,95.675,28909,61790
2019-01-16,95.55,95.795,95.48,95.677,14477,60999
2019-01-17,95.71,95.925,95.625,95.713,17679,61112
2019-01-18,95.72,96.05,95.665,95.993,15955,60052
2019-01-21,96,96.1,95.86,95.993,4918,60157
2019-01-22,96.005,96.15,95.87,95.959,10707,59999
2019-01-23,95.96,96.045,95.705,95.772,15836,60468
2019-01-24,95.74,96.375,95.715,96.297,34201,58653
2019-01-25,96.2,96.235,95.4,95.465,30906,62957
2019-01-28,95.45,95.595,95.315,95.424,11975,62127
2019-01-29,95.435,95.56,95.305,95.516,14938,60968
2019-01-30,95.485,95.69,94.945,95.031,22762,62276
2019-01-31,95.075,95.345,94.875,95.304,23748,60483
2019-02-01,95.29,95.4,95.11,95.3,15889,60366
2019-02-04,95.31,95.655,95.305,95.57,11936,60960
2019-02-05,95.585,95.865,95.54,95.817,18540,57842
2019-02-06,95.82,96.185,95.785,96.152,13956,56705
2019-02-07,96.155,96.455,96.155,96.289,15726,57089
2019-02-08,96.335,96.49,96.235,96.416,12542,56880
2019-02-11,96.43,96.915,96.41,96.857,17841,56966
2019-02-12,96.87,97,96.445,96.503,18698,56543
2019-02-13,96.53,96.995,96.44,96.938,18413,57204
2019-02-14,97,97.12,96.77,96.805,24300,59206
2019-02-15,96.87,97.23,96.66,96.74,18593,58834
2019-02-18,96.77,96.77,96.485,96.74,7399,58755
2019-02-19,96.665,96.93,96.25,96.349,21711,59109
2019-02-20,96.335,96.495,96.12,96.294,19200,58887
2019-02-21,96.355,96.54,96.21,96.463,18595,58475
2019-02-22,96.465,96.65,96.28,96.367,15985,60149
2019-02-25,96.38,96.47,96.18,96.271,15285,62005
2019-02-26,96.255,96.345,95.81,95.865,19391,64599
2019-02-27,95.915,96.07,95.755,96.038,14414,63518
2019-02-28,96.005,96.195,95.715,96.043,22525,60974
2019-03-01,96.165,96.475,95.96,96.45,31728,58806
2019-03-04,96.295,96.745,96.255,96.61,16948,54971
2019-03-05,96.615,96.95,96.585,96.795,15596,54897
2019-03-06,96.83,96.94,96.705,96.799,33671,56224
2019-03-07,96.785,97.665,96.765,97.628,33671,58713
2019-03-08,97.55,97.595,97.18,97.269,32981,60117
2019-03-11,97.35,97.41,97.115,97.174,26038,61077
2019-03-12,97,97.245,96.8,96.899,36223,60235
2019-03-13,96.975,96.985,96.345,96.512,52370,59542
2019-03-14,96.48,96.805,96.475,96.769,39728,57393
2019-03-15,96.72,96.775,96.475,96.59,21686,56168
2019-03-18,95.995,96.09,95.83,95.983,7976,44422
2019-03-19,95.97,95.975,95.73,95.831,9663,44215
2019-03-20,95.84,96.03,95.17,95.201,25820,46291
2019-03-21,95.38,96.125,95.295,95.987,28929,42416
2019-03-22,95.84,96.29,95.695,96.151,20741,42680
2019-03-25,96.145,96.19,95.895,96.068,11780,43089
2019-03-26,95.99,96.335,95.94,96.225,10866,42802
2019-03-27,96.25,96.49,96.19,96.283,11373,43073
2019-03-28,96.485,96.855,96.36,96.764,21210,46673
2019-03-29,96.765,96.91,96.565,96.845,16038,48328
2019-04-01,96.795,96.87,96.58,96.799,14258,49759
2019-04-02,96.895,97.095,96.825,96.923,14138,50702
2019-04-03,96.885,96.89,96.525,96.662,12601,49959
2019-04-04,96.62,96.945,96.605,96.925,16692,50636
2019-04-05,96.92,97.075,96.7,97.002,10293,50625
2019-04-08,97,97.02,96.575,96.65,12513,51194
2019-04-09,96.675,96.7,96.46,96.611,9493,50845
2019-04-10,96.6,96.84,96.405,96.558,13683,49736
2019-04-11,96.525,96.86,96.5,96.809,10231,52033
2019-04-12,96.8,96.815,96.365,96.598,16081,49477
2019-04-15,96.58,96.58,96.405,96.556,10000,48717
2019-04-16,96.545,96.73,96.5,96.652,14731,49887
2019-04-17,96.73,96.785,96.46,96.658,10779,49469
2019-04-18,96.695,97.29,96.62,97.151,17206,53763
2019-04-22,97.085,97.1,96.92,96.955,6256,53633
2019-04-23,96.97,97.46,96.955,97.32,12282,56644
2019-04-24,97.265,97.88,97.265,97.855,20133,59064
2019-04-25,97.8,98.055,97.715,97.919,16768,60291
2019-04-26,97.88,98.085,97.56,97.726,14737,60125
2019-04-29,97.75,97.84,97.545,97.581,8452,60260
2019-04-30,97.575,97.625,97.17,97.201,16463,58985
2019-05-01,97.23,97.46,96.87,97.41,18152,57604
2019-05-02,97.355,97.595,97.255,97.586,14430,59488
2019-05-03,97.575,97.865,97.185,97.26,13067,59018
2019-05-06,97.335,97.465,97.225,97.268,9305,58960
2019-05-07,97.285,97.51,97.135,97.399,17231,54810
2019-05-08,97.345,97.44,97.18,97.388,13567,53486
2019-05-09,97.37,97.49,97.01,97.164,17653,51848
2019-05-10,97.245,97.245,96.905,97.125,14413,49904
2019-05-13,97.11,97.195,96.81,97.12,17274,47599
2019-05-14,97.115,97.36,97.075,97.322,9071,48083
2019-05-15,97.345,97.515,97.24,97.376,13676,47872
2019-05-16,97.355,97.715,97.265,97.678,12164,50113
2019-05-17,97.665,97.86,97.59,97.824,8678,49853
2019-05-20,97.845,97.875,97.72,97.764,7344,50617
2019-05-21,97.79,97.975,97.635,97.896,14904,51830
2019-05-22,97.87,97.97,97.73,97.881,7616,51360
2019-05-23,97.95,98.26,97.665,97.723,19613,49396
2019-05-24,97.72,97.775,97.41,97.477,10070,48704
2019-05-27,97.43,97.665,97.42,97.477,3076,48928
2019-05-28,97.605,97.865,97.57,97.842,13294,50088
2019-05-29,97.795,98.1,97.75,98.035,12625,50589
2019-05-30,98.04,98.195,98,98.053,7449,51498
2019-05-31,98.085,98.085,97.63,97.666,19561,49359
2019-06-03,97.7,97.72,97.015,97.06,30643,48745
2019-06-04,97.135,97.275,96.9,96.999,26715,46897
2019-06-05,97.055,97.305,96.655,97.251,26814,44486
2019-06-06,97.265,97.39,96.72,96.997,30143,44058
2019-06-07,96.965,97.13,96.405,96.49,35729,45310
2019-06-10,96.58,96.895,96.575,96.711,36063,47871
2019-06-11,96.7,96.86,96.605,96.645,29685,49167
2019-06-12,96.67,96.99,96.545,96.97,36321,46956
2019-06-13,96.94,97.075,96.86,96.999,52827,54482
2019-06-14,97.015,97.58,96.94,97.57,56512,62335
2019-06-17,97.055,97.095,96.82,97.052,11300,44105
2019-06-18,97.02,97.265,96.885,97.153,23637,47012
2019-06-19,97.165,97.205,96.515,96.582,29423,47167
2019-06-20,96.695,96.705,96.045,96.138,26024,46050
2019-06-21,96.14,96.235,95.645,95.718,30716,47164
2019-06-24,95.67,95.715,95.465,95.487,22646,45127
2019-06-25,95.5,95.875,95.365,95.648,24398,45093
2019-06-26,95.68,95.85,95.565,95.728,13283,43060
2019-06-27,95.705,95.92,95.67,95.742,10777,43218
2019-06-28,95.74,95.845,95.56,95.666,14593,45255
2019-07-01,95.775,96.425,95.775,96.409,21606,42314
2019-07-02,96.37,96.455,96.15,96.274,12626,42805
2019-07-03,96.27,96.435,96.12,96.331,9822,42877
2019-07-04,96.29,96.39,96.235,96.331,3056,42576
2019-07-05,96.315,97.04,96.315,96.89,24832,38912
2019-07-08,96.84,97.02,96.765,96.984,10801,39910
2019-07-09,96.98,97.195,96.97,97.095,9726,41935
2019-07-10,97.155,97.165,96.64,96.703,18180,42257
2019-07-11,96.675,96.775,96.415,96.666,15629,43741
2019-07-12,96.735,96.735,96.405,96.424,10455,43681
2019-07-15,96.45,96.595,96.375,96.545,8638,43068
2019-07-16,96.57,97.08,96.54,97.041,21955,42480
2019-07-17,97.03,97.1,96.8,96.853,14062,40986
2019-07-18,96.855,96.93,96.32,96.449,22373,43911
2019-07-19,96.465,96.975,96.415,96.817,21868,40435
2019-07-22,96.785,96.985,96.785,96.94,6932,40811
2019-07-23,97.005,97.46,96.985,97.418,23124,48047
2019-07-24,97.435,97.57,97.26,97.452,14499,50144
2019-07-25,97.415,97.65,97.22,97.552,25118,52021
2019-07-26,97.535,97.835,97.505,97.751,12038,53902
2019-07-29,97.72,97.905,97.64,97.796,9347,54773
2019-07-30,97.84,97.96,97.765,97.809,9377,55829
2019-07-31,97.805,98.445,97.755,98.258,28022,57207
2019-08-01,98.365,98.7,98.04,98.144,26930,57318
2019-08-02,98.19,98.225,97.815,97.852,18402,57295
2019-08-05,97.9,97.93,97.19,97.308,27113,54531
2019-08-06,97.08,97.565,96.98,97.417,20398,55694
2019-08-07,97.37,97.535,97.115,97.345,16028,55554
2019-08-08,97.42,97.565,97.215,97.434,16875,55414
2019-08-09,97.405,97.465,97.175,97.322,15897,51895
2019-08-12,97.37,97.55,97.13,97.198,13199,51883
2019-08-13,97.22,97.69,97.125,97.631,27798,55000
2019-08-14,97.61,97.895,97.5,97.826,15438,55827
2019-08-15,97.815,98.095,97.68,98.005,17158,55683
2019-08-16,98.005,98.205,97.965,98.007,10788,55797
2019-08-19,98.06,98.27,98.005,98.221,9338,57018
2019-08-20,98.24,98.335,97.99,98.063,11631,56089
2019-08-21,98.075,98.225,98,98.179,9470,56554
2019-08-22,98.155,98.29,97.965,98.064,13740,56755
2019-08-23,98.095,98.455,97.455,97.53,30200,55144
2019-08-26,97.46,97.995,97.37,97.989,19173,55218
2019-08-27,97.915,97.96,97.765,97.907,9918,55277
2019-08-28,97.94,98.18,97.92,98.12,10691,55906
2019-08-29,98.135,98.485,98.1,98.455,20399,58858
2019-08-30,98.355,98.97,98.345,98.86,20414,61077
2019-09-02,98.795,99.085,98.715,98.86,9362,62704
2019-09-03,99.01,99.33,98.865,98.949,22443,62314
2019-09-04,98.89,98.915,98.34,98.393,20158,59813
2019-09-05,98.35,98.515,98.035,98.382,17637,58579
2019-09-06,98.4,98.48,98.14,98.362,32321,58448
2019-09-09,98.39,98.475,98.105,98.248,50555,63131
2019-09-10,98.3,98.44,98.135,98.307,20274,64908
2019-09-11,98.305,98.73,98.28,98.628,48201,69661
2019-09-12,98.62,99.105,98.19,98.308,64742,69119
2019-09-13,98.42,98.435,98,98.255,26410,68193
2019-09-16,97.725,98.275,97.615,98.175,13951,56890
2019-09-17,98.22,98.29,97.735,97.819,12695,55837
2019-09-18,97.75,98.27,97.75,98.134,14161,56498
2019-09-19,98.15,98.21,97.775,97.847,12903,56169
2019-09-20,97.935,98.25,97.735,98.136,13524,57321
2019-09-23,98.145,98.455,98.07,98.221,13393,57523
2019-09-24,98.275,98.32,97.88,97.927,14651,57183
2019-09-25,97.99,98.69,97.965,98.659,17356,60633
2019-09-26,98.595,98.915,98.45,98.765,13562,60568
2019-09-27,98.805,98.955,98.63,98.761,10406,60559
2019-09-30,98.77,99.115,98.71,99.021,13824,60550
2019-10-01,99.035,99.305,98.705,98.777,23706,59045
2019-10-02,98.795,99.08,98.62,98.689,13699,57890
2019-10-03,98.69,98.875,98.3,98.54,17461,56666
2019-10-04,98.56,98.69,98.34,98.488,10913,56847
2019-10-07,98.52,98.705,98.425,98.665,9110,57015
2019-10-08,98.665,98.955,98.54,98.822,14209,58016
2019-10-09,98.78,98.865,98.595,98.815,11281,57714
2019-10-10,98.755,98.795,98.325,98.406,18603,57050
2019-10-11,98.4,98.45,97.885,98.005,31569,54886
2019-10-14,98.04,98.265,98.04,98.17,12174,55237
2019-10-15,98.19,98.375,97.915,98.003,28733,54820
2019-10-16,98.02,98.145,97.61,97.723,33203,55600
2019-10-17,97.74,97.845,97.22,97.335,25910,53925
2019-10-18,97.355,97.395,96.91,97.008,19116,55633
2019-10-21,97.06,97.13,96.885,97.05,14858,54651
2019-10-22,97.04,97.315,96.99,97.256,17947,53860
2019-10-23,97.23,97.39,97.15,97.236,10441,52723
2019-10-24,97.215,97.555,97.055,97.405,18320,49720
2019-10-25,97.445,97.68,97.34,97.599,9822,49658
2019-10-28,97.6,97.665,97.445,97.524,7911,50337
2019-10-29,97.525,97.7,97.38,97.469,10589,49700
2019-10-30,97.46,97.8,97.23,97.439,16622,50127
2019-10-31,97.255,97.255,97.015,97.154,17409,51400
2019-11-01,97.11,97.265,96.96,97.041,15004,51203
2019-11-04,97.03,97.38,96.975,97.366,11592,50226
2019-11-05,97.355,97.825,97.275,97.805,20820,47015
2019-11-06,97.76,97.805,97.6,97.764,13062,47073
2019-11-07,97.78,98.075,97.66,97.989,16193,46107
2019-11-08,97.995,98.245,97.945,98.201,10685,45951
2019-11-11,98.23,98.235,97.97,98.033,9043,45904
2019-11-12,98.075,98.27,98.055,98.151,8570,46188
2019-11-13,98.185,98.3,98.14,98.23,10024,46535
2019-11-14,98.21,98.29,97.97,98.019,9535,46402
2019-11-15,98.01,98.11,97.83,97.871,7287,45831
2019-11-18,97.87,97.87,97.55,97.663,13004,46179
2019-11-19,97.715,97.77,97.635,97.742,7222,45288
2019-11-20,97.73,97.93,97.73,97.814,10182,44118
2019-11-21,97.775,97.945,97.62,97.899,15541,42674
2019-11-22,97.86,98.215,97.7,98.176,11425
