,ID,Year,Real growth rate,Per capita,In millions
1569,784,1985,-2.4,29571.0,41134.0
1570,784,1995,8.2,27198.0,66603.0
1571,784,2005,4.9,39955.0,182978.0
1572,784,2010,1.6,35038.0,289787.0
1573,784,2015,5.1,39122.0,358135.0
1574,784,2016,3.0,38518.0,357045.0
1575,784,2017,0.8,40699.0,382575.0
1576,826,1985,4.2,8665.0,489256.0
1577,826,1995,3.9,23042.0,1335930.0
1578,826,2005,3.1,41883.0,2525013.0
1579,826,2010,1.7,38746.0,2452900.0
1580,826,2015,2.3,44290.0,2896421.0
1581,826,2016,1.8,40421.0,2659239.0
1582,826,2017,1.7,39758.0,2631228.0
1583,834,1985,4.6,534.0,11654.0
1584,834,1995,3.6,260.0,7575.0
1585,834,2005,7.4,471.0,18072.0
1586,834,2010,6.4,694.0,31105.0
1587,834,2015,7.0,870.0,45628.0
1588,834,2016,7.0,876.0,47388.0
1589,840,1985,4.2,18017.0,4338979.0
1590,840,1995,2.7,28758.0,7639749.0
1591,840,2005,3.5,44173.0,13036637.0
1592,840,2010,2.6,48574.0,14992052.0
1593,840,2015,2.9,56948.0,18219297.0
1594,840,2016,1.6,58064.0,18707189.0
1595,840,2017,2.2,60055.0,19485394.0
1596,858,1985,1.5,1735.0,5226.0
1597,858,1995,-1.5,6609.0,21312.0
1598,858,2005,7.5,5221.0,17363.0
1599,858,2010,7.8,11938.0,40285.0
1600,858,2015,0.4,15525.0,53274.0
1601,858,2016,1.7,15298.0,52688.0
1602,858,2017,2.7,17120.0,59180.0
1603,860,1995,-0.9,589.0,13474.0
1604,860,2005,7.0,543.0,14396.0
1605,860,2010,8.5,1382.0,39526.0
1606,860,2015,7.9,2160.0,66904.0
1607,860,2016,6.2,2145.0,67446.0
1608,860,2017,5.2,1557.0,49677.0
1609,548,1985,1.1,1020.0,133.0
1610,548,1995,4.7,1621.0,273.0
1611,548,2005,5.3,1886.0,395.0
1612,548,2010,1.6,2966.0,701.0
1613,548,2015,0.2,2871.0,760.0
1614,548,2016,3.5,2975.0,804.0
1615,548,2017,3.5,3128.0,864.0
1616,862,1985,0.2,3425.0,59963.0
1617,862,1995,4.0,3375.0,74889.0
1618,862,2005,10.3,5433.0,145514.0
1619,862,2010,-1.5,13566.0,393806.0
1620,862,2015,-6.2,11054.0,344375.0
1621,862,2016,-16.5,9230.0,291376.0
1622,862,2017,-14.0,7977.0,255093.0
1623,704,1985,5.6,79.0,4797.0
1624,704,1995,9.5,276.0,20736.0
1625,704,2005,7.5,684.0,57633.0
1626,704,2010,6.4,1310.0,115932.0
1627,704,2015,6.7,2065.0,193241.0
1628,704,2016,6.2,2171.0,205276.0
1629,704,2017,6.8,2342.0,223780.0
1630,887,1995,16.7,387.0,5936.0
1631,887,2005,5.1,925.0,19041.0
1632,887,2010,3.3,1309.0,30907.0
1633,887,2015,-30.3,990.0,26660.0
1634,887,2016,-14.8,901.0,24841.0
1635,887,2017,-5.9,990.0,27957.0
1636,894,1985,0.0,399.0,2772.0
1637,894,1995,2.9,417.0,3807.0
1638,894,2005,7.2,691.0,8332.0
1639,894,2010,10.3,1463.0,20265.0
1640,894,2015,2.9,1319.0,21243.0
1641,894,2016,3.8,1263.0,20954.0
1642,894,2017,3.5,1513.0,25868.0
1649,716,1985,6.9,872.0,7548.0
1650,716,1995,0.2,846.0,9576.0
1651,716,2005,-4.1,481.0,6223.0
1652,716,2010,12.6,720.0,10142.0
1653,716,2015,1.7,1033.0,16305.0
1654,716,2016,0.6,1029.0,16620.0
1655,716,2017,3.0,1091.0,18037.0
